 (Accessible sheet). Data table begins in Cell A6. Item descriptions are contained within input messages in Row 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CalFresh Expedited Service Quarterly Statistical Report 
(DFA 296X)",,,,,,,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART B,PART B,PART B
Jul-Sep2015,Colusa,,06,15-16,2015,Jul-Sep 2015,35.0,35.0,0.0,201.0,236.0,6.0,201.0,207.0,2.0,55.0,57.0,1.0,53.0,54.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,146.0,150.0,29.0,0.0,0.0,0.0
Jul-Sep2015,Contra Costa,,07,15-16,2015,Jul-Sep 2015,237.0,237.0,0.0,5317.0,5554.0,151.0,5158.0,5309.0,71.0,1770.0,1841.0,67.0,1716.0,1783.0,3.0,42.0,45.0,0.0,0.0,0.0,3.0,42.0,45.0,1.0,12.0,13.0,0.0,0.0,0.0,1.0,12.0,13.0,80.0,3388.0,3468.0,245.0,0.0,9.0,9.0
Jul-Sep2015,Del Norte,,08,15-16,2015,Jul-Sep 2015,183.0,183.0,0.0,624.0,807.0,31.0,598.0,629.0,17.0,202.0,219.0,16.0,191.0,207.0,1.0,9.0,10.0,0.0,4.0,4.0,1.0,5.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,14.0,396.0,410.0,178.0,0.0,0.0,0.0
Jul-Sep2015,El Dorado,,09,15-16,2015,Jul-Sep 2015,138.0,140.0,-2.0,2008.0,2146.0,56.0,1893.0,1949.0,26.0,754.0,780.0,25.0,713.0,738.0,1.0,17.0,18.0,1.0,15.0,16.0,0.0,2.0,2.0,0.0,24.0,24.0,0.0,18.0,18.0,0.0,6.0,6.0,30.0,1139.0,1169.0,197.0,0.0,0.0,0.0
Jul-Sep2015,Fresno,a/,10,15-16,2015,Jul-Sep 2015,252.0,174.0,78.0,11738.0,11990.0,119.0,11566.0,11685.0,56.0,4905.0,4961.0,50.0,4472.0,4522.0,0.0,394.0,394.0,0.0,0.0,0.0,0.0,394.0,394.0,6.0,39.0,45.0,0.0,0.0,0.0,6.0,39.0,45.0,63.0,6661.0,6724.0,305.0,1.0,54.0,55.0
Jul-Sep2015,Glenn,,11,15-16,2015,Jul-Sep 2015,22.0,22.0,0.0,337.0,359.0,13.0,316.0,329.0,3.0,100.0,103.0,3.0,99.0,102.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,216.0,226.0,30.0,0.0,2.0,2.0
Jul-Sep2015,Humboldt,,12,15-16,2015,Jul-Sep 2015,215.0,231.0,-16.0,3714.0,3929.0,56.0,3463.0,3519.0,31.0,1263.0,1294.0,30.0,1157.0,1187.0,0.0,57.0,57.0,0.0,31.0,31.0,0.0,26.0,26.0,1.0,49.0,50.0,1.0,33.0,34.0,0.0,16.0,16.0,25.0,2200.0,2225.0,410.0,0.0,4.0,4.0
Jul-Sep2015,Imperial,,13,15-16,2015,Jul-Sep 2015,551.0,557.0,-6.0,4019.0,4570.0,137.0,3960.0,4097.0,62.0,1314.0,1376.0,55.0,1185.0,1240.0,6.0,99.0,105.0,1.0,44.0,45.0,5.0,55.0,60.0,1.0,30.0,31.0,1.0,21.0,22.0,0.0,9.0,9.0,75.0,2646.0,2721.0,473.0,0.0,4.0,4.0
Jul-Sep2015,Inyo,,14,15-16,2015,Jul-Sep 2015,16.0,17.0,-1.0,266.0,282.0,12.0,248.0,260.0,7.0,125.0,132.0,7.0,116.0,123.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,123.0,128.0,22.0,0.0,0.0,0.0
Jul-Sep2015,Kern,,15,15-16,2015,Jul-Sep 2015,2923.0,2933.0,-10.0,17324.0,20247.0,765.0,16970.0,17735.0,413.0,6416.0,6829.0,390.0,6013.0,6403.0,16.0,269.0,285.0,6.0,143.0,149.0,10.0,126.0,136.0,7.0,134.0,141.0,7.0,78.0,85.0,0.0,56.0,56.0,352.0,10554.0,10906.0,2512.0,0.0,1.0,1.0
Jul-Sep2015,Kings,,16,15-16,2015,Jul-Sep 2015,476.0,476.0,0.0,2545.0,3021.0,130.0,2504.0,2634.0,47.0,943.0,990.0,45.0,918.0,963.0,1.0,13.0,14.0,1.0,4.0,5.0,0.0,9.0,9.0,1.0,12.0,13.0,1.0,4.0,5.0,0.0,8.0,8.0,83.0,1561.0,1644.0,387.0,0.0,3.0,3.0
Jul-Sep2015,Lake,,17,15-16,2015,Jul-Sep 2015,135.0,136.0,-1.0,1601.0,1736.0,31.0,1471.0,1502.0,9.0,700.0,709.0,9.0,661.0,670.0,0.0,24.0,24.0,0.0,4.0,4.0,0.0,20.0,20.0,0.0,15.0,15.0,0.0,5.0,5.0,0.0,10.0,10.0,22.0,771.0,793.0,234.0,0.0,1.0,1.0
Jul-Sep2015,Lassen,,18,15-16,2015,Jul-Sep 2015,76.0,76.0,0.0,386.0,462.0,9.0,358.0,367.0,3.0,155.0,158.0,2.0,116.0,118.0,1.0,18.0,19.0,0.0,1.0,1.0,1.0,17.0,18.0,0.0,21.0,21.0,0.0,2.0,2.0,0.0,19.0,19.0,6.0,203.0,209.0,95.0,0.0,0.0,0.0
Jul-Sep2015,Los Angeles,,19,15-16,2015,Jul-Sep 2015,4676.0,7628.0,-2952.0,92604.0,97280.0,5178.0,82442.0,87620.0,3197.0,37826.0,41023.0,2792.0,35838.0,38630.0,232.0,1262.0,1494.0,232.0,1262.0,1494.0,0.0,0.0,0.0,173.0,726.0,899.0,173.0,726.0,899.0,0.0,0.0,0.0,1981.0,44616.0,46597.0,9660.0,35.0,1393.0,1428.0
Jul-Sep2015,Madera,,20,15-16,2015,Jul-Sep 2015,297.0,298.0,-1.0,2099.0,2396.0,92.0,2046.0,2138.0,49.0,797.0,846.0,42.0,748.0,790.0,5.0,26.0,31.0,3.0,16.0,19.0,2.0,10.0,12.0,2.0,23.0,25.0,1.0,14.0,15.0,1.0,9.0,10.0,43.0,1249.0,1292.0,258.0,0.0,0.0,0.0
Jul-Sep2015,Marin,,21,15-16,2015,Jul-Sep 2015,171.0,171.0,0.0,1593.0,1764.0,43.0,1553.0,1596.0,22.0,536.0,558.0,21.0,499.0,520.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,8.0,8.0,1.0,23.0,24.0,0.0,14.0,14.0,1.0,9.0,10.0,21.0,1017.0,1038.0,168.0,0.0,2.0,2.0
Jul-Sep2015,Mariposa,,22,15-16,2015,Jul-Sep 2015,13.0,14.0,-1.0,225.0,238.0,9.0,200.0,209.0,2.0,84.0,86.0,2.0,81.0,83.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,7.0,116.0,123.0,29.0,0.0,0.0,0.0
Jul-Sep2015,Mendocino,,23,15-16,2015,Jul-Sep 2015,277.0,282.0,-5.0,1707.0,1984.0,82.0,1684.0,1766.0,46.0,823.0,869.0,46.0,803.0,849.0,0.0,13.0,13.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,4.0,4.0,0.0,3.0,3.0,36.0,861.0,897.0,218.0,0.0,3.0,3.0
Jul-Sep2015,Merced,,24,15-16,2015,Jul-Sep 2015,396.0,407.0,-11.0,4623.0,5019.0,245.0,4388.0,4633.0,140.0,1680.0,1820.0,131.0,1604.0,1735.0,5.0,50.0,55.0,3.0,36.0,39.0,2.0,14.0,16.0,4.0,26.0,30.0,3.0,19.0,22.0,1.0,7.0,8.0,105.0,2708.0,2813.0,386.0,0.0,31.0,31.0
Jul-Sep2015,Modoc,,25,15-16,2015,Jul-Sep 2015,17.0,17.0,0.0,134.0,151.0,10.0,121.0,131.0,0.0,50.0,50.0,0.0,46.0,46.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,10.0,71.0,81.0,20.0,0.0,0.0,0.0
Jul-Sep2015,Mono,,26,15-16,2015,Jul-Sep 2015,25.0,25.0,0.0,117.0,142.0,3.0,113.0,116.0,1.0,42.0,43.0,1.0,42.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,73.0,26.0,0.0,0.0,0.0
Jul-Sep2015,Monterey,,27,15-16,2015,Jul-Sep 2015,682.0,693.0,-11.0,5511.0,6193.0,144.0,5371.0,5515.0,66.0,1628.0,1694.0,59.0,1588.0,1647.0,6.0,20.0,26.0,5.0,14.0,19.0,1.0,6.0,7.0,1.0,20.0,21.0,0.0,14.0,14.0,1.0,6.0,7.0,78.0,3743.0,3821.0,678.0,0.0,2.0,2.0
Jul-Sep2015,Napa,,28,15-16,2015,Jul-Sep 2015,160.0,162.0,-2.0,1121.0,1281.0,29.0,1064.0,1093.0,10.0,274.0,284.0,8.0,267.0,275.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0,19.0,790.0,809.0,188.0,0.0,2.0,2.0
Jul-Sep2015,Nevada,,29,15-16,2015,Jul-Sep 2015,208.0,211.0,-3.0,1055.0,1263.0,19.0,1121.0,1140.0,5.0,457.0,462.0,5.0,412.0,417.0,0.0,13.0,13.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,32.0,32.0,0.0,19.0,19.0,0.0,13.0,13.0,14.0,664.0,678.0,123.0,0.0,30.0,30.0
Jul-Sep2015,Orange,,30,15-16,2015,Jul-Sep 2015,167.0,167.0,0.0,16528.0,16695.0,1240.0,15229.0,16469.0,330.0,5964.0,6294.0,322.0,5935.0,6257.0,5.0,24.0,29.0,1.0,6.0,7.0,4.0,18.0,22.0,3.0,5.0,8.0,1.0,2.0,3.0,2.0,3.0,5.0,910.0,9265.0,10175.0,226.0,0.0,43.0,43.0
Jul-Sep2015,Placer,,31,15-16,2015,Jul-Sep 2015,20.0,19.0,1.0,1338.0,1358.0,12.0,1324.0,1336.0,5.0,650.0,655.0,4.0,615.0,619.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,15.0,16.0,0.0,0.0,0.0,1.0,15.0,16.0,7.0,674.0,681.0,22.0,0.0,0.0,0.0
Jul-Sep2015,Plumas,,32,15-16,2015,Jul-Sep 2015,34.0,34.0,0.0,387.0,421.0,6.0,361.0,367.0,3.0,141.0,144.0,3.0,127.0,130.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,3.0,220.0,223.0,54.0,0.0,0.0,0.0
Jul-Sep2015,Riverside,,33,15-16,2015,Jul-Sep 2015,3291.0,3294.0,-3.0,35736.0,39027.0,1276.0,34470.0,35746.0,767.0,12887.0,13654.0,725.0,11836.0,12561.0,26.0,579.0,605.0,14.0,272.0,286.0,12.0,307.0,319.0,16.0,472.0,488.0,9.0,271.0,280.0,7.0,201.0,208.0,509.0,21583.0,22092.0,3281.0,5.0,172.0,177.0
Jul-Sep2015,Sacramento,,34,15-16,2015,Jul-Sep 2015,4831.0,4831.0,0.0,22967.0,27798.0,631.0,22398.0,23029.0,262.0,4967.0,5229.0,254.0,4907.0,5161.0,7.0,47.0,54.0,0.0,0.0,0.0,7.0,47.0,54.0,1.0,13.0,14.0,0.0,0.0,0.0,1.0,13.0,14.0,369.0,17431.0,17800.0,4769.0,0.0,73.0,73.0
Jul-Sep2015,San Benito,,35,15-16,2015,Jul-Sep 2015,72.0,71.0,1.0,570.0,642.0,25.0,568.0,593.0,10.0,192.0,202.0,10.0,189.0,199.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,376.0,391.0,49.0,0.0,1.0,1.0
Jul-Sep2015,San Bernardino,,36,15-16,2015,Jul-Sep 2015,3545.0,3586.0,-41.0,40148.0,43693.0,1404.0,38734.0,40138.0,762.0,17337.0,18099.0,710.0,16617.0,17327.0,32.0,454.0,486.0,18.0,225.0,243.0,14.0,229.0,243.0,20.0,266.0,286.0,12.0,180.0,192.0,8.0,86.0,94.0,642.0,21397.0,22039.0,3555.0,2.0,112.0,114.0
Jul-Sep2015,San Diego,,37,15-16,2015,Jul-Sep 2015,391.0,414.0,-23.0,23408.0,23799.0,509.0,22812.0,23321.0,248.0,7583.0,7831.0,243.0,7423.0,7666.0,3.0,111.0,114.0,0.0,0.0,0.0,3.0,111.0,114.0,2.0,49.0,51.0,0.0,0.0,0.0,2.0,49.0,51.0,261.0,15229.0,15490.0,478.0,1.0,278.0,279.0
Jul-Sep2015,San Francisco,,38,15-16,2015,Jul-Sep 2015,649.0,642.0,7.0,5505.0,6154.0,246.0,5161.0,5407.0,164.0,2291.0,2455.0,137.0,1984.0,2121.0,13.0,146.0,159.0,0.0,0.0,0.0,13.0,146.0,159.0,14.0,161.0,175.0,0.0,0.0,0.0,14.0,161.0,175.0,82.0,2870.0,2952.0,747.0,1.0,3.0,4.0
Jul-Sep2015,San Joaquin,,39,15-16,2015,Jul-Sep 2015,1331.0,1353.0,-22.0,9807.0,11138.0,421.0,9518.0,9939.0,203.0,3418.0,3621.0,190.0,3121.0,3311.0,8.0,162.0,170.0,6.0,110.0,116.0,2.0,52.0,54.0,5.0,135.0,140.0,4.0,99.0,103.0,1.0,36.0,37.0,218.0,6100.0,6318.0,1199.0,0.0,3.0,3.0
Jul-Sep2015,San Luis Obispo,,40,15-16,2015,Jul-Sep 2015,305.0,305.0,0.0,1122.0,1427.0,38.0,1093.0,1131.0,22.0,589.0,611.0,21.0,565.0,586.0,1.0,18.0,19.0,0.0,0.0,0.0,1.0,18.0,19.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,16.0,504.0,520.0,296.0,0.0,5.0,5.0
Jul-Sep2015,San Mateo,,41,15-16,2015,Jul-Sep 2015,2467.0,2467.0,0.0,4161.0,6628.0,67.0,4090.0,4157.0,31.0,1076.0,1107.0,27.0,996.0,1023.0,1.0,45.0,46.0,0.0,0.0,0.0,1.0,45.0,46.0,3.0,35.0,38.0,0.0,0.0,0.0,3.0,35.0,38.0,36.0,3014.0,3050.0,2471.0,1.0,38.0,39.0
Jul-Sep2015,Santa Barbara,,42,15-16,2015,Jul-Sep 2015,54.0,47.0,7.0,1493.0,1547.0,101.0,1412.0,1513.0,64.0,760.0,824.0,58.0,700.0,758.0,4.0,42.0,46.0,0.0,0.0,0.0,4.0,42.0,46.0,2.0,18.0,20.0,0.0,0.0,0.0,2.0,18.0,20.0,37.0,652.0,689.0,34.0,0.0,11.0,11.0
Jul-Sep2015,Santa Clara,,43,15-16,2015,Jul-Sep 2015,573.0,569.0,4.0,4774.0,5347.0,83.0,4728.0,4811.0,23.0,1300.0,1323.0,21.0,1281.0,1302.0,2.0,14.0,16.0,0.0,4.0,4.0,2.0,10.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,60.0,3428.0,3488.0,536.0,0.0,4.0,4.0
Jul-Sep2015,Santa Cruz,,44,15-16,2015,Jul-Sep 2015,309.0,309.0,0.0,2686.0,2995.0,31.0,2630.0,2661.0,14.0,628.0,642.0,14.0,619.0,633.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,17.0,2002.0,2019.0,334.0,0.0,3.0,3.0
Jul-Sep2015,Shasta,,45,15-16,2015,Jul-Sep 2015,378.0,382.0,-4.0,3236.0,3614.0,106.0,3169.0,3275.0,62.0,1139.0,1201.0,59.0,1100.0,1159.0,3.0,23.0,26.0,1.0,10.0,11.0,2.0,13.0,15.0,0.0,16.0,16.0,0.0,11.0,11.0,0.0,5.0,5.0,44.0,2030.0,2074.0,339.0,0.0,10.0,10.0
Jul-Sep2015,Sierra,,46,15-16,2015,Jul-Sep 2015,1.0,1.0,0.0,32.0,33.0,1.0,25.0,26.0,0.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,15.0,7.0,0.0,0.0,0.0
Jul-Sep2015,Siskiyou,,47,15-16,2015,Jul-Sep 2015,138.0,148.0,-10.0,927.0,1065.0,46.0,848.0,894.0,17.0,258.0,275.0,13.0,237.0,250.0,3.0,10.0,13.0,0.0,4.0,4.0,3.0,6.0,9.0,1.0,11.0,12.0,1.0,6.0,7.0,0.0,5.0,5.0,29.0,590.0,619.0,171.0,0.0,2.0,2.0
Jul-Sep2015,Solano,,48,15-16,2015,Jul-Sep 2015,43.0,42.0,1.0,2605.0,2648.0,46.0,2549.0,2595.0,33.0,1429.0,1462.0,31.0,1397.0,1428.0,2.0,26.0,28.0,0.0,0.0,0.0,2.0,26.0,28.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,1120.0,1133.0,53.0,0.0,27.0,27.0
Jul-Sep2015,Sonoma,,49,15-16,2015,Jul-Sep 2015,78.0,78.0,0.0,3328.0,3406.0,38.0,3134.0,3172.0,14.0,907.0,921.0,11.0,551.0,562.0,2.0,179.0,181.0,0.0,0.0,0.0,2.0,179.0,181.0,1.0,177.0,178.0,0.0,0.0,0.0,1.0,177.0,178.0,24.0,2227.0,2251.0,234.0,0.0,35.0,35.0
Jul-Sep2015,Stanislaus,,50,15-16,2015,Jul-Sep 2015,876.0,880.0,-4.0,10043.0,10919.0,334.0,9743.0,10077.0,177.0,3799.0,3976.0,152.0,3429.0,3581.0,12.0,153.0,165.0,2.0,49.0,51.0,10.0,104.0,114.0,13.0,217.0,230.0,5.0,76.0,81.0,8.0,141.0,149.0,157.0,5944.0,6101.0,842.0,0.0,2.0,2.0
Jul-Sep2015,Sutter,,51,15-16,2015,Jul-Sep 2015,124.0,138.0,-14.0,1460.0,1584.0,60.0,1338.0,1398.0,30.0,507.0,537.0,29.0,449.0,478.0,1.0,34.0,35.0,1.0,12.0,13.0,0.0,22.0,22.0,0.0,24.0,24.0,0.0,16.0,16.0,0.0,8.0,8.0,30.0,831.0,861.0,186.0,0.0,1.0,1.0
Jul-Sep2015,Tehama,,52,15-16,2015,Jul-Sep 2015,135.0,140.0,-5.0,1230.0,1365.0,50.0,1195.0,1245.0,16.0,427.0,443.0,16.0,417.0,433.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,6.0,6.0,0.0,2.0,2.0,34.0,768.0,802.0,120.0,0.0,9.0,9.0
Jul-Sep2015,Trinity,,53,15-16,2015,Jul-Sep 2015,20.0,21.0,-1.0,271.0,291.0,7.0,253.0,260.0,3.0,140.0,143.0,3.0,126.0,129.0,0.0,13.0,13.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,113.0,117.0,31.0,0.0,0.0,0.0
Jul-Sep2015,Tulare,,54,15-16,2015,Jul-Sep 2015,807.0,807.0,0.0,6835.0,7642.0,300.0,6546.0,6846.0,152.0,3324.0,3476.0,147.0,3268.0,3415.0,3.0,47.0,50.0,0.0,0.0,0.0,3.0,47.0,50.0,2.0,9.0,11.0,0.0,0.0,0.0,2.0,9.0,11.0,148.0,3222.0,3370.0,796.0,1.0,20.0,21.0
Jul-Sep2015,Tuolumne,,55,15-16,2015,Jul-Sep 2015,119.0,124.0,-5.0,774.0,893.0,19.0,780.0,799.0,8.0,311.0,319.0,8.0,299.0,307.0,0.0,10.0,10.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,11.0,469.0,480.0,94.0,0.0,0.0,0.0
Jul-Sep2015,Ventura,,56,15-16,2015,Jul-Sep 2015,676.0,676.0,0.0,4830.0,5506.0,79.0,4740.0,4819.0,42.0,2103.0,2145.0,36.0,2031.0,2067.0,5.0,39.0,44.0,5.0,39.0,44.0,0.0,0.0,0.0,1.0,33.0,34.0,1.0,33.0,34.0,0.0,0.0,0.0,37.0,2637.0,2674.0,687.0,0.0,43.0,43.0
Jul-Sep2015,Yolo,,57,15-16,2015,Jul-Sep 2015,495.0,495.0,0.0,1085.0,1580.0,32.0,1043.0,1075.0,25.0,733.0,758.0,18.0,626.0,644.0,2.0,60.0,62.0,0.0,0.0,0.0,2.0,60.0,62.0,5.0,47.0,52.0,0.0,0.0,0.0,5.0,47.0,52.0,7.0,310.0,317.0,505.0,0.0,2.0,2.0
Jul-Sep2015,Yuba,,58,15-16,2015,Jul-Sep 2015,136.0,136.0,0.0,1522.0,1658.0,37.0,1493.0,1530.0,20.0,653.0,673.0,20.0,627.0,647.0,0.0,22.0,22.0,0.0,5.0,5.0,0.0,17.0,17.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,17.0,840.0,857.0,128.0,1.0,25.0,26.0
