county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
California,307388.0,9566.0,998.0,358867.0,12557.0,6947.0,666255.0,22123.0,7945.0,837586.0,851710.0,1689296.0,24483.0,11879.0,34729.0,16338.0,59212.0,28217.0,2910.0,10048.0,12958.0,148485.0,489590.0,105201.0,743276.0,146290398.0,5536459.0,1561841.0,1445048.0,151826857.0,3006889.0,154833746.0,2003,APR,2.0,2003-04-01,,,
Alameda,13242.0,183.0,0.0,8512.0,121.0,215.0,21754.0,304.0,215.0,33900.0,21791.0,55691.0,326.0,187.0,293.0,142.0,619.0,329.0,0.0,273.0,273.0,0.0,22273.0,0.0,22273.0,4397083.0,40122.0,21325.0,43457.0,4437205.0,64782.0,4501987.0,2003,APR,2.0,2003-04-01,,,
Alpine,10.0,0.0,0.0,27.0,0.0,0.0,37.0,0.0,0.0,30.0,64.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,8027.0,0.0,0.0,0.0,8027.0,0.0,8027.0,2003,APR,2.0,2003-04-01,,,
Amador,121.0,2.0,0.0,300.0,1.0,1.0,421.0,3.0,1.0,320.0,625.0,945.0,5.0,2.0,2.0,1.0,7.0,3.0,0.0,1.0,1.0,403.0,0.0,74.0,477.0,83383.0,0.0,0.0,0.0,83383.0,0.0,83383.0,2003,APR,2.0,2003-04-01,,,
Butte,2091.0,26.0,0.0,2948.0,29.0,3.0,5039.0,55.0,3.0,6219.0,7149.0,13368.0,123.0,31.0,147.0,42.0,270.0,73.0,0.0,3.0,3.0,6878.0,0.0,0.0,6878.0,1123243.0,18549.0,5305.0,417.0,1141792.0,5722.0,1147514.0,2003,APR,2.0,2003-04-01,,,
Calaveras,218.0,0.0,0.0,427.0,0.0,0.0,645.0,0.0,0.0,587.0,864.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,0.0,128.0,717.0,123903.0,0.0,0.0,0.0,123903.0,0.0,123903.0,2003,APR,2.0,2003-04-01,,,
Colusa,84.0,0.0,0.0,326.0,14.0,3.0,410.0,14.0,3.0,223.0,860.0,1083.0,0.0,0.0,41.0,20.0,41.0,20.0,0.0,6.0,6.0,454.0,0.0,0.0,454.0,81780.0,2786.0,893.0,421.0,84566.0,1314.0,85880.0,2003,APR,2.0,2003-04-01,,,
Contra Costa,5779.0,220.0,11.0,2719.0,122.0,74.0,8498.0,342.0,85.0,15613.0,5321.0,20934.0,647.0,301.0,264.0,233.0,911.0,534.0,24.0,101.0,125.0,10024.0,0.0,0.0,10024.0,1780718.0,66295.0,20169.0,9639.0,1847013.0,29808.0,1876821.0,2003,APR,2.0,2003-04-01,,,
Del Norte,502.0,4.0,0.0,689.0,2.0,2.0,1191.0,6.0,2.0,1517.0,1411.0,2928.0,13.0,4.0,14.0,2.0,27.0,6.0,0.0,2.0,2.0,141.0,0.0,1058.0,1199.0,235725.0,2463.0,381.0,278.0,238188.0,659.0,238847.0,2003,APR,2.0,2003-04-01,,,
El Dorado,588.0,11.0,0.0,1039.0,14.0,9.0,1627.0,25.0,9.0,1564.0,1996.0,3560.0,21.0,11.0,39.0,15.0,60.0,26.0,0.0,9.0,9.0,1771.0,47.0,0.0,1818.0,299035.0,5283.0,906.0,1182.0,304318.0,2088.0,306406.0,2003,APR,2.0,2003-04-01,,,
Fresno,19007.0,788.0,8.0,10784.0,494.0,100.0,29791.0,1282.0,108.0,63292.0,28190.0,91482.0,2497.0,924.0,1303.0,655.0,3800.0,1579.0,21.0,196.0,217.0,614.0,31216.0,0.0,31830.0,7388901.0,333542.0,82627.0,20239.0,7722443.0,102866.0,7825309.0,2003,APR,2.0,2003-04-01,,,
Glenn,229.0,0.0,0.0,532.0,2.0,3.0,761.0,2.0,3.0,682.0,1415.0,2097.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,4.0,4.0,826.0,0.0,0.0,826.0,161669.0,442.0,148.0,534.0,162111.0,682.0,162793.0,2003,APR,2.0,2003-04-01,,,
Humboldt,1234.0,16.0,1.0,2712.0,8.0,4.0,3946.0,24.0,5.0,3260.0,5392.0,8652.0,52.0,18.0,32.0,8.0,84.0,26.0,0.0,5.0,5.0,134.0,3782.0,508.0,4424.0,798320.0,7751.0,2399.0,461.0,806071.0,2860.0,808931.0,2003,APR,2.0,2003-04-01,,,
Imperial,1482.0,345.0,2.0,2992.0,490.0,91.0,4474.0,835.0,93.0,4553.0,8956.0,13509.0,885.0,368.0,1259.0,562.0,2144.0,930.0,2.0,106.0,108.0,295.0,0.0,5560.0,5855.0,1003697.0,172801.0,34897.0,12260.0,1176498.0,47157.0,1223655.0,2003,APR,2.0,2003-04-01,,,
Inyo,57.0,0.0,0.0,326.0,0.0,0.0,383.0,0.0,0.0,154.0,785.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,406.0,64879.0,0.0,0.0,0.0,64879.0,0.0,64879.0,2003,APR,2.0,2003-04-01,,,
Kern,6919.0,207.0,2.0,11869.0,652.0,72.0,18788.0,859.0,74.0,21150.0,33839.0,54989.0,598.0,236.0,1743.0,751.0,2341.0,987.0,2.0,46.0,48.0,5902.0,18225.0,0.0,24127.0,5226104.0,233953.0,38296.0,13151.0,5460057.0,51447.0,5511504.0,2003,APR,2.0,2003-04-01,,,
Kings,1307.0,39.0,0.0,2858.0,76.0,22.0,4165.0,115.0,22.0,3948.0,7383.0,11331.0,119.0,45.0,219.0,84.0,338.0,129.0,0.0,22.0,22.0,75.0,4536.0,0.0,4611.0,901814.0,27217.0,5097.0,2723.0,929031.0,7820.0,936851.0,2003,APR,2.0,2003-04-01,,,
Lake,896.0,4.0,1.0,1239.0,6.0,2.0,2135.0,10.0,3.0,2441.0,2580.0,5021.0,11.0,4.0,22.0,7.0,33.0,11.0,6.0,5.0,11.0,537.0,0.0,2068.0,2605.0,484229.0,2158.0,664.0,300.0,486387.0,964.0,487351.0,2003,APR,2.0,2003-04-01,,,
Lassen,280.0,2.0,0.0,387.0,6.0,1.0,667.0,8.0,1.0,809.0,882.0,1691.0,4.0,3.0,13.0,6.0,17.0,9.0,0.0,1.0,1.0,292.0,0.0,438.0,730.0,142464.0,1016.0,767.0,139.0,143480.0,906.0,144386.0,2003,APR,2.0,2003-04-01,,,
Los Angeles,101996.0,2951.0,554.0,155089.0,4760.0,3559.0,257085.0,7711.0,4113.0,249902.0,353758.0,603660.0,6640.0,3415.0,13575.0,5918.0,20215.0,9333.0,1680.0,4928.0,6608.0,0.0,289782.0,0.0,289782.0,55395166.0,2081000.0,645468.0,779946.0,57476166.0,1425414.0,58901580.0,2003,APR,2.0,2003-04-01,,,
Madera,1502.0,7.0,1.0,3438.0,17.0,4.0,4940.0,24.0,5.0,4734.0,8697.0,13431.0,23.0,7.0,65.0,17.0,88.0,24.0,0.0,4.0,4.0,81.0,5238.0,0.0,5319.0,1095804.0,655.0,205.0,0.0,1096459.0,205.0,1096664.0,2003,APR,2.0,2003-04-01,,,
Marin,412.0,41.0,0.0,1126.0,49.0,35.0,1538.0,90.0,35.0,949.0,1775.0,2724.0,77.0,41.0,58.0,51.0,135.0,92.0,0.0,36.0,36.0,1887.0,0.0,0.0,1887.0,263816.0,13691.0,4283.0,4161.0,277507.0,8444.0,285951.0,2003,APR,2.0,2003-04-01,,,
Mariposa,99.0,0.0,0.0,218.0,0.0,0.0,317.0,0.0,0.0,282.0,482.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,328.0,338.0,65555.0,0.0,0.0,0.0,65555.0,0.0,65555.0,2003,APR,2.0,2003-04-01,,,
Mendocino,802.0,7.0,0.0,1892.0,15.0,6.0,2694.0,22.0,6.0,2225.0,3817.0,6042.0,18.0,8.0,36.0,15.0,54.0,23.0,0.0,7.0,7.0,1043.0,0.0,1857.0,2900.0,497366.0,3919.0,1762.0,703.0,501285.0,2465.0,503750.0,2003,APR,2.0,2003-04-01,,,
Merced,3491.0,130.0,0.0,4525.0,190.0,12.0,8016.0,320.0,12.0,9850.0,15553.0,25403.0,413.0,146.0,779.0,241.0,1192.0,387.0,0.0,13.0,13.0,5.0,8343.0,0.0,8348.0,2039339.0,67670.0,51623.0,1848.0,2107009.0,53471.0,2160480.0,2003,APR,2.0,2003-04-01,,,
Modoc,109.0,0.0,0.0,191.0,1.0,0.0,300.0,1.0,0.0,317.0,441.0,758.0,0.0,0.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,301.0,0.0,0.0,301.0,58071.0,315.0,0.0,0.0,58386.0,0.0,58386.0,2003,APR,2.0,2003-04-01,,,
Mono,20.0,0.0,0.0,96.0,1.0,0.0,116.0,1.0,0.0,58.0,185.0,243.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,113.0,0.0,10.0,123.0,21247.0,183.0,49.0,0.0,21430.0,49.0,21479.0,2003,APR,2.0,2003-04-01,,,
Monterey,2263.0,158.0,1.0,4074.0,267.0,19.0,6337.0,425.0,20.0,6382.0,10470.0,16852.0,425.0,167.0,754.0,287.0,1179.0,454.0,1.0,20.0,21.0,6877.0,0.0,480.0,7357.0,1320207.0,139951.0,26226.0,4901.0,1460158.0,31127.0,1491285.0,2003,APR,2.0,2003-04-01,,,
Napa,173.0,1.0,0.0,573.0,10.0,11.0,746.0,11.0,11.0,447.0,1258.0,1705.0,4.0,1.0,29.0,10.0,33.0,11.0,0.0,19.0,19.0,0.0,0.0,994.0,994.0,169464.0,3649.0,860.0,2239.0,173113.0,3099.0,176212.0,2003,APR,2.0,2003-04-01,,,
Nevada,271.0,0.0,0.0,543.0,0.0,0.0,814.0,0.0,0.0,674.0,1082.0,1756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,108.0,889.0,149718.0,0.0,0.0,0.0,149718.0,0.0,149718.0,2003,APR,2.0,2003-04-01,,,
Orange,12230.0,377.0,29.0,14357.0,728.0,246.0,26587.0,1105.0,275.0,31135.0,37042.0,68177.0,754.0,442.0,1726.0,898.0,2480.0,1340.0,78.0,363.0,441.0,0.0,0.0,29008.0,29008.0,5369093.0,272777.0,77411.0,55429.0,5641870.0,132840.0,5774710.0,2003,APR,2.0,2003-04-01,,,
Placer,818.0,13.0,0.0,1013.0,6.0,1.0,1831.0,19.0,1.0,2094.0,2217.0,4311.0,28.0,21.0,25.0,17.0,53.0,38.0,0.0,1.0,1.0,1029.0,0.0,1063.0,2092.0,384125.0,4448.0,2623.0,142.0,388573.0,2765.0,391338.0,2003,APR,2.0,2003-04-01,,,
Plumas,94.0,0.0,0.0,136.0,0.0,0.0,230.0,0.0,0.0,225.0,296.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,5.0,0.0,254.0,42354.0,0.0,0.0,0.0,42354.0,0.0,42354.0,2003,APR,2.0,2003-04-01,,,
Riverside,13564.0,448.0,49.0,6651.0,585.0,264.0,20215.0,1033.0,313.0,37456.0,14519.0,51975.0,1286.0,463.0,1660.0,665.0,2946.0,1128.0,56.0,187.0,243.0,1842.0,21727.0,0.0,23569.0,4814238.0,260728.0,47770.0,57702.0,5074966.0,105472.0,5180438.0,2003,APR,2.0,2003-04-01,,,
Sacramento,17932.0,855.0,172.0,16047.0,591.0,382.0,33979.0,1446.0,554.0,56058.0,41413.0,97471.0,2713.0,1401.0,2217.0,1147.0,4930.0,2548.0,603.0,712.0,1315.0,4912.0,32384.0,0.0,37296.0,7971719.0,333247.0,116444.0,90181.0,8304966.0,206625.0,8511591.0,2003,APR,2.0,2003-04-01,,,
San Benito,292.0,5.0,0.0,552.0,21.0,8.0,844.0,26.0,8.0,876.0,1287.0,2163.0,12.0,5.0,52.0,25.0,64.0,30.0,0.0,8.0,8.0,969.0,0.0,0.0,969.0,181606.0,5797.0,1646.0,779.0,187403.0,2425.0,189828.0,2003,APR,2.0,2003-04-01,,,
San Bernardino,24110.0,240.0,20.0,19017.0,417.0,224.0,43127.0,657.0,244.0,71001.0,49986.0,120987.0,633.0,259.0,1294.0,497.0,1927.0,756.0,60.0,319.0,379.0,0.0,0.0,49965.0,49965.0,10482132.0,178325.0,34661.0,68010.0,10660457.0,102671.0,10763128.0,2003,APR,2.0,2003-04-01,,,
San Diego,15212.0,665.0,34.0,11623.0,568.0,295.0,26835.0,1233.0,329.0,42015.0,31193.0,73208.0,1487.0,746.0,1433.0,690.0,2920.0,1436.0,92.0,433.0,525.0,30787.0,0.0,406.0,31193.0,5826834.0,269417.0,70093.0,56703.0,6096251.0,126796.0,6223047.0,2003,APR,2.0,2003-04-01,,,
San Francisco,4700.0,254.0,44.0,12056.0,255.0,612.0,16756.0,509.0,656.0,12145.0,14889.0,27034.0,480.0,313.0,307.0,339.0,787.0,652.0,116.0,810.0,926.0,0.0,17733.0,0.0,17733.0,2421296.0,82429.0,32831.0,82390.0,2503725.0,115221.0,2618946.0,2003,APR,2.0,2003-04-01,,,
San Joaquin,6669.0,191.0,4.0,7814.0,348.0,34.0,14483.0,539.0,38.0,20060.0,21433.0,41493.0,643.0,220.0,1168.0,422.0,1811.0,642.0,5.0,42.0,47.0,112.0,16144.0,0.0,16256.0,3458967.0,152775.0,34387.0,5728.0,3611742.0,40115.0,3651857.0,2003,APR,2.0,2003-04-01,,,
San Luis Obispo,1106.0,8.0,0.0,1427.0,23.0,9.0,2533.0,31.0,9.0,2739.0,3202.0,5941.0,13.0,12.0,43.0,32.0,56.0,44.0,0.0,12.0,12.0,3020.0,0.0,0.0,3020.0,509603.0,7280.0,2080.0,1040.0,516883.0,3120.0,520003.0,2003,APR,2.0,2003-04-01,,,
San Mateo,1228.0,39.0,2.0,1519.0,64.0,38.0,2747.0,103.0,40.0,2942.0,3056.0,5998.0,83.0,47.0,124.0,67.0,207.0,114.0,5.0,60.0,65.0,0.0,0.0,0.0,0.0,596090.0,20652.0,7737.0,7506.0,616742.0,15243.0,631985.0,2003,APR,2.0,2003-04-01,,,
Santa Barbara,3287.0,168.0,8.0,2863.0,195.0,44.0,6150.0,363.0,52.0,6890.0,6968.0,13858.0,348.0,173.0,534.0,264.0,882.0,437.0,21.0,54.0,75.0,7222.0,0.0,0.0,7222.0,1162881.0,97282.0,23935.0,7958.0,1260163.0,31893.0,1292056.0,2003,APR,2.0,2003-04-01,,,
Santa Clara,9063.0,101.0,11.0,9215.0,213.0,228.0,18278.0,314.0,239.0,24311.0,20655.0,44966.0,189.0,112.0,440.0,277.0,629.0,389.0,31.0,395.0,426.0,19179.0,0.0,0.0,19179.0,3837764.0,60941.0,27899.0,49575.0,3898705.0,77474.0,3976179.0,2003,APR,2.0,2003-04-01,,,
Santa Cruz,1392.0,56.0,2.0,2474.0,63.0,12.0,3866.0,119.0,14.0,3192.0,5222.0,8414.0,104.0,60.0,87.0,75.0,191.0,135.0,2.0,14.0,16.0,0.0,0.0,0.0,0.0,745776.0,27446.0,8246.0,1945.0,773222.0,10191.0,783413.0,2003,APR,2.0,2003-04-01,,,
Shasta,1690.0,37.0,0.0,2583.0,47.0,6.0,4273.0,84.0,6.0,4622.0,5635.0,10257.0,128.0,46.0,141.0,57.0,269.0,103.0,0.0,7.0,7.0,4995.0,0.0,331.0,5326.0,912179.0,24864.0,4261.0,734.0,937043.0,4995.0,942038.0,2003,APR,2.0,2003-04-01,,,
Sierra,18.0,0.0,0.0,35.0,0.0,0.0,53.0,0.0,0.0,59.0,61.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,9096.0,0.0,0.0,0.0,9096.0,0.0,9096.0,2003,APR,2.0,2003-04-01,,,
Siskiyou,472.0,8.0,0.0,900.0,8.0,2.0,1372.0,16.0,2.0,1359.0,1967.0,3326.0,23.0,10.0,19.0,10.0,42.0,20.0,0.0,2.0,2.0,1225.0,0.0,249.0,1474.0,276406.0,3904.0,959.0,201.0,280310.0,1160.0,281470.0,2003,APR,2.0,2003-04-01,,,
Solano,3053.0,61.0,2.0,1834.0,25.0,25.0,4887.0,86.0,27.0,8660.0,3472.0,12132.0,110.0,70.0,49.0,33.0,159.0,103.0,6.0,31.0,37.0,0.0,0.0,5655.0,5655.0,1019118.0,20488.0,3111.0,3972.0,1039606.0,7083.0,1046689.0,2003,APR,2.0,2003-04-01,,,
Sonoma,1698.0,5.0,0.0,2715.0,15.0,11.0,4413.0,20.0,11.0,3995.0,5340.0,9335.0,16.0,5.0,39.0,23.0,55.0,28.0,0.0,14.0,14.0,5111.0,0.0,701.0,5812.0,800286.0,6770.0,1647.0,1586.0,807056.0,3233.0,810289.0,2003,APR,2.0,2003-04-01,,,
Stanislaus,5542.0,90.0,4.0,5339.0,178.0,50.0,10881.0,268.0,54.0,16286.0,15750.0,32036.0,223.0,106.0,547.0,241.0,770.0,347.0,11.0,88.0,99.0,11919.0,0.0,0.0,11919.0,2594162.0,64310.0,15991.0,9677.0,2658472.0,25668.0,2684140.0,2003,APR,2.0,2003-04-01,,,
Sutter,533.0,8.0,0.0,1078.0,23.0,3.0,1611.0,31.0,3.0,1565.0,2849.0,4414.0,27.0,8.0,83.0,26.0,110.0,34.0,0.0,4.0,4.0,1379.0,0.0,403.0,1782.0,369236.0,9273.0,1949.0,374.0,378509.0,2323.0,380832.0,2003,APR,2.0,2003-04-01,,,
Tehama,693.0,29.0,4.0,1249.0,41.0,12.0,1942.0,70.0,16.0,1694.0,2695.0,4389.0,80.0,33.0,127.0,47.0,207.0,80.0,7.0,12.0,19.0,2024.0,0.0,0.0,2024.0,363556.0,14865.0,5781.0,1944.0,378421.0,7725.0,386146.0,2003,APR,2.0,2003-04-01,,,
Trinity,126.0,0.0,0.0,203.0,0.0,1.0,329.0,0.0,1.0,379.0,438.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,249.0,0.0,81.0,330.0,75903.0,0.0,0.0,139.0,75903.0,139.0,76042.0,2003,APR,2.0,2003-04-01,,,
Tulare,9595.0,598.0,6.0,5909.0,601.0,102.0,15504.0,1199.0,108.0,29371.0,14659.0,44030.0,1577.0,1174.0,1276.0,1165.0,2853.0,2339.0,14.0,534.0,548.0,1.0,17215.0,0.0,17216.0,3571907.0,292144.0,66417.0,19037.0,3864051.0,85454.0,3949505.0,2003,APR,2.0,2003-04-01,,,
Tuolumne,398.0,0.0,0.0,485.0,0.0,0.0,883.0,0.0,0.0,1094.0,1065.0,2159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,940.0,0.0,943.0,169903.0,0.0,0.0,0.0,169903.0,0.0,169903.0,2003,APR,2.0,2003-04-01,,,
Ventura,3685.0,56.0,14.0,4899.0,131.0,56.0,8584.0,187.0,70.0,10085.0,11907.0,21992.0,193.0,61.0,403.0,169.0,596.0,230.0,38.0,74.0,112.0,9541.0,0.0,0.0,9541.0,1736567.0,52521.0,11100.0,11655.0,1789088.0,22755.0,1811843.0,2003,APR,2.0,2003-04-01,,,
Yolo,1794.0,66.0,11.0,1215.0,30.0,24.0,3009.0,96.0,35.0,5254.0,2473.0,7727.0,164.0,119.0,67.0,37.0,231.0,156.0,27.0,54.0,81.0,0.0,0.0,3140.0,3140.0,648909.0,19356.0,12342.0,7076.0,668265.0,19418.0,687683.0,2003,APR,2.0,2003-04-01,,,
Yuba,1210.0,46.0,1.0,1208.0,34.0,10.0,2418.0,80.0,11.0,3942.0,3000.0,6942.0,268.0,54.0,167.0,44.0,435.0,98.0,2.0,10.0,12.0,2188.0,0.0,588.0,2776.0,557965.0,29009.0,6170.0,4566.0,586974.0,10736.0,597710.0,2003,APR,2.0,2003-04-01,,,
California,302429.0,27672.0,1279.0,303160.0,30192.0,14912.0,605589.0,57864.0,16191.0,844247.0,695107.0,1539354.0,71600.0,33147.0,87008.0,38911.0,158608.0,72058.0,3712.0,19470.0,23182.0,,562092.0,75214.0,734292.0,122747830.0,12577796.0,3434215.0,2511674.0,135325626.0,5945889.0,141271515.0,2002,AUG,3.0,2002-08-01,96986.0,,
Alameda,13442.0,265.0,0.0,6762.0,86.0,234.0,20204.0,351.0,234.0,34412.0,17311.0,51723.0,669.0,301.0,231.0,99.0,900.0,400.0,0.0,306.0,306.0,,20789.0,0.0,20794.0,3810987.0,45835.0,20372.0,44139.0,3856822.0,64511.0,3921333.0,2002,AUG,3.0,2002-08-01,5.0,,
Alpine,16.0,0.0,0.0,16.0,0.0,0.0,32.0,0.0,0.0,47.0,38.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,32.0,6694.0,0.0,0.0,0.0,6694.0,0.0,6694.0,2002,AUG,3.0,2002-08-01,32.0,,
Amador,120.0,1.0,0.0,242.0,0.0,1.0,362.0,1.0,1.0,310.0,529.0,839.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,,0.0,66.0,417.0,68203.0,0.0,0.0,0.0,68203.0,0.0,68203.0,2002,AUG,3.0,2002-08-01,351.0,,
Butte,2600.0,31.0,0.0,3315.0,30.0,10.0,5915.0,61.0,10.0,7714.0,7991.0,15705.0,135.0,37.0,144.0,37.0,279.0,74.0,0.0,26.0,26.0,,0.0,0.0,6545.0,1192950.0,18815.0,3829.0,1659.0,1211765.0,5488.0,1217253.0,2002,AUG,3.0,2002-08-01,6545.0,,
Calaveras,209.0,0.0,0.0,430.0,0.0,2.0,639.0,0.0,2.0,561.0,880.0,1441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,0.0,114.0,690.0,112885.0,0.0,0.0,19.0,112885.0,19.0,112904.0,2002,AUG,3.0,2002-08-01,576.0,,
Colusa,79.0,8.0,0.0,255.0,31.0,9.0,334.0,39.0,9.0,230.0,631.0,861.0,18.0,10.0,82.0,44.0,100.0,54.0,0.0,13.0,13.0,,0.0,0.0,412.0,60036.0,6412.0,2135.0,1406.0,66448.0,3541.0,69989.0,2002,AUG,3.0,2002-08-01,412.0,,
Contra Costa,5520.0,311.0,10.0,2463.0,84.0,84.0,7983.0,395.0,94.0,15148.0,4658.0,19806.0,924.0,398.0,226.0,116.0,1150.0,514.0,28.0,108.0,136.0,,9217.0,0.0,9220.0,1491534.0,86973.0,19221.0,13134.0,1578507.0,32355.0,1610862.0,2002,AUG,3.0,2002-08-01,3.0,,
Del Norte,481.0,4.0,0.0,708.0,2.0,1.0,1189.0,6.0,1.0,1454.0,1492.0,2946.0,13.0,4.0,6.0,2.0,19.0,6.0,0.0,1.0,1.0,,0.0,1069.0,1196.0,221200.0,1500.0,249.0,135.0,222700.0,384.0,223084.0,2002,AUG,3.0,2002-08-01,127.0,,
El Dorado,608.0,8.0,0.0,882.0,8.0,4.0,1490.0,16.0,4.0,1621.0,1700.0,3321.0,14.0,8.0,25.0,8.0,39.0,16.0,0.0,4.0,4.0,,56.0,0.0,1701.0,265930.0,3370.0,477.0,518.0,269300.0,995.0,270295.0,2002,AUG,3.0,2002-08-01,1645.0,,
Fresno,18169.0,1562.0,23.0,9177.0,847.0,155.0,27346.0,2409.0,178.0,60214.0,22679.0,82893.0,5286.0,1832.0,2409.0,1119.0,7695.0,2951.0,57.0,229.0,286.0,,30213.0,0.0,30909.0,6120774.0,573591.0,118175.0,26648.0,6694365.0,144823.0,6839188.0,2002,AUG,3.0,2002-08-01,696.0,,
Glenn,235.0,1.0,0.0,462.0,12.0,7.0,697.0,13.0,7.0,716.0,1242.0,1958.0,4.0,1.0,39.0,13.0,43.0,14.0,0.0,8.0,8.0,,0.0,0.0,768.0,135772.0,2266.0,847.0,937.0,138038.0,1784.0,139822.0,2002,AUG,3.0,2002-08-01,768.0,,
Humboldt,1308.0,11.0,0.0,2482.0,14.0,6.0,3790.0,25.0,6.0,3541.0,5071.0,8612.0,39.0,12.0,40.0,14.0,79.0,26.0,0.0,6.0,6.0,,3627.0,478.0,4221.0,706417.0,6480.0,2133.0,492.0,712897.0,2625.0,715522.0,2002,AUG,3.0,2002-08-01,116.0,,
Imperial,1549.0,343.0,1.0,3027.0,451.0,25.0,4576.0,794.0,26.0,4803.0,8554.0,13357.0,801.0,349.0,1222.0,605.0,2023.0,954.0,1.0,28.0,29.0,,0.0,5620.0,5917.0,973274.0,152906.0,16681.0,2632.0,1126180.0,19313.0,1145493.0,2002,AUG,3.0,2002-08-01,297.0,,
Inyo,62.0,0.0,0.0,275.0,0.0,0.0,337.0,0.0,0.0,180.0,468.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,356.0,52007.0,0.0,0.0,0.0,52007.0,0.0,52007.0,2002,AUG,3.0,2002-08-01,356.0,,
Kern,7433.0,201.0,2.0,11290.0,419.0,52.0,18723.0,620.0,54.0,23180.0,32285.0,55465.0,641.0,222.0,1211.0,500.0,1852.0,722.0,4.0,76.0,80.0,,17640.0,0.0,23233.0,4640975.0,154830.0,21798.0,8236.0,4795805.0,30034.0,4825839.0,2002,AUG,3.0,2002-08-01,5593.0,,
Kings,1302.0,45.0,1.0,2479.0,78.0,22.0,3781.0,123.0,23.0,3956.0,6410.0,10366.0,142.0,52.0,272.0,85.0,414.0,137.0,1.0,23.0,24.0,,4096.0,0.0,4166.0,746756.0,27329.0,4263.0,2601.0,774085.0,6864.0,780949.0,2002,AUG,3.0,2002-08-01,70.0,,
Lake,823.0,5.0,0.0,1116.0,7.0,7.0,1939.0,12.0,7.0,2299.0,2276.0,4575.0,19.0,7.0,20.0,8.0,39.0,15.0,0.0,7.0,7.0,,0.0,1735.0,2224.0,378038.0,2351.0,516.0,870.0,380389.0,1386.0,381775.0,2002,AUG,3.0,2002-08-01,489.0,,
Lassen,263.0,2.0,0.0,344.0,1.0,0.0,607.0,3.0,0.0,750.0,766.0,1516.0,3.0,2.0,3.0,1.0,6.0,3.0,0.0,0.0,0.0,,0.0,375.0,646.0,117754.0,658.0,101.0,0.0,118412.0,101.0,118513.0,2002,AUG,3.0,2002-08-01,271.0,,
Los Angeles,100692.0,15221.0,772.0,131170.0,18850.0,10152.0,231862.0,34071.0,10924.0,251016.0,278102.0,529118.0,35018.0,17604.0,54716.0,23953.0,89734.0,41557.0,2181.0,12410.0,14591.0,,299419.0,0.0,299419.0,46018264.0,7433021.0,2219722.0,1696383.0,53451285.0,3916105.0,57367390.0,2002,AUG,3.0,2002-08-01,0.0,,
Madera,1402.0,6.0,0.0,2940.0,13.0,6.0,4342.0,19.0,6.0,4472.0,7746.0,12218.0,14.0,6.0,56.0,13.0,70.0,19.0,0.0,7.0,7.0,,4514.0,0.0,4580.0,874216.0,3516.0,860.0,3676.0,877732.0,4536.0,882268.0,2002,AUG,3.0,2002-08-01,66.0,,
