,PART A:  APPLICATIONS FOR FOOD STAMPS,,,,,,,,,,"PART A:  APPLICATIONS FOR FOOD STAMPS, cont'd",,,,,PART B:  CERTIFIED CASELOAD MOVEMENT,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,PART C:  RECERTIFICATIONS,,,,,,,,,,"PART C:  RECERTIFICATIONS, cont'd",,,,,,,,,
Colusa,-2.0,35.0,95.0,130.0,98.0,71.0,1.0,0.0,7.0,17.0,0.0,0.0,2.0,1.0,32.0,,59.0,33.0,8.0,0.0,0.0,62.0,1.0,0.0,8.0,19.0,6.0,92.0,92.0,1172.0,0.0,7.0,0.0,1.0,0.0,0.0,22.0,70.0,,244.0,107.0,63.0,14.0,30.0,351.0,343.0,7.0,1.0,64.0,287.0,4.0,4.0,0.0,0.0,44.0,1.0,1.0,4.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,58.0,46.0,12.0,0.0
Contra Costa,,521.0,1596.0,2117.0,1768.0,990.0,0.0,1.0,2.0,697.0,0.0,0.0,0.0,79.0,349.0,109.0,4278.0,991.0,359.0,3.0,1.0,610.0,11.0,6.0,363.0,34.0,594.0,5269.0,4946.0,19498.0,7.0,504.0,313.0,93.0,31.0,10.0,781.0,4488.0,7.0,3380.0,1201.0,627.0,40.0,534.0,4581.0,4423.0,85.0,73.0,1019.0,3562.0,334.0,328.0,5.0,0.0,254.0,11.0,2.0,333.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,275.0,267.0,8.0,1.0
Del Norte,,34.0,167.0,201.0,161.0,105.0,1.0,3.0,5.0,36.0,1.0,7.0,4.0,11.0,40.0,,419.0,149.0,16.0,0.0,0.0,89.0,0.0,0.0,16.0,62.0,71.0,568.0,565.0,3252.0,0.0,6.0,3.0,0.0,1.0,0.0,118.0,450.0,,752.0,233.0,89.0,55.0,89.0,985.0,981.0,3.0,1.0,213.0,772.0,18.0,17.0,0.0,0.0,32.0,0.0,0.0,17.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0,45.0,32.0,13.0,4.0
El Dorado,-6.0,148.0,333.0,481.0,362.0,205.0,11.0,22.0,20.0,103.0,0.0,1.0,11.0,23.0,119.0,,475.0,193.0,58.0,1.0,0.0,143.0,2.0,1.0,59.0,73.0,61.0,668.0,601.0,3925.0,0.0,19.0,66.0,1.0,8.0,1.0,151.0,517.0,,905.0,360.0,146.0,75.0,139.0,1265.0,1192.0,65.0,8.0,344.0,921.0,26.0,24.0,0.0,0.0,77.0,0.0,0.0,24.0,2.0,0.0,0.0,37.0,0.0,0.0,2.0,0.0,114.0,77.0,37.0,3.0
Fresno,,922.0,4500.0,5422.0,4500.0,4328.0,0.0,10.0,3.0,152.0,0.0,0.0,0.0,17.0,922.0,,13436.0,2018.0,709.0,3.0,4.0,3539.0,56.0,17.0,716.0,355.0,947.0,15454.0,15296.0,95892.0,6.0,367.0,156.0,12.0,9.0,2.0,1414.0,14040.0,,13246.0,4680.0,3612.0,53.0,1015.0,17926.0,17724.0,190.0,12.0,3369.0,14557.0,1252.0,1248.0,3.0,1.0,1085.0,14.0,0.0,1252.0,0.0,0.0,0.0,28.0,2.0,2.0,0.0,0.0,1131.0,1099.0,32.0,1.0
Glenn,-2.0,70.0,127.0,197.0,139.0,86.0,1.0,1.0,2.0,43.0,0.0,3.0,4.0,4.0,58.0,,197.0,62.0,10.0,0.0,0.0,76.0,0.0,0.0,10.0,41.0,11.0,259.0,211.0,1956.0,0.0,1.0,48.0,1.0,0.0,0.0,51.0,208.0,,449.0,149.0,76.0,32.0,41.0,598.0,514.0,83.0,1.0,112.0,486.0,5.0,5.0,0.0,0.0,54.0,1.0,0.0,5.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,77.0,55.0,22.0,2.0
Humboldt,,334.0,553.0,887.0,601.0,326.0,12.0,48.0,33.0,185.0,4.0,31.0,21.0,36.0,286.0,,995.0,230.0,20.0,0.0,0.0,304.0,0.0,2.0,20.0,139.0,71.0,1225.0,1217.0,4533.0,0.0,6.0,4.0,4.0,0.0,4.0,157.0,1068.0,-2.0,2571.0,745.0,306.0,93.0,346.0,3316.0,3310.0,2.0,4.0,665.0,2651.0,81.0,77.0,0.0,0.0,191.0,1.0,0.0,77.0,4.0,0.0,0.0,77.0,0.0,0.0,4.0,0.0,269.0,192.0,77.0,7.0
Imperial,-11.0,222.0,554.0,776.0,559.0,327.0,36.0,106.0,30.0,114.0,7.0,48.0,52.0,36.0,217.0,,1520.0,368.0,66.0,1.0,0.0,244.0,12.0,4.0,67.0,217.0,84.0,1888.0,1839.0,18471.0,4.0,238.0,48.0,6.0,59.0,1.0,299.0,1589.0,,4504.0,681.0,260.0,214.0,207.0,5185.0,4952.0,177.0,56.0,665.0,4520.0,122.0,99.0,7.0,0.0,320.0,9.0,3.0,106.0,16.0,0.0,0.0,70.0,1.0,0.0,16.0,3.0,403.0,332.0,71.0,7.0
Inyo,,1.0,46.0,47.0,41.0,31.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,2.0,6.0,,53.0,25.0,6.0,0.0,0.0,25.0,0.0,0.0,6.0,13.0,6.0,78.0,78.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,62.0,,317.0,51.0,25.0,12.0,14.0,368.0,368.0,0.0,0.0,58.0,310.0,4.0,4.0,0.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,28.0,23.0,5.0,0.0
Kern ,,1639.0,2778.0,4417.0,3058.0,1970.0,34.0,128.0,127.0,799.0,3.0,70.0,54.0,108.0,1359.0,,5755.0,1388.0,308.0,11.0,0.0,1555.0,76.0,20.0,319.0,704.0,365.0,7143.0,6893.0,68109.0,6.0,1115.0,250.0,23.0,87.0,0.0,1324.0,5819.0,,13124.0,3510.0,1651.0,879.0,980.0,16634.0,15743.0,791.0,100.0,2709.0,13925.0,480.0,424.0,21.0,0.0,1319.0,89.0,3.0,445.0,34.0,1.0,0.0,455.0,4.0,1.0,35.0,1.0,1871.0,1411.0,460.0,21.0
Kings,-3.0,624.0,588.0,1212.0,642.0,433.0,5.0,43.0,23.0,163.0,1.0,13.0,5.0,18.0,570.0,,1095.0,315.0,85.0,3.0,0.0,336.0,8.0,1.0,88.0,116.0,111.0,1410.0,1375.0,12538.0,0.0,108.0,35.0,1.0,11.0,0.0,197.0,1213.0,,2658.0,795.0,345.0,125.0,325.0,3453.0,3369.0,73.0,11.0,622.0,2831.0,102.0,93.0,1.0,0.0,314.0,7.0,0.0,94.0,8.0,0.0,0.0,126.0,0.0,0.0,8.0,1.0,447.0,321.0,126.0,12.0
Lake,,815.0,303.0,1118.0,296.0,187.0,4.0,12.0,27.0,61.0,3.0,5.0,7.0,14.0,822.0,,569.0,218.0,37.0,0.0,0.0,150.0,0.0,0.0,37.0,39.0,142.0,787.0,785.0,5042.0,7.0,9.0,2.0,0.0,0.0,0.0,172.0,615.0,,971.0,344.0,150.0,46.0,148.0,1315.0,1313.0,2.0,0.0,295.0,1020.0,41.0,38.0,0.0,0.0,123.0,1.0,0.0,38.0,3.0,0.0,0.0,36.0,0.0,0.0,3.0,3.0,160.0,124.0,36.0,11.0
Lassen,-1.0,27.0,135.0,162.0,124.0,91.0,0.0,0.0,1.0,27.0,0.0,4.0,2.0,3.0,38.0,13.0,230.0,49.0,30.0,0.0,0.0,61.0,0.0,0.0,30.0,0.0,19.0,279.0,279.0,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,230.0,1.0,339.0,99.0,61.0,0.0,38.0,438.0,438.0,0.0,0.0,74.0,364.0,11.0,10.0,0.0,0.0,21.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,30.0,21.0,9.0,0.0
Los Angeles,-1755.0,13106.0,31091.0,44197.0,31448.0,17184.0,0.0,0.0,3570.0,8122.0,0.0,0.0,911.0,1661.0,12749.0,1403.0,97335.0,5941.0,3491.0,118.0,4.0,13154.0,262.0,155.0,3613.0,52.0,2276.0,103276.0,101324.0,638522.0,191.0,5298.0,1897.0,3123.0,143.0,55.0,8159.0,95117.0,576.0,156558.0,17725.0,13571.0,178.0,3976.0,174283.0,169018.0,2740.0,2525.0,21510.0,152773.0,6682.0,6063.0,117.0,8.0,7814.0,163.0,100.0,6188.0,486.0,8.0,0.0,708.0,23.0,16.0,494.0,0.0,8824.0,8077.0,747.0,0.0
Madera,,335.0,582.0,917.0,637.0,382.0,3.0,14.0,31.0,177.0,2.0,2.0,16.0,31.0,280.0,,932.0,339.0,57.0,0.0,0.0,325.0,0.0,0.0,57.0,216.0,66.0,1271.0,1268.0,12716.0,1.0,13.0,3.0,4.0,1.0,0.0,327.0,944.0,,2735.0,832.0,325.0,200.0,307.0,3567.0,3552.0,8.0,7.0,615.0,2952.0,77.0,72.0,0.0,0.0,359.0,0.0,0.0,72.0,5.0,0.0,0.0,108.0,0.0,0.0,5.0,1.0,467.0,359.0,108.0,15.0
Marin,-1.0,73.0,238.0,311.0,241.0,158.0,3.0,8.0,9.0,65.0,1.0,12.0,3.0,6.0,70.0,,436.0,142.0,21.0,1.0,0.0,132.0,0.0,4.0,22.0,84.0,36.0,578.0,505.0,3052.0,0.0,42.0,73.0,35.0,0.0,0.0,118.0,460.0,,1322.0,320.0,136.0,81.0,103.0,1642.0,1557.0,85.0,0.0,298.0,1344.0,28.0,22.0,0.0,0.0,52.0,2.0,7.0,22.0,0.0,6.0,0.0,65.0,2.0,1.0,6.0,0.0,129.0,61.0,68.0,4.0
Mariposa,,21.0,45.0,66.0,43.0,30.0,2.0,9.0,2.0,7.0,0.0,1.0,0.0,4.0,23.0,,84.0,29.0,5.0,0.0,0.0,25.0,0.0,0.0,5.0,11.0,13.0,113.0,113.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,93.0,,188.0,41.0,25.0,8.0,8.0,229.0,229.0,0.0,0.0,38.0,191.0,8.0,8.0,0.0,0.0,17.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,22.0,17.0,5.0,3.0
Mendocino,,799.0,387.0,1186.0,386.0,280.0,3.0,13.0,15.0,59.0,2.0,1.0,10.0,22.0,800.0,,1251.0,200.0,47.0,0.0,0.0,226.0,4.0,3.0,47.0,54.0,99.0,1451.0,1448.0,6633.0,1.0,19.0,3.0,3.0,6.0,0.0,143.0,1308.0,,2730.0,483.0,233.0,74.0,176.0,3213.0,3193.0,12.0,8.0,347.0,2866.0,37.0,34.0,0.0,0.0,144.0,2.0,1.0,34.0,3.0,0.0,0.0,33.0,0.0,0.0,3.0,1.0,180.0,147.0,33.0,4.0
Merced,,439.0,563.0,1002.0,602.0,375.0,4.0,10.0,53.0,136.0,3.0,8.0,15.0,23.0,400.0,,4013.0,300.0,109.0,0.0,0.0,259.0,2.0,5.0,109.0,114.0,77.0,4313.0,4304.0,25894.0,7.0,43.0,9.0,74.0,0.0,0.0,189.0,4124.0,1.0,4645.0,571.0,266.0,137.0,168.0,5216.0,5101.0,41.0,74.0,236.0,4980.0,154.0,149.0,0.0,0.0,218.0,0.0,0.0,149.0,5.0,0.0,0.0,12.0,0.0,0.0,5.0,0.0,230.0,218.0,12.0,0.0
Modoc,-4.0,40.0,43.0,83.0,56.0,43.0,3.0,10.0,2.0,8.0,0.0,0.0,0.0,3.0,27.0,,79.0,34.0,9.0,1.0,0.0,33.0,0.0,0.0,10.0,12.0,12.0,113.0,113.0,707.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,98.0,1.0,155.0,50.0,33.0,9.0,8.0,205.0,201.0,4.0,0.0,36.0,169.0,5.0,4.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,12.0,7.0,5.0,1.0
Mono,,8.0,31.0,39.0,35.0,20.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,3.0,4.0,,21.0,9.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,6.0,2.0,30.0,30.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,,93.0,36.0,19.0,3.0,14.0,129.0,129.0,0.0,0.0,43.0,86.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,15.0,8.0,7.0,0.0
Monterey,-4.0,858.0,1598.0,2456.0,1605.0,923.0,40.0,194.0,43.0,524.0,6.0,129.0,22.0,93.0,851.0,,1703.0,829.0,150.0,6.0,0.0,743.0,23.0,1.0,156.0,440.0,233.0,2532.0,2467.0,15678.0,0.0,161.0,65.0,13.0,0.0,0.0,598.0,1934.0,,3136.0,1597.0,767.0,393.0,437.0,4733.0,4628.0,91.0,14.0,1104.0,3629.0,185.0,160.0,3.0,0.0,483.0,16.0,0.0,163.0,22.0,0.0,0.0,345.0,0.0,0.0,22.0,2.0,844.0,499.0,345.0,38.0
Napa,,120.0,324.0,444.0,225.0,125.0,1.0,22.0,4.0,57.0,0.0,9.0,13.0,26.0,219.0,,137.0,62.0,16.0,0.0,0.0,104.0,5.0,0.0,16.0,33.0,13.0,199.0,198.0,2134.0,2.0,22.0,0.0,1.0,7.0,1.0,37.0,162.0,,562.0,198.0,109.0,30.0,59.0,760.0,736.0,18.0,6.0,157.0,603.0,9.0,8.0,0.0,0.0,55.0,0.0,0.0,8.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,0.0,86.0,55.0,31.0,7.0
Nevada  b/,,41.0,166.0,207.0,164.0,91.0,2.0,4.0,11.0,40.0,1.0,8.0,10.0,12.0,43.0,,246.0,89.0,22.0,0.0,0.0,69.0,0.0,0.0,22.0,28.0,39.0,335.0,335.0,1884.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,273.0,,462.0,161.0,69.0,28.0,64.0,623.0,622.0,1.0,0.0,127.0,496.0,29.0,23.0,0.0,0.0,39.0,0.0,0.0,23.0,6.0,0.0,0.0,26.0,0.0,0.0,6.0,2.0,65.0,39.0,26.0,1.0
Orange,,772.0,3221.0,3993.0,3337.0,2102.0,2.0,2.0,14.0,997.0,0.0,0.0,0.0,224.0,656.0,,9848.0,1480.0,594.0,8.0,0.0,1458.0,30.0,12.0,602.0,27.0,851.0,11328.0,11169.0,62171.0,17.0,444.0,147.0,119.0,46.0,12.0,1472.0,9856.0,,13276.0,2468.0,1500.0,49.0,919.0,15744.0,15303.0,315.0,126.0,2097.0,13647.0,722.0,711.0,9.0,1.0,853.0,18.0,7.0,721.0,1.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,897.0,878.0,19.0,0.0
Placer,,207.0,481.0,688.0,506.0,281.0,0.0,0.0,5.0,183.0,0.0,0.0,0.0,37.0,182.0,,701.0,144.0,89.0,0.0,1.0,190.0,0.0,1.0,90.0,2.0,52.0,845.0,844.0,4336.0,0.0,11.0,0.0,1.0,0.0,1.0,102.0,743.0,,748.0,290.0,191.0,2.0,97.0,1038.0,1036.0,1.0,1.0,247.0,791.0,47.0,47.0,0.0,0.0,36.0,0.0,2.0,47.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,43.0,38.0,5.0,0.0
Plumas,,20.0,48.0,68.0,47.0,21.0,0.0,0.0,3.0,19.0,0.0,1.0,2.0,2.0,21.0,,85.0,19.0,3.0,0.0,0.0,18.0,0.0,0.0,3.0,13.0,3.0,104.0,104.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,87.0,,119.0,45.0,18.0,11.0,16.0,164.0,164.0,0.0,0.0,47.0,117.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,16.0,7.0,9.0,0.0
Riverside,,799.0,3320.0,4119.0,3433.0,1834.0,6.0,8.0,308.0,1241.0,1.0,2.0,13.0,37.0,686.0,-24.0,14368.0,1978.0,824.0,8.0,0.0,980.0,20.0,2.0,832.0,0.0,1146.0,16346.0,16181.0,76173.0,1.0,386.0,165.0,20.0,0.0,0.0,1997.0,14349.0,21.0,7895.0,1710.0,1002.0,0.0,708.0,9605.0,9394.0,192.0,19.0,2051.0,7554.0,399.0,394.0,4.0,0.0,250.0,5.0,1.0,398.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,264.0,256.0,8.0,4.0
Sacramento,,1318.0,5626.0,6944.0,5656.0,3656.0,0.0,1.0,10.0,1877.0,0.0,0.0,1.0,112.0,1288.0,,15148.0,3376.0,1376.0,15.0,6.0,2228.0,17.0,14.0,1397.0,390.0,1589.0,18524.0,18253.0,100968.0,92.0,568.0,193.0,120.0,152.0,78.0,2984.0,15540.0,,15499.0,3904.0,2259.0,96.0,1549.0,19403.0,19141.0,142.0,120.0,3533.0,15870.0,1124.0,1107.0,12.0,5.0,961.0,7.0,6.0,1124.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1004.0,974.0,30.0,0.0
San Benito,,55.0,158.0,213.0,160.0,108.0,0.0,3.0,1.0,37.0,0.0,2.0,1.0,13.0,53.0,,248.0,67.0,21.0,2.0,0.0,85.0,0.0,0.0,23.0,21.0,23.0,315.0,307.0,2528.0,0.0,24.0,8.0,0.0,5.0,0.0,61.0,254.0,,500.0,156.0,85.0,26.0,45.0,656.0,635.0,16.0,5.0,118.0,538.0,18.0,17.0,1.0,0.0,51.0,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,0.0
San Bernardino,,5608.0,5541.0,11149.0,7388.0,5041.0,120.0,216.0,716.0,1345.0,14.0,14.0,143.0,143.0,3761.0,,21960.0,1834.0,1479.0,22.0,1.0,3501.0,28.0,10.0,1502.0,287.0,45.0,23794.0,23607.0,139012.0,16.0,578.0,182.0,273.0,23.0,5.0,1924.0,21870.0,,20114.0,3881.0,3539.0,295.0,47.0,23995.0,23428.0,352.0,215.0,3626.0,20369.0,1311.0,1298.0,13.0,0.0,949.0,10.0,8.0,1311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,967.0,967.0,0.0,212.0
San Diego,,1139.0,3759.0,4898.0,3852.0,2743.0,2.0,2.0,5.0,938.0,0.0,1.0,0.0,166.0,1046.0,,13866.0,1696.0,773.0,3.0,6.0,1862.0,30.0,69.0,782.0,132.0,782.0,15562.0,15249.0,74186.0,31.0,686.0,299.0,197.0,63.0,14.0,1397.0,14165.0,,10877.0,2828.0,1961.0,53.0,814.0,13705.0,13229.0,321.0,155.0,2643.0,11062.0,1295.0,1264.0,27.0,4.0,867.0,22.0,11.0,1295.0,0.0,0.0,0.0,43.0,3.0,2.0,0.0,0.0,948.0,900.0,48.0,0.0
San Francisco,,274.0,2723.0,2997.0,2707.0,2088.0,0.0,0.0,5.0,589.0,0.0,0.0,0.0,25.0,290.0,,3897.0,461.0,250.0,4.0,2.0,1778.0,13.0,41.0,256.0,21.0,184.0,4358.0,4249.0,30141.0,65.0,304.0,96.0,492.0,35.0,13.0,483.0,3875.0,,12911.0,2247.0,1832.0,17.0,398.0,15158.0,14552.0,212.0,394.0,2094.0,13064.0,322.0,314.0,8.0,0.0,560.0,8.0,10.0,322.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,626.0,578.0,48.0,0.0
San Joaquin  b/,,801.0,1945.0,2746.0,2053.0,1215.0,80.0,162.0,166.0,508.0,5.0,40.0,82.0,82.0,693.0,,5157.0,1361.0,309.0,5.0,0.0,893.0,8.0,0.0,314.0,468.0,579.0,6518.0,6516.0,46133.0,1.0,77.0,2.0,24.0,48.0,0.0,1080.0,5438.0,,8370.0,2155.0,901.0,352.0,902.0,10525.0,10421.0,56.0,48.0,1787.0,8738.0,363.0,330.0,1.0,0.0,750.0,7.0,1.0,331.0,32.0,0.0,0.0,267.0,1.0,0.0,32.0,3.0,1026.0,758.0,268.0,12.0
San Luis Obispo  b/,,124.0,512.0,636.0,548.0,372.0,0.0,0.0,5.0,129.0,0.0,0.0,0.0,42.0,88.0,,894.0,266.0,137.0,1.0,0.0,232.0,2.0,0.0,138.0,9.0,119.0,1160.0,1140.0,5120.0,11.0,20.0,11.0,9.0,15.0,9.0,165.0,995.0,,1427.0,299.0,234.0,2.0,63.0,1726.0,1706.0,20.0,0.0,228.0,1498.0,56.0,56.0,0.0,0.0,57.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,59.0,57.0,2.0,0.0
San Mateo  a/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
