,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,2129.0,2217.0,-88.0,2657.0,4786.0,2915.0,1268.0,16.0,116.0,0.0,1162.0,0.0,128.0,0.0,485.0,1871.0,5185.0,26052.0,5240.0,25831.0,-55.0,221.0,363.0,2664.0,127.0,1.0,0.0,1119.0,15.0,6.0,128.0,1140.0,-1.0,1.0,21.0,41.0,1.0,33.0,214.0,1449.0,5548.0,28716.0,5482.0,28351.0,71082.0,28.0,369.0,65.0,262.0,150.0,0.0,1.0,103.0,333.0,2951.0,5215.0,25765.0,526.0,1592.0,506.0,10.0,0.0,1524.0,15.0,1.0,516.0,1540.0,10.0,0.0,0.0,51.0,1.0,0.0,10.0,52.0,0.0,0.0,
Del Norte  a/,49.0,51.0,-2.0,192.0,241.0,186.0,110.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,5.0,55.0,416.0,1940.0,421.0,1940.0,-5.0,0.0,24.0,161.0,5.0,0.0,0.0,104.0,0.0,1.0,5.0,105.0,8.0,-8.0,0.0,0.0,2.0,11.0,9.0,53.0,440.0,2101.0,439.0,2091.0,5175.0,0.0,8.0,1.0,6.0,5.0,0.0,0.0,4.0,34.0,159.0,406.0,1942.0,40.0,174.0,40.0,0.0,0.0,167.0,0.0,1.0,40.0,168.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
El Dorado,450.0,457.0,-7.0,791.0,1241.0,798.0,392.0,2.0,0.0,0.0,336.0,0.0,1.0,0.0,70.0,443.0,549.0,5362.0,549.0,5362.0,0.0,0.0,23.0,565.0,28.0,0.0,0.0,362.0,2.0,0.0,28.0,364.0,-12.0,12.0,1.0,9.0,1.0,32.0,5.0,148.0,572.0,5927.0,572.0,5892.0,11811.0,0.0,28.0,0.0,24.0,12.0,3.0,0.0,11.0,27.0,506.0,545.0,5421.0,65.0,486.0,65.0,0.0,0.0,473.0,1.0,1.0,65.0,475.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Fresno  a/,1943.0,2112.0,-169.0,4820.0,6763.0,4594.0,3234.0,9.0,243.0,0.0,1241.0,0.0,469.0,0.0,119.0,2169.0,15184.0,72782.0,14631.0,69528.0,553.0,3254.0,241.0,3096.0,221.0,4.0,0.0,2947.0,261.0,22.0,225.0,3009.0,3.0,-3.0,8.0,43.0,2.0,5.0,3.0,42.0,15425.0,75878.0,15265.0,75197.0,220067.0,48.0,720.0,155.0,517.0,203.0,0.0,5.0,164.0,661.0,6263.0,14764.0,69615.0,1584.0,5474.0,1542.0,10.0,0.0,4425.0,37.0,20.0,1552.0,4482.0,32.0,0.0,0.0,983.0,8.0,1.0,32.0,992.0,2.0,11.0,
Glenn,50.0,51.0,-1.0,145.0,195.0,152.0,93.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,5.0,43.0,215.0,1121.0,215.0,1121.0,0.0,0.0,16.0,118.0,14.0,0.0,0.0,77.0,2.0,0.0,14.0,79.0,-4.0,4.0,0.0,4.0,0.0,7.0,6.0,24.0,231.0,1239.0,230.0,1228.0,3617.0,1.0,12.0,1.0,11.0,0.0,0.0,0.0,0.0,7.0,104.0,224.0,1135.0,37.0,127.0,36.0,1.0,0.0,122.0,2.0,0.0,37.0,124.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Humboldt,481.0,486.0,-5.0,1099.0,1580.0,1080.0,444.0,1.0,20.0,0.0,572.0,0.0,15.0,0.0,64.0,500.0,975.0,7318.0,975.0,7319.0,0.0,-1.0,68.0,843.0,30.0,0.0,0.0,411.0,0.0,3.0,30.0,414.0,3.0,-3.0,2.0,17.0,1.0,40.0,32.0,375.0,1043.0,8161.0,1040.0,8144.0,17067.0,1.0,14.0,2.0,10.0,9.0,0.0,1.0,7.0,28.0,683.0,1015.0,7478.0,108.0,618.0,107.0,0.0,0.0,601.0,0.0,0.0,107.0,601.0,1.0,0.0,0.0,17.0,0.0,0.0,1.0,17.0,0.0,0.0,
Imperial,478.0,485.0,-7.0,897.0,1375.0,990.0,549.0,1.0,42.0,0.0,372.0,0.0,24.0,0.0,69.0,385.0,2150.0,12307.0,2150.0,12307.0,0.0,0.0,53.0,810.0,46.0,1.0,1.0,480.0,18.0,3.0,48.0,501.0,-31.0,31.0,3.0,8.0,1.0,62.0,32.0,208.0,2203.0,13117.0,2183.0,12752.0,38600.0,21.0,345.0,19.0,327.0,43.0,1.0,1.0,38.0,63.0,814.0,2140.0,12303.0,213.0,1037.0,207.0,5.0,0.0,969.0,31.0,0.0,212.0,1000.0,1.0,0.0,0.0,37.0,0.0,0.0,1.0,37.0,0.0,0.0,
Inyo,26.0,26.0,0.0,97.0,123.0,87.0,50.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,36.0,106.0,819.0,106.0,819.0,0.0,0.0,6.0,72.0,5.0,0.0,0.0,44.0,1.0,0.0,5.0,45.0,1.0,-1.0,0.0,3.0,0.0,7.0,0.0,18.0,112.0,891.0,112.0,885.0,2025.0,1.0,7.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,73.0,110.0,818.0,8.0,89.0,8.0,0.0,0.0,87.0,1.0,0.0,8.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Kern,2819.0,2841.0,-22.0,5025.0,7844.0,5050.0,2827.0,5.0,23.0,0.0,2065.0,0.0,21.0,0.0,158.0,2794.0,10757.0,45020.0,10809.0,45588.0,-52.0,-568.0,590.0,3944.0,302.0,4.0,0.0,2453.0,56.0,12.0,306.0,2521.0,-60.0,60.0,23.0,70.0,51.0,223.0,270.0,1070.0,11347.0,48964.0,11282.0,48213.0,145229.0,25.0,706.0,62.0,599.0,182.0,13.0,3.0,152.0,486.0,3855.0,10861.0,45109.0,1201.0,4282.0,1168.0,6.0,0.0,4035.0,73.0,9.0,1174.0,4117.0,27.0,0.0,0.0,163.0,2.0,0.0,27.0,165.0,0.0,0.0,
Kings,2536.0,2536.0,0.0,693.0,3229.0,778.0,463.0,0.0,6.0,0.0,297.0,0.0,0.0,0.0,18.0,2451.0,838.0,7625.0,838.0,7625.0,0.0,0.0,126.0,764.0,34.0,0.0,0.0,413.0,15.0,1.0,34.0,429.0,42.0,-42.0,10.0,14.0,1.0,52.0,39.0,311.0,964.0,8389.0,951.0,8266.0,23533.0,5.0,105.0,13.0,97.0,26.0,0.0,0.0,26.0,7.0,843.0,957.0,7546.0,146.0,715.0,144.0,1.0,0.0,687.0,16.0,1.0,145.0,704.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Lake,315.0,317.0,-2.0,423.0,738.0,436.0,229.0,1.0,43.0,0.0,192.0,0.0,11.0,0.0,15.0,302.0,603.0,4264.0,603.0,4264.0,0.0,0.0,57.0,376.0,12.0,0.0,0.0,214.0,3.0,0.0,12.0,217.0,18.0,-18.0,5.0,4.0,2.0,4.0,20.0,169.0,660.0,4640.0,657.0,4614.0,10616.0,1.0,20.0,3.0,16.0,11.0,0.0,0.0,10.0,35.0,405.0,625.0,4235.0,69.0,375.0,68.0,1.0,0.0,365.0,2.0,0.0,69.0,367.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,
Lassen,65.0,68.0,-3.0,140.0,205.0,143.0,85.0,0.0,2.0,0.0,53.0,0.0,2.0,0.0,5.0,62.0,261.0,1091.0,261.0,1091.0,0.0,0.0,20.0,127.0,6.0,0.0,0.0,79.0,0.0,0.0,6.0,79.0,5.0,-5.0,1.0,2.0,3.0,18.0,5.0,33.0,281.0,1218.0,280.0,1218.0,3139.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,146.0,258.0,1072.0,24.0,116.0,24.0,0.0,0.0,110.0,0.0,0.0,24.0,110.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
Los Angeles,8102.0,16567.0,-8465.0,44886.0,52988.0,37572.0,24238.0,112.0,606.0,1636.0,9018.0,124.0,396.0,758.0,1922.0,15416.0,86569.0,447754.0,85874.0,445319.0,695.0,2435.0,4172.0,35112.0,1945.0,40.0,5.0,21701.0,303.0,244.0,1990.0,22248.0,138.0,77.0,188.0,106.0,979.0,1014.0,877.0,11667.0,90741.0,482866.0,88665.0,473763.0,1164420.0,737.0,9144.0,1996.0,5801.0,4084.0,308.0,80.0,3302.0,4361.0,34050.0,86380.0,448816.0,5257.0,22043.0,4873.0,118.0,3.0,20059.0,319.0,136.0,4994.0,20514.0,256.0,6.0,1.0,1476.0,42.0,11.0,263.0,1529.0,105.0,1070.0,
Madera,2692.0,2692.0,0.0,885.0,3577.0,894.0,567.0,0.0,9.0,0.0,286.0,0.0,2.0,0.0,41.0,2683.0,1807.0,8191.0,1807.0,8191.0,0.0,0.0,169.0,767.0,40.0,0.0,0.0,517.0,9.0,1.0,40.0,527.0,59.0,-59.0,3.0,13.0,5.0,26.0,62.0,260.0,1976.0,8958.0,1968.0,8889.0,27332.0,2.0,82.0,7.0,64.0,6.0,1.0,1.0,5.0,109.0,574.0,1867.0,8384.0,196.0,905.0,190.0,2.0,0.0,884.0,6.0,1.0,192.0,891.0,4.0,0.0,0.0,14.0,0.0,0.0,4.0,14.0,0.0,0.0,
Marin,254.0,257.0,-3.0,577.0,831.0,506.0,264.0,2.0,12.0,0.0,208.0,0.0,12.0,0.0,34.0,325.0,741.0,4786.0,741.0,4786.0,0.0,0.0,32.0,373.0,16.0,1.0,0.0,236.0,10.0,1.0,17.0,247.0,3.0,-3.0,0.0,9.0,0.0,13.0,12.0,107.0,773.0,5159.0,725.0,4990.0,9739.0,8.0,212.0,48.0,141.0,34.0,3.0,0.0,28.0,43.0,368.0,730.0,4791.0,71.0,365.0,62.0,8.0,0.0,342.0,14.0,4.0,70.0,360.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,
Mariposa,47.0,49.0,-2.0,81.0,128.0,81.0,39.0,1.0,5.0,0.0,29.0,0.0,2.0,0.0,13.0,47.0,126.0,803.0,126.0,803.0,0.0,0.0,9.0,59.0,5.0,0.0,0.0,34.0,0.0,0.0,5.0,34.0,1.0,-1.0,1.0,0.0,0.0,3.0,2.0,23.0,135.0,862.0,135.0,859.0,2024.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,56.0,128.0,806.0,11.0,49.0,11.0,0.0,0.0,47.0,0.0,0.0,11.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Mendocino,299.0,300.0,-1.0,524.0,823.0,516.0,362.0,0.0,6.0,0.0,146.0,0.0,1.0,0.0,8.0,307.0,791.0,5760.0,791.0,5760.0,0.0,0.0,68.0,612.0,20.0,0.0,0.0,341.0,0.0,1.0,20.0,342.0,-18.0,18.0,3.0,4.0,7.0,64.0,56.0,184.0,859.0,6372.0,854.0,6338.0,13491.0,3.0,28.0,5.0,22.0,14.0,0.0,0.0,12.0,48.0,516.0,811.0,5856.0,161.0,608.0,160.0,1.0,0.0,599.0,1.0,1.0,161.0,601.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,
Merced,818.0,855.0,-37.0,1629.0,2447.0,1478.0,967.0,4.0,17.0,0.0,367.0,0.0,14.0,0.0,144.0,969.0,4528.0,17048.0,4528.0,17048.0,0.0,0.0,200.0,1505.0,101.0,0.0,0.0,864.0,1.0,1.0,101.0,866.0,-7.0,7.0,23.0,41.0,7.0,88.0,76.0,503.0,4728.0,18553.0,4711.0,18475.0,55527.0,1.0,95.0,16.0,71.0,6.0,3.0,1.0,7.0,226.0,1258.0,4502.0,17295.0,458.0,1755.0,448.0,3.0,0.0,1715.0,5.0,1.0,451.0,1721.0,7.0,0.0,0.0,33.0,1.0,0.0,7.0,34.0,0.0,0.0,
Modoc,24.0,25.0,-1.0,56.0,80.0,51.0,23.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,29.0,58.0,337.0,58.0,337.0,0.0,0.0,5.0,29.0,2.0,0.0,0.0,21.0,0.0,0.0,2.0,21.0,1.0,-1.0,0.0,1.0,0.0,2.0,2.0,6.0,63.0,366.0,63.0,365.0,961.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,35.0,62.0,331.0,9.0,45.0,9.0,0.0,0.0,44.0,0.0,0.0,9.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mono,71.0,71.0,0.0,115.0,186.0,142.0,93.0,0.0,14.0,0.0,37.0,0.0,6.0,0.0,12.0,44.0,19.0,380.0,19.0,380.0,0.0,0.0,1.0,106.0,1.0,0.0,0.0,92.0,0.0,0.0,1.0,92.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,20.0,486.0,20.0,486.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,18.0,463.0,3.0,53.0,3.0,0.0,0.0,52.0,0.0,0.0,3.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Monterey,1313.0,1322.0,-9.0,3487.0,4800.0,3475.0,2406.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,63.0,1325.0,2994.0,15351.0,2994.0,15352.0,0.0,-1.0,665.0,2509.0,317.0,1.0,1.0,2059.0,23.0,5.0,319.0,2087.0,235.0,-235.0,7.0,22.0,10.0,72.0,94.0,563.0,3659.0,17860.0,3638.0,17695.0,48771.0,6.0,191.0,19.0,145.0,24.0,8.0,2.0,20.0,138.0,1047.0,3521.0,16813.0,634.0,2935.0,628.0,6.0,0.0,2844.0,35.0,0.0,634.0,2879.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,
Napa,292.0,297.0,-5.0,470.0,762.0,435.0,250.0,2.0,50.0,0.0,126.0,0.0,17.0,0.0,59.0,327.0,367.0,2648.0,367.0,2648.0,0.0,0.0,29.0,330.0,12.0,0.0,0.0,231.0,5.0,2.0,12.0,238.0,2.0,-2.0,3.0,6.0,2.0,7.0,10.0,81.0,396.0,2978.0,389.0,2922.0,6939.0,3.0,63.0,6.0,53.0,5.0,0.0,1.0,3.0,20.0,190.0,376.0,2788.0,67.0,333.0,64.0,3.0,0.0,314.0,5.0,2.0,67.0,321.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,12.0,0.0,0.0,
Nevada,177.0,180.0,-3.0,415.0,592.0,376.0,210.0,0.0,0.0,0.0,145.0,0.0,1.0,0.0,21.0,216.0,403.0,3261.0,403.0,3261.0,0.0,0.0,20.0,328.0,6.0,0.0,0.0,203.0,1.0,0.0,6.0,204.0,1.0,-1.0,3.0,9.0,2.0,22.0,8.0,94.0,423.0,3589.0,423.0,3577.0,7637.0,3.0,6.0,0.0,9.0,4.0,0.0,0.0,3.0,21.0,299.0,402.0,3290.0,32.0,287.0,32.0,0.0,0.0,275.0,1.0,0.0,32.0,276.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Orange,10415.0,10415.0,0.0,7180.0,17595.0,6821.0,4599.0,2.0,29.0,128.0,1830.0,0.0,77.0,46.0,218.0,10774.0,24137.0,76567.0,24137.0,76567.0,0.0,0.0,685.0,6520.0,275.0,7.0,0.0,4173.0,76.0,68.0,282.0,4317.0,5.0,-5.0,6.0,22.0,1.0,17.0,391.0,2169.0,24822.0,83087.0,24660.0,80254.0,244511.0,247.0,2775.0,158.0,1944.0,1230.0,2.0,4.0,889.0,611.0,7106.0,24211.0,75981.0,1172.0,5747.0,1133.0,22.0,0.0,5006.0,94.0,25.0,1155.0,5125.0,16.0,1.0,0.0,598.0,20.0,4.0,17.0,622.0,0.0,0.0,
Placer,283.0,283.0,0.0,682.0,965.0,701.0,314.0,3.0,7.0,0.0,311.0,0.0,14.0,0.0,76.0,264.0,862.0,7257.0,862.0,7257.0,0.0,0.0,93.0,734.0,26.0,1.0,0.0,283.0,0.0,4.0,27.0,287.0,0.0,0.0,9.0,23.0,14.0,148.0,43.0,276.0,955.0,7991.0,942.0,7933.0,18200.0,0.0,65.0,13.0,37.0,15.0,8.0,0.0,21.0,105.0,753.0,850.0,7238.0,80.0,427.0,75.0,2.0,0.0,408.0,0.0,0.0,77.0,408.0,3.0,0.0,0.0,19.0,0.0,0.0,3.0,19.0,0.0,0.0,
Plumas,66.0,69.0,-3.0,105.0,171.0,112.0,68.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,59.0,91.0,679.0,91.0,679.0,0.0,0.0,14.0,94.0,6.0,0.0,0.0,62.0,0.0,0.0,6.0,62.0,3.0,-3.0,2.0,3.0,0.0,2.0,3.0,30.0,105.0,773.0,105.0,771.0,1728.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,47.0,100.0,726.0,10.0,72.0,10.0,0.0,0.0,71.0,0.0,0.0,10.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,3155.0,3185.0,-30.0,10443.0,13598.0,10584.0,5554.0,6.0,20.0,0.0,4555.0,0.0,11.0,0.0,475.0,3014.0,18842.0,94286.0,18842.0,94287.0,0.0,-1.0,896.0,7938.0,435.0,4.0,0.0,5045.0,56.0,14.0,439.0,5115.0,-4.0,4.0,40.0,184.0,80.0,501.0,341.0,2134.0,19738.0,102224.0,19592.0,100900.0,287615.0,105.0,1251.0,136.0,1068.0,286.0,28.0,10.0,256.0,839.0,7626.0,18899.0,94598.0,2137.0,8265.0,2087.0,16.0,1.0,7914.0,78.0,15.0,2104.0,8007.0,33.0,0.0,0.0,251.0,7.0,0.0,33.0,258.0,0.0,0.0,
