,PART A:    APPLICATIONS FOR FOOD STAMPS,,,,,,,,,,"PART A:    APPLICATIONS FOR FOOD STAMPS, cont'd",,,,,PART B:    CERTIFIED CASELOAD MOVEMENT,,,,,,"PART B:    CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,"PART B:    CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,,"PART B:    CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,PART C:    RECERTIFICATIONS,,,,,,,,,,"PART C:    RECERTIFICATIONS, cont'd",,,,,,,,,
Colusa,0.0,45.0,81.0,126.0,77.0,33.0,0.0,5.0,3.0,32.0,0.0,18.0,2.0,7.0,49.0,0.0,64.0,14.0,1.0,0.0,0.0,32.0,0.0,0.0,1.0,13.0,0.0,78.0,78.0,1565.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,61.0,0.0,458.0,62.0,32.0,23.0,7.0,520.0,511.0,9.0,0.0,114.0,406.0,5.0,5.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0
Contra Costa,401.0,3156.0,2908.0,6064.0,3217.0,1634.0,89.0,468.0,59.0,1255.0,20.0,528.0,42.0,227.0,2847.0,-94.0,6044.0,199.0,233.0,5.0,0.0,1377.0,13.0,6.0,238.0,-117.0,78.0,6243.0,6171.0,51002.0,16.0,285.0,72.0,72.0,0.0,0.0,111.0,6132.0,150.0,14678.0,2248.0,1396.0,117.0,735.0,16926.0,16700.0,175.0,51.0,2069.0,14857.0,419.0,414.0,2.0,0.0,761.0,6.0,1.0,416.0,3.0,0.0,0.0,40.0,1.0,0.0,3.0,0.0,809.0,768.0,41.0,0.0
Del Norte,0.0,122.0,223.0,345.0,212.0,167.0,2.0,3.0,6.0,34.0,2.0,4.0,1.0,4.0,133.0,0.0,1099.0,79.0,30.0,0.0,0.0,137.0,0.0,0.0,30.0,47.0,2.0,1178.0,1177.0,4977.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,1119.0,0.0,924.0,292.0,137.0,88.0,67.0,1216.0,1207.0,6.0,3.0,285.0,931.0,22.0,21.0,0.0,0.0,66.0,0.0,0.0,21.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,68.0,66.0,2.0,2.0
El Dorado,0.0,260.0,693.0,953.0,609.0,335.0,5.0,52.0,23.0,207.0,4.0,16.0,14.0,30.0,344.0,0.0,1313.0,127.0,41.0,0.0,0.0,291.0,3.0,0.0,41.0,81.0,5.0,1440.0,1362.0,7479.0,0.0,21.0,78.0,0.0,7.0,0.0,114.0,1326.0,0.0,1773.0,552.0,294.0,139.0,119.0,2325.0,2209.0,109.0,7.0,526.0,1799.0,18.0,18.0,0.0,0.0,94.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,99.0,94.0,5.0,3.0
Fresno,0.0,1396.0,5394.0,6790.0,5188.0,3868.0,0.0,4.0,2.0,1107.0,0.0,2.0,0.0,211.0,1602.0,-293.0,17266.0,313.0,356.0,3.0,0.0,3472.0,26.0,11.0,359.0,-144.0,98.0,17579.0,17486.0,177861.0,24.0,587.0,93.0,114.0,0.0,0.0,198.0,17381.0,435.0,46342.0,5740.0,3509.0,144.0,2087.0,52082.0,51551.0,438.0,93.0,5534.0,46548.0,1291.0,1273.0,9.0,0.0,2834.0,25.0,1.0,1282.0,9.0,0.0,0.0,197.0,4.0,0.0,9.0,0.0,3061.0,2860.0,201.0,0.0
Glenn,-2.0,67.0,142.0,209.0,135.0,78.0,0.0,1.0,4.0,43.0,0.0,0.0,1.0,9.0,74.0,0.0,407.0,48.0,8.0,0.0,0.0,70.0,0.0,0.0,8.0,38.0,2.0,455.0,236.0,2804.0,0.0,4.0,219.0,0.0,0.0,0.0,50.0,405.0,0.0,686.0,166.0,70.0,64.0,32.0,852.0,847.0,5.0,0.0,145.0,707.0,9.0,8.0,0.0,0.0,35.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,35.0,0.0,1.0
Humboldt,0.0,231.0,910.0,1141.0,992.0,337.0,2.0,46.0,41.0,501.0,20.0,250.0,12.0,101.0,149.0,0.0,933.0,114.0,29.0,0.0,0.0,305.0,2.0,1.0,29.0,66.0,19.0,1047.0,1047.0,12143.0,0.0,36.0,0.0,5.0,2.0,0.0,141.0,906.0,0.0,4277.0,875.0,308.0,327.0,240.0,5152.0,5136.0,10.0,6.0,808.0,4344.0,47.0,47.0,0.0,0.0,196.0,0.0,0.0,47.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,201.0,196.0,5.0,0.0
Imperial,-12.0,493.0,1164.0,1657.0,1126.0,722.0,26.0,76.0,8.0,340.0,2.0,58.0,10.0,46.0,531.0,0.0,3057.0,363.0,76.0,2.0,0.0,612.0,30.0,2.0,78.0,265.0,20.0,3420.0,3415.0,29746.0,2.0,274.0,5.0,2.0,41.0,0.0,372.0,3048.0,0.0,6923.0,1262.0,644.0,459.0,159.0,8185.0,7894.0,256.0,35.0,1082.0,7103.0,95.0,95.0,0.0,0.0,395.0,7.0,0.0,95.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,408.0,402.0,6.0,2.0
Inyo,0.0,32.0,91.0,123.0,94.0,65.0,0.0,7.0,2.0,20.0,0.0,4.0,0.0,7.0,29.0,0.0,108.0,5.0,2.0,0.0,0.0,63.0,0.0,0.0,2.0,3.0,0.0,113.0,113.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,96.0,0.0,577.0,73.0,63.0,7.0,3.0,650.0,650.0,0.0,0.0,69.0,581.0,6.0,6.0,0.0,0.0,19.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0
Kern,-129.0,2346.0,5125.0,7471.0,4892.0,2856.0,21.0,172.0,179.0,1551.0,14.0,199.0,81.0,225.0,2579.0,0.0,6740.0,1044.0,281.0,2.0,0.0,2533.0,34.0,6.0,283.0,730.0,31.0,7784.0,7776.0,109859.0,0.0,678.0,8.0,19.0,0.0,0.0,850.0,6934.0,0.0,32153.0,4720.0,2573.0,1070.0,1077.0,36873.0,36257.0,534.0,82.0,4399.0,32474.0,407.0,405.0,0.0,0.0,1586.0,27.0,2.0,405.0,2.0,0.0,0.0,53.0,0.0,0.0,2.0,3.0,1668.0,1615.0,53.0,5.0
Kings,-2.0,1645.0,801.0,2446.0,781.0,476.0,9.0,21.0,24.0,247.0,2.0,45.0,6.0,28.0,1665.0,0.0,1088.0,190.0,55.0,0.0,0.0,418.0,2.0,1.0,55.0,94.0,41.0,1278.0,1277.0,19071.0,2.0,61.0,1.0,1.0,49.0,0.0,163.0,1115.0,0.0,5497.0,786.0,421.0,131.0,234.0,6283.0,6171.0,62.0,50.0,777.0,5506.0,66.0,66.0,0.0,0.0,269.0,3.0,1.0,66.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,286.0,273.0,13.0,1.0
Lake,0.0,317.0,429.0,746.0,401.0,181.0,2.0,47.0,26.0,151.0,0.0,36.0,7.0,36.0,345.0,0.0,1003.0,67.0,17.0,0.0,0.0,162.0,1.0,1.0,17.0,45.0,5.0,1070.0,1070.0,7441.0,0.0,17.0,0.0,1.0,4.0,0.0,66.0,1004.0,0.0,2145.0,340.0,164.0,79.0,97.0,2485.0,2463.0,17.0,5.0,362.0,2123.0,23.0,23.0,0.0,0.0,103.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105.0,104.0,1.0,0.0
Lassen,0.0,491.0,152.0,643.0,123.0,85.0,0.0,9.0,7.0,30.0,1.0,5.0,0.0,1.0,520.0,0.0,130.0,19.0,6.0,1.0,0.0,77.0,0.0,1.0,7.0,0.0,12.0,149.0,147.0,2626.0,2.0,2.0,2.0,0.0,3.0,0.0,51.0,98.0,0.0,682.0,159.0,78.0,5.0,76.0,841.0,836.0,2.0,3.0,125.0,716.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
Los Angeles  *,-4395.0,14471.0,52183.0,66654.0,47061.0,28998.0,,,3202.0,12675.0,,,805.0,1381.0,19593.0,-2731.0,80155.0,6786.0,3919.0,129.0,4.0,24290.0,415.0,241.0,4052.0,245.0,2489.0,86941.0,85078.0,826109.0,393.0,7673.0,1829.0,2675.0,31.0,34.0,4831.0,82110.0,-528.0,256486.0,36773.0,24946.0,33.0,11794.0,293259.0,286180.0,4913.0,2166.0,35307.0,257952.0,6367.0,5717.0,129.0,3.0,14192.0,286.0,118.0,5849.0,509.0,9.0,0.0,1529.0,44.0,13.0,518.0,,16182.0,14596.0,1586.0,
Madera,0.0,852.0,833.0,1685.0,813.0,382.0,2.0,33.0,61.0,287.0,0.0,22.0,12.0,71.0,872.0,0.0,842.0,225.0,47.0,0.0,0.0,335.0,0.0,0.0,47.0,162.0,16.0,1067.0,1066.0,19181.0,1.0,15.0,1.0,0.0,1.0,0.0,324.0,743.0,0.0,5335.0,876.0,335.0,401.0,140.0,6211.0,6197.0,13.0,1.0,989.0,5222.0,63.0,62.0,0.0,0.0,310.0,0.0,0.0,62.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,326.0,310.0,16.0,2.0
Marin,0.0,318.0,412.0,730.0,432.0,266.0,2.0,16.0,11.0,118.0,3.0,21.0,7.0,30.0,298.0,0.0,1011.0,157.0,24.0,0.0,0.0,160.0,0.0,82.0,24.0,128.0,5.0,1168.0,528.0,6496.0,0.0,64.0,640.0,98.0,0.0,0.0,157.0,1011.0,0.0,2638.0,611.0,242.0,202.0,167.0,3249.0,3249.0,0.0,0.0,541.0,2708.0,32.0,32.0,0.0,0.0,107.0,2.0,2.0,32.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,121.0,111.0,10.0,0.0
Mariposa,0.0,74.0,80.0,154.0,61.0,41.0,1.0,11.0,1.0,14.0,1.0,10.0,2.0,3.0,93.0,0.0,99.0,8.0,5.0,0.0,0.0,36.0,0.0,0.0,5.0,3.0,0.0,107.0,107.0,1127.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,101.0,0.0,385.0,57.0,36.0,7.0,14.0,442.0,442.0,0.0,0.0,57.0,385.0,8.0,8.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,14.0
Mendocino,-26.0,131.0,644.0,775.0,613.0,473.0,0.0,5.0,6.0,99.0,0.0,5.0,10.0,25.0,162.0,0.0,721.0,87.0,27.0,0.0,0.0,446.0,0.0,0.0,27.0,57.0,3.0,808.0,808.0,10430.0,0.0,24.0,0.0,0.0,10.0,0.0,131.0,677.0,0.0,4670.0,661.0,446.0,98.0,117.0,5331.0,5300.0,23.0,8.0,613.0,4718.0,40.0,40.0,0.0,0.0,192.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,202.0,192.0,10.0,1.0
Merced,-4.0,739.0,1579.0,2318.0,1563.0,828.0,0.0,1.0,114.0,484.0,0.0,1.0,15.0,122.0,755.0,78.0,4822.0,160.0,148.0,1.0,0.0,673.0,6.0,0.0,149.0,-176.0,187.0,4982.0,4962.0,42212.0,2.0,111.0,18.0,4.0,0.0,2.0,206.0,4776.0,127.0,10461.0,1023.0,679.0,176.0,168.0,11484.0,11395.0,86.0,3.0,974.0,10510.0,398.0,377.0,1.0,0.0,1050.0,4.0,1.0,378.0,20.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,1079.0,1055.0,24.0,0.0
Modoc,-2.0,29.0,64.0,93.0,70.0,47.0,1.0,2.0,2.0,16.0,0.0,1.0,1.0,4.0,23.0,0.0,66.0,24.0,7.0,0.0,0.0,40.0,0.0,0.0,7.0,15.0,2.0,90.0,90.0,939.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,68.0,0.0,268.0,89.0,40.0,27.0,22.0,357.0,357.0,0.0,0.0,77.0,280.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0
Mono,0.0,17.0,74.0,91.0,48.0,31.0,0.0,2.0,1.0,13.0,0.0,5.0,0.0,3.0,43.0,0.0,17.0,5.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,5.0,0.0,22.0,22.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,215.0,62.0,31.0,10.0,21.0,277.0,277.0,0.0,0.0,54.0,223.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
Monterey,-1.0,795.0,1723.0,2518.0,1676.0,912.0,1.0,10.0,68.0,579.0,0.0,14.0,29.0,88.0,842.0,0.0,1867.0,550.0,112.0,0.0,0.0,793.0,6.0,1.0,112.0,409.0,29.0,2417.0,2417.0,27101.0,0.0,62.0,0.0,0.0,7.0,0.0,530.0,1887.0,0.0,8373.0,1834.0,800.0,763.0,271.0,10207.0,10138.0,62.0,7.0,1743.0,8464.0,52.0,50.0,0.0,0.0,219.0,2.0,0.0,50.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,239.0,221.0,18.0,0.0
Napa,0.0,160.0,340.0,500.0,336.0,198.0,1.0,24.0,4.0,88.0,1.0,19.0,6.0,40.0,164.0,0.0,235.0,33.0,8.0,0.0,0.0,187.0,1.0,2.0,8.0,24.0,1.0,268.0,268.0,4730.0,5.0,14.0,0.0,4.0,0.0,0.0,41.0,227.0,0.0,1613.0,310.0,190.0,32.0,88.0,1923.0,1903.0,14.0,6.0,286.0,1637.0,7.0,7.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,54.0,2.0,3.0
Nevada,0.0,263.0,276.0,539.0,267.0,176.0,2.0,37.0,8.0,68.0,1.0,24.0,3.0,12.0,272.0,0.0,882.0,69.0,12.0,0.0,0.0,164.0,0.0,0.0,12.0,52.0,5.0,951.0,951.0,4378.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,874.0,0.0,1129.0,329.0,164.0,96.0,69.0,1458.0,1458.0,0.0,0.0,329.0,1129.0,20.0,20.0,0.0,0.0,62.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,62.0,1.0,0.0
Orange,825.0,2863.0,7313.0,10176.0,6604.0,4191.0,23.0,166.0,0.0,1937.0,0.0,421.0,0.0,476.0,3572.0,-176.0,12239.0,545.0,565.0,8.0,0.0,3482.0,98.0,38.0,573.0,-106.0,78.0,12784.0,12599.0,136436.0,65.0,1687.0,180.0,491.0,0.0,5.0,175.0,12609.0,212.0,38499.0,4762.0,3618.0,106.0,1038.0,43261.0,41756.0,1127.0,378.0,3703.0,39558.0,850.0,834.0,9.0,0.0,1882.0,43.0,4.0,843.0,7.0,0.0,0.0,130.0,5.0,1.0,7.0,0.0,2065.0,1929.0,136.0,0.0
Placer,0.0,440.0,985.0,1425.0,845.0,417.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,55.0,580.0,0.0,1133.0,83.0,40.0,6.0,0.0,368.0,2.0,1.0,46.0,29.0,8.0,1216.0,1188.0,12584.0,0.0,80.0,28.0,17.0,16.0,0.0,86.0,1130.0,0.0,3775.0,529.0,371.0,-29.0,187.0,4304.0,4247.0,33.0,24.0,497.0,3807.0,63.0,62.0,0.0,0.0,135.0,0.0,1.0,62.0,1.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,156.0,136.0,20.0,0.0
Plumas,0.0,37.0,87.0,124.0,85.0,40.0,0.0,3.0,3.0,29.0,0.0,1.0,2.0,11.0,39.0,0.0,80.0,10.0,2.0,0.0,0.0,38.0,0.0,0.0,2.0,8.0,0.0,90.0,90.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,74.0,0.0,280.0,66.0,38.0,18.0,10.0,346.0,346.0,0.0,0.0,57.0,289.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
Riverside,-93.0,3125.0,10166.0,13291.0,9572.0,5400.0,0.0,0.0,381.0,3497.0,0.0,0.0,36.0,258.0,3719.0,303.0,17514.0,370.0,776.0,12.0,0.0,4466.0,130.0,16.0,788.0,-842.0,424.0,17884.0,17678.0,181274.0,58.0,1275.0,204.0,197.0,0.0,2.0,479.0,17405.0,246.0,45486.0,6033.0,4612.0,842.0,579.0,51519.0,50244.0,1090.0,185.0,4364.0,47155.0,1488.0,1428.0,19.0,1.0,4174.0,50.0,12.0,1448.0,39.0,1.0,0.0,61.0,0.0,0.0,40.0,0.0,4297.0,4236.0,61.0,0.0
Sacramento,0.0,3513.0,7365.0,10878.0,7183.0,3894.0,183.0,850.0,362.0,2596.0,4.0,886.0,0.0,331.0,3695.0,0.0,19631.0,237.0,686.0,21.0,0.0,3128.0,45.0,14.0,707.0,-703.0,233.0,19868.0,19221.0,165980.0,76.0,2106.0,637.0,373.0,0.0,10.0,419.0,19449.0,0.0,43729.0,6459.0,3187.0,993.0,2279.0,50188.0,49117.0,796.0,275.0,5556.0,44632.0,1316.0,1226.0,57.0,0.0,2112.0,31.0,12.0,1283.0,31.0,2.0,0.0,100.0,2.0,0.0,33.0,0.0,2257.0,2155.0,102.0,0.0
San Benito,0.0,265.0,227.0,492.0,204.0,134.0,2.0,24.0,2.0,50.0,0.0,18.0,0.0,18.0,288.0,0.0,293.0,41.0,18.0,0.0,0.0,116.0,0.0,0.0,18.0,22.0,1.0,334.0,334.0,4996.0,0.0,14.0,0.0,0.0,3.0,0.0,64.0,270.0,0.0,1617.0,190.0,116.0,37.0,37.0,1807.0,1790.0,14.0,3.0,176.0,1631.0,21.0,21.0,0.0,0.0,68.0,0.0,0.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,71.0,68.0,3.0,0.0
San Bernardino,-78.0,3588.0,11904.0,15492.0,11622.0,6603.0,3.0,21.0,316.0,4166.0,0.0,2.0,27.0,510.0,3870.0,387.0,25406.0,371.0,594.0,10.0,0.0,5875.0,107.0,17.0,604.0,-685.0,452.0,25777.0,25502.0,255529.0,66.0,1570.0,272.0,441.0,0.0,3.0,549.0,25228.0,208.0,66314.0,7622.0,5999.0,685.0,938.0,73936.0,72338.0,1224.0,374.0,5333.0,68603.0,2148.0,2118.0,12.0,0.0,6250.0,59.0,20.0,2130.0,17.0,1.0,0.0,56.0,1.0,0.0,18.0,0.0,6386.0,6329.0,57.0,0.0
San Diego,-215.0,8529.0,9527.0,18056.0,8386.0,4588.0,296.0,1451.0,8.0,3308.0,7.0,1897.0,0.0,482.0,9670.0,-1500.0,17769.0,1756.0,549.0,16.0,0.0,3906.0,87.0,30.0,565.0,977.0,214.0,19525.0,19153.0,150258.0,84.0,1479.0,367.0,415.0,0.0,5.0,244.0,19281.0,859.0,42639.0,6973.0,4023.0,1162.0,1788.0,49612.0,48404.0,892.0,316.0,5695.0,43917.0,1297.0,1252.0,23.0,0.0,1895.0,33.0,7.0,1275.0,22.0,0.0,0.0,195.0,3.0,0.0,22.0,0.0,2133.0,1935.0,198.0,0.0
San Francisco,348.0,1910.0,2661.0,4571.0,2854.0,1807.0,36.0,534.0,1.0,946.0,1.0,382.0,0.0,100.0,1717.0,-11.0,3271.0,53.0,101.0,6.0,0.0,1640.0,20.0,40.0,107.0,-87.0,33.0,3324.0,3169.0,38472.0,21.0,782.0,152.0,766.0,4.0,3.0,42.0,3282.0,204.0,19155.0,2092.0,1700.0,87.0,305.0,21247.0,20281.0,423.0,543.0,1966.0,19281.0,245.0,233.0,11.0,0.0,654.0,16.0,9.0,244.0,1.0,0.0,0.0,33.0,1.0,0.0,1.0,0.0,713.0,679.0,34.0,0.0
San Joaquin,-27.0,4201.0,3076.0,7277.0,3051.0,1792.0,29.0,168.0,198.0,844.0,5.0,17.0,77.0,140.0,4226.0,0.0,12087.0,955.0,264.0,1.0,0.0,1489.0,32.0,6.0,265.0,654.0,36.0,13042.0,13035.0,75388.0,2.0,382.0,7.0,51.0,34.0,0.0,1000.0,12042.0,0.0,9297.0,3298.0,1527.0,504.0,1267.0,12595.0,12161.0,366.0,68.0,2928.0,9667.0,329.0,329.0,0.0,0.0,945.0,21.0,3.0,329.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,995.0,969.0,26.0,1.0
