,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1473.0,1510.0,-37.0,2715.0,4188.0,2361.0,1217.0,7.0,36.0,0.0,925.0,0.0,79.0,0.0,219.0,1827.0,5161.0,27689.0,5283.0,27452.0,-122.0,237.0,300.0,2179.0,113.0,3.0,0.0,1090.0,7.0,4.0,116.0,1101.0,-3.0,3.0,19.0,38.0,5.0,41.0,163.0,996.0,5461.0,29868.0,5383.0,29467.0,72375.0,29.0,408.0,76.0,277.0,169.0,3.0,2.0,124.0,317.0,2717.0,5144.0,27151.0,421.0,1426.0,413.0,2.0,0.0,1365.0,14.0,1.0,415.0,1380.0,6.0,0.0,0.0,44.0,0.0,2.0,6.0,46.0,0.0,0.0,
Del Norte  a/,69.0,70.0,-1.0,179.0,248.0,195.0,119.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,8.0,53.0,427.0,1936.0,427.0,1936.0,0.0,0.0,35.0,175.0,14.0,0.0,0.0,105.0,0.0,0.0,14.0,105.0,2.0,-2.0,1.0,4.0,2.0,10.0,16.0,58.0,462.0,2111.0,461.0,2103.0,5248.0,0.0,6.0,1.0,5.0,5.0,0.0,0.0,3.0,29.0,186.0,433.0,1925.0,60.0,193.0,58.0,0.0,0.0,188.0,1.0,1.0,58.0,190.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,
El Dorado,290.0,301.0,-11.0,645.0,935.0,661.0,378.0,5.0,2.0,0.0,234.0,0.0,0.0,0.0,49.0,274.0,578.0,5832.0,578.0,5832.0,0.0,0.0,35.0,565.0,20.0,0.0,0.0,357.0,1.0,0.0,20.0,358.0,-1.0,1.0,1.0,19.0,2.0,34.0,13.0,153.0,613.0,6397.0,612.0,6370.0,12655.0,0.0,26.0,1.0,20.0,8.0,0.0,0.0,7.0,36.0,609.0,577.0,5788.0,62.0,461.0,61.0,0.0,0.0,444.0,5.0,1.0,61.0,450.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Fresno  a/,1582.0,1693.0,-111.0,4482.0,6064.0,4091.0,2802.0,4.0,107.0,1.0,1194.0,0.0,240.0,0.0,94.0,1973.0,15138.0,76004.0,14909.0,73138.0,229.0,2866.0,242.0,2665.0,234.0,0.0,1.0,2530.0,261.0,17.0,235.0,2567.0,-9.0,9.0,13.0,32.0,1.0,4.0,2.0,53.0,15380.0,78669.0,15222.0,77901.0,223140.0,60.0,793.0,155.0,583.0,212.0,1.0,3.0,185.0,691.0,6174.0,14689.0,72495.0,1433.0,5772.0,1392.0,15.0,0.0,4790.0,38.0,12.0,1407.0,4840.0,25.0,0.0,1.0,923.0,9.0,0.0,26.0,932.0,2.0,3.0,
Glenn,28.0,28.0,0.0,116.0,144.0,120.0,78.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,5.0,24.0,244.0,1189.0,244.0,1189.0,0.0,0.0,10.0,112.0,7.0,0.0,0.0,68.0,2.0,1.0,7.0,71.0,-4.0,4.0,3.0,6.0,2.0,4.0,2.0,27.0,254.0,1301.0,254.0,1286.0,3820.0,1.0,12.0,0.0,13.0,1.0,1.0,0.0,2.0,12.0,110.0,242.0,1191.0,27.0,132.0,27.0,0.0,0.0,120.0,1.0,0.0,27.0,121.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,
Humboldt,317.0,325.0,-8.0,1122.0,1439.0,1134.0,562.0,0.0,4.0,0.0,488.0,0.0,2.0,0.0,84.0,305.0,1052.0,8485.0,1053.0,8485.0,-1.0,0.0,40.0,926.0,20.0,0.0,0.0,539.0,2.0,1.0,20.0,542.0,-19.0,19.0,9.0,10.0,1.0,44.0,29.0,311.0,1092.0,9411.0,1090.0,9383.0,18984.0,2.0,21.0,2.0,16.0,15.0,1.0,0.0,12.0,35.0,785.0,1057.0,8626.0,127.0,676.0,127.0,0.0,0.0,666.0,1.0,0.0,127.0,667.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,
Imperial,749.0,754.0,-5.0,1395.0,2144.0,1353.0,769.0,0.0,54.0,0.0,513.0,0.0,24.0,0.0,71.0,791.0,2155.0,12557.0,2155.0,12557.0,0.0,0.0,92.0,1044.0,55.0,1.0,0.0,689.0,19.0,5.0,56.0,713.0,-1.0,1.0,3.0,5.0,4.0,45.0,30.0,280.0,2247.0,13601.0,2226.0,13205.0,39552.0,20.0,377.0,20.0,352.0,50.0,6.0,1.0,44.0,85.0,977.0,2162.0,12624.0,276.0,1438.0,273.0,1.0,0.0,1350.0,33.0,4.0,274.0,1387.0,2.0,0.0,0.0,48.0,3.0,0.0,2.0,51.0,0.0,0.0,
Inyo,12.0,12.0,0.0,84.0,96.0,75.0,46.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,21.0,106.0,904.0,106.0,904.0,0.0,0.0,6.0,67.0,1.0,0.0,0.0,44.0,0.0,1.0,1.0,45.0,3.0,-3.0,0.0,2.0,0.0,9.0,2.0,14.0,112.0,971.0,112.0,964.0,2149.0,0.0,6.0,0.0,5.0,1.0,1.0,0.0,2.0,7.0,96.0,105.0,875.0,8.0,67.0,8.0,0.0,0.0,62.0,0.0,0.0,8.0,62.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,
Kern,2455.0,2462.0,-7.0,5266.0,7721.0,4990.0,3021.0,2.0,17.0,0.0,1783.0,0.0,14.0,0.0,186.0,2731.0,11150.0,46496.0,11150.0,46497.0,0.0,-1.0,265.0,4193.0,286.0,0.0,0.0,2689.0,28.0,18.0,286.0,2735.0,-286.0,286.0,17.0,80.0,54.0,294.0,194.0,798.0,11415.0,50689.0,11348.0,49827.0,148353.0,31.0,777.0,62.0,668.0,239.0,20.0,5.0,194.0,546.0,4419.0,10869.0,46270.0,1353.0,4546.0,1322.0,6.0,0.0,4341.0,43.0,11.0,1328.0,4395.0,25.0,0.0,0.0,147.0,4.0,0.0,25.0,151.0,0.0,0.0,
Kings,2393.0,2393.0,0.0,769.0,3162.0,673.0,391.0,0.0,5.0,0.0,253.0,0.0,2.0,0.0,29.0,2489.0,1462.0,7993.0,1462.0,7993.0,0.0,0.0,78.0,659.0,27.0,0.0,0.0,360.0,3.0,1.0,27.0,364.0,-4.0,4.0,8.0,13.0,9.0,34.0,38.0,244.0,1540.0,8652.0,1525.0,8522.0,24125.0,3.0,115.0,14.0,104.0,25.0,2.0,1.0,26.0,5.0,795.0,1535.0,7857.0,186.0,674.0,181.0,2.0,0.0,642.0,6.0,2.0,183.0,650.0,3.0,0.0,0.0,23.0,1.0,0.0,3.0,24.0,0.0,0.0,
Lake,409.0,415.0,-6.0,404.0,813.0,473.0,255.0,3.0,38.0,0.0,186.0,0.0,8.0,0.0,32.0,340.0,654.0,4437.0,654.0,4437.0,0.0,0.0,45.0,434.0,11.0,0.0,0.0,242.0,1.0,1.0,11.0,244.0,-1.0,1.0,3.0,8.0,2.0,8.0,30.0,173.0,699.0,4871.0,698.0,4843.0,11100.0,0.0,20.0,1.0,17.0,13.0,0.0,0.0,11.0,63.0,415.0,636.0,4456.0,65.0,418.0,65.0,0.0,0.0,408.0,3.0,1.0,65.0,412.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,
Lassen,56.0,55.0,1.0,151.0,207.0,127.0,74.0,0.0,11.0,0.0,53.0,0.0,4.0,0.0,0.0,80.0,286.0,1166.0,286.0,1166.0,0.0,0.0,21.0,111.0,2.0,0.0,0.0,72.0,0.0,0.0,2.0,72.0,7.0,-7.0,1.0,3.0,4.0,18.0,7.0,25.0,307.0,1277.0,306.0,1277.0,3262.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,149.0,277.0,1128.0,27.0,81.0,27.0,0.0,0.0,79.0,0.0,0.0,27.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
Los Angeles,7886.0,17654.0,-9768.0,51912.0,59798.0,40051.0,27125.0,122.0,634.0,1644.0,8576.0,123.0,510.0,754.0,1952.0,19747.0,83427.0,457092.0,82494.0,454974.0,933.0,2118.0,4425.0,38696.0,1987.0,49.0,1.0,24518.0,302.0,268.0,2037.0,25088.0,90.0,72.0,279.0,91.0,1269.0,842.0,750.0,12603.0,87852.0,495788.0,85693.0,486319.0,1173166.0,787.0,9422.0,2083.0,5909.0,4433.0,316.0,76.0,3560.0,2008.0,32717.0,85844.0,463071.0,5102.0,22145.0,4741.0,119.0,7.0,20086.0,284.0,151.0,4867.0,20521.0,227.0,8.0,0.0,1579.0,36.0,9.0,235.0,1624.0,83.0,991.0,
Madera,2517.0,2517.0,0.0,609.0,3126.0,605.0,394.0,0.0,1.0,0.0,181.0,0.0,0.0,0.0,30.0,2521.0,1999.0,8871.0,1999.0,8871.0,0.0,0.0,69.0,685.0,26.0,0.0,0.0,366.0,1.0,1.0,26.0,368.0,-28.0,28.0,6.0,15.0,10.0,60.0,55.0,214.0,2068.0,9556.0,2062.0,9499.0,28918.0,2.0,63.0,5.0,51.0,9.0,0.0,1.0,6.0,131.0,760.0,1937.0,8796.0,206.0,740.0,203.0,1.0,0.0,709.0,4.0,0.0,204.0,713.0,2.0,0.0,0.0,27.0,0.0,0.0,2.0,27.0,0.0,0.0,
Marin,208.0,212.0,-4.0,476.0,684.0,482.0,311.0,1.0,4.0,1.0,144.0,0.0,1.0,0.0,26.0,202.0,754.0,5106.0,754.0,5106.0,0.0,0.0,30.0,398.0,13.0,0.0,0.0,288.0,6.0,4.0,13.0,298.0,1.0,-1.0,0.0,11.0,2.0,17.0,14.0,73.0,784.0,5504.0,739.0,5277.0,10128.0,12.0,250.0,45.0,173.0,59.0,14.0,0.0,54.0,33.0,388.0,751.0,5116.0,81.0,394.0,80.0,0.0,0.0,369.0,15.0,2.0,80.0,386.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,
Mariposa,44.0,48.0,-4.0,75.0,119.0,84.0,53.0,1.0,9.0,0.0,26.0,0.0,4.0,0.0,5.0,35.0,137.0,828.0,137.0,828.0,0.0,0.0,1.0,75.0,2.0,0.0,0.0,51.0,0.0,0.0,2.0,51.0,-3.0,3.0,0.0,5.0,0.0,4.0,2.0,12.0,138.0,903.0,138.0,901.0,2054.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,74.0,135.0,829.0,12.0,76.0,12.0,0.0,0.0,73.0,0.0,0.0,12.0,73.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mendocino,157.0,158.0,-1.0,459.0,616.0,439.0,335.0,0.0,2.0,0.0,89.0,0.0,0.0,0.0,15.0,177.0,838.0,6263.0,838.0,6263.0,0.0,0.0,39.0,496.0,27.0,0.0,0.0,306.0,1.0,1.0,27.0,308.0,-17.0,17.0,2.0,9.0,13.0,41.0,14.0,121.0,877.0,6759.0,875.0,6718.0,14368.0,3.0,32.0,2.0,29.0,13.0,0.0,0.0,12.0,56.0,582.0,821.0,6177.0,75.0,430.0,75.0,0.0,0.0,424.0,2.0,1.0,75.0,427.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Merced,707.0,743.0,-36.0,1538.0,2245.0,1552.0,896.0,2.0,16.0,0.0,443.0,0.0,14.0,0.0,213.0,693.0,4715.0,18267.0,4715.0,18268.0,0.0,-1.0,149.0,1448.0,94.0,0.0,0.0,799.0,2.0,1.0,94.0,802.0,-92.0,92.0,20.0,43.0,19.0,111.0,108.0,400.0,4864.0,19715.0,4841.0,19636.0,58022.0,4.0,96.0,23.0,70.0,8.0,3.0,0.0,9.0,255.0,1600.0,4609.0,18115.0,529.0,1591.0,521.0,4.0,0.0,1550.0,7.0,0.0,525.0,1557.0,4.0,0.0,0.0,34.0,0.0,0.0,4.0,34.0,0.0,0.0,
Modoc,14.0,15.0,-1.0,35.0,49.0,36.0,26.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,13.0,73.0,366.0,73.0,366.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,25.0,-2.0,2.0,1.0,3.0,0.0,1.0,0.0,9.0,73.0,406.0,73.0,406.0,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.0,63.0,374.0,6.0,33.0,6.0,0.0,0.0,32.0,0.0,0.0,6.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Mono,29.0,29.0,0.0,70.0,99.0,68.0,45.0,0.0,1.0,0.0,17.0,0.0,1.0,0.0,6.0,31.0,18.0,511.0,18.0,511.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,18.0,568.0,18.0,566.0,936.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,18.0,480.0,4.0,41.0,4.0,0.0,0.0,40.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Monterey,501.0,522.0,-21.0,1474.0,1975.0,1470.0,803.0,0.0,0.0,0.0,594.0,0.0,0.0,0.0,73.0,505.0,3940.0,17212.0,3940.0,17212.0,0.0,0.0,-499.0,1964.0,47.0,0.0,0.0,749.0,4.0,3.0,47.0,756.0,-650.0,650.0,4.0,19.0,17.0,156.0,83.0,383.0,3441.0,19176.0,3421.0,18979.0,50857.0,9.0,219.0,19.0,172.0,26.0,9.0,1.0,25.0,180.0,1980.0,3261.0,17196.0,538.0,1182.0,531.0,3.0,0.0,1107.0,4.0,1.0,534.0,1112.0,4.0,0.0,0.0,70.0,0.0,0.0,4.0,70.0,0.0,0.0,
Napa,92.0,93.0,-1.0,310.0,402.0,295.0,153.0,0.0,3.0,0.0,101.0,0.0,2.0,0.0,41.0,107.0,376.0,2972.0,376.0,2972.0,0.0,0.0,12.0,238.0,9.0,0.0,0.0,141.0,3.0,0.0,9.0,144.0,-10.0,10.0,2.0,9.0,4.0,19.0,7.0,56.0,388.0,3210.0,382.0,3141.0,7408.0,2.0,70.0,4.0,61.0,10.0,2.0,2.0,8.0,18.0,251.0,370.0,2959.0,54.0,235.0,54.0,0.0,0.0,225.0,4.0,1.0,54.0,230.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,
Nevada,280.0,283.0,-3.0,350.0,630.0,420.0,232.0,0.0,1.0,0.0,168.0,0.0,2.0,0.0,20.0,210.0,426.0,3570.0,426.0,3570.0,0.0,0.0,24.0,345.0,14.0,0.0,0.0,217.0,0.0,1.0,14.0,218.0,-5.0,5.0,1.0,9.0,0.0,14.0,14.0,99.0,450.0,3915.0,448.0,3907.0,8044.0,1.0,5.0,1.0,5.0,5.0,0.0,1.0,3.0,41.0,368.0,409.0,3547.0,46.0,281.0,46.0,0.0,0.0,273.0,0.0,0.0,46.0,273.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,
Orange,11814.0,11814.0,0.0,7692.0,19506.0,7116.0,5243.0,4.0,152.0,118.0,1487.0,6.0,281.0,29.0,239.0,12390.0,24726.0,79698.0,24726.0,79698.0,0.0,0.0,641.0,7052.0,345.0,8.0,0.0,4737.0,75.0,78.0,353.0,4890.0,-14.0,14.0,5.0,28.0,1.0,7.0,296.0,2113.0,25367.0,86750.0,25187.0,83599.0,249578.0,291.0,2913.0,177.0,2023.0,1597.0,0.0,3.0,1128.0,619.0,7571.0,24748.0,79179.0,1361.0,6698.0,1319.0,12.0,0.0,5777.0,129.0,30.0,1331.0,5936.0,30.0,0.0,0.0,744.0,12.0,6.0,30.0,762.0,0.0,0.0,
Placer,206.0,206.0,0.0,697.0,903.0,698.0,366.0,0.0,3.0,0.0,294.0,0.0,15.0,0.0,38.0,205.0,877.0,7626.0,877.0,7626.0,0.0,0.0,91.0,720.0,33.0,1.0,0.0,328.0,1.0,3.0,34.0,332.0,1.0,-1.0,1.0,15.0,9.0,150.0,46.0,224.0,968.0,8346.0,951.0,8294.0,18352.0,0.0,66.0,17.0,31.0,21.0,0.0,0.0,21.0,90.0,834.0,878.0,7512.0,67.0,550.0,62.0,1.0,0.0,528.0,0.0,1.0,63.0,529.0,4.0,0.0,0.0,21.0,0.0,0.0,4.0,21.0,0.0,0.0,
Plumas,34.0,34.0,0.0,83.0,117.0,81.0,40.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,5.0,36.0,127.0,786.0,127.0,786.0,0.0,0.0,-7.0,75.0,2.0,0.0,0.0,38.0,0.0,0.0,2.0,38.0,-12.0,12.0,1.0,2.0,0.0,2.0,2.0,21.0,120.0,861.0,120.0,861.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,115.0,766.0,9.0,41.0,9.0,0.0,0.0,40.0,0.0,0.0,9.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,3010.0,3036.0,-26.0,11238.0,14248.0,10635.0,6069.0,6.0,20.0,0.0,4214.0,0.0,19.0,0.0,352.0,3613.0,18927.0,96830.0,18927.0,96831.0,0.0,-1.0,722.0,8711.0,465.0,5.0,1.0,5539.0,43.0,16.0,471.0,5598.0,-291.0,291.0,42.0,193.0,81.0,494.0,419.0,2135.0,19649.0,105541.0,19495.0,104324.0,289694.0,110.0,1138.0,148.0,972.0,280.0,32.0,6.0,245.0,1040.0,8868.0,18609.0,96673.0,2165.0,8808.0,2111.0,15.0,1.0,8436.0,72.0,13.0,2127.0,8521.0,38.0,0.0,0.0,283.0,4.0,0.0,38.0,287.0,0.0,0.0,
