,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1792.0,1871.0,-79.0,3302.0,5094.0,3085.0,1557.0,20.0,120.0,0.0,1144.0,0.0,110.0,0.0,384.0,2009.0,5171.0,25987.0,5215.0,25765.0,-44.0,222.0,431.0,2809.0,174.0,5.0,0.0,1352.0,19.0,7.0,179.0,1378.0,-3.0,3.0,14.0,48.0,0.0,29.0,241.0,1351.0,5602.0,28796.0,5531.0,28416.0,71381.0,29.0,396.0,69.0,274.0,152.0,0.0,2.0,106.0,262.0,2659.0,5340.0,26137.0,449.0,1543.0,427.0,10.0,0.0,1488.0,22.0,3.0,437.0,1513.0,12.0,0.0,0.0,30.0,0.0,0.0,12.0,30.0,0.0,0.0,
Del Norte  a/,55.0,55.0,0.0,244.0,299.0,236.0,130.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,14.0,63.0,407.0,1949.0,406.0,1942.0,1.0,7.0,35.0,198.0,11.0,0.0,0.0,119.0,0.0,0.0,11.0,119.0,-1.0,1.0,1.0,4.0,2.0,7.0,22.0,67.0,442.0,2147.0,441.0,2137.0,5246.0,0.0,7.0,1.0,5.0,6.0,0.0,0.0,5.0,22.0,185.0,420.0,1962.0,42.0,177.0,42.0,0.0,0.0,175.0,0.0,0.0,42.0,175.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,
El Dorado,442.0,443.0,-1.0,900.0,1342.0,792.0,417.0,2.0,3.0,0.0,324.0,0.0,0.0,0.0,51.0,550.0,547.0,5486.0,545.0,5421.0,2.0,65.0,21.0,603.0,21.0,0.0,0.0,396.0,0.0,0.0,21.0,396.0,-11.0,11.0,3.0,7.0,1.0,31.0,7.0,158.0,568.0,6089.0,568.0,6057.0,12112.0,0.0,27.0,0.0,23.0,11.0,2.0,0.0,9.0,18.0,510.0,550.0,5579.0,66.0,494.0,65.0,0.0,0.0,481.0,1.0,0.0,65.0,482.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,
Fresno  a/,1964.0,2169.0,-205.0,5474.0,7438.0,4810.0,3332.0,12.0,306.0,2.0,1360.0,2.0,552.0,0.0,116.0,2628.0,15352.0,72788.0,14764.0,69615.0,588.0,3173.0,267.0,3183.0,243.0,5.0,1.0,3035.0,261.0,22.0,249.0,3083.0,-2.0,2.0,15.0,38.0,3.0,9.0,2.0,51.0,15619.0,75971.0,15451.0,75254.0,220615.0,48.0,765.0,163.0,542.0,212.0,0.0,5.0,175.0,593.0,4831.0,15026.0,71140.0,1452.0,4824.0,1401.0,16.0,0.0,4160.0,28.0,13.0,1417.0,4201.0,35.0,0.0,0.0,618.0,5.0,0.0,35.0,623.0,2.0,6.0,
Glenn,43.0,43.0,0.0,164.0,207.0,164.0,99.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,7.0,43.0,225.0,1139.0,224.0,1135.0,1.0,4.0,13.0,135.0,8.0,0.0,0.0,90.0,1.0,0.0,8.0,91.0,-4.0,4.0,1.0,1.0,1.0,10.0,7.0,29.0,238.0,1274.0,238.0,1262.0,3595.0,1.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,106.0,230.0,1168.0,26.0,148.0,25.0,0.0,0.0,147.0,0.0,0.0,25.0,147.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
Humboldt,499.0,500.0,-1.0,1292.0,1791.0,1074.0,510.0,0.0,22.0,0.0,490.0,0.0,15.0,0.0,74.0,717.0,1015.0,7584.0,1015.0,7478.0,0.0,106.0,35.0,820.0,21.0,0.0,0.0,485.0,2.0,2.0,21.0,489.0,-12.0,12.0,0.0,15.0,3.0,37.0,23.0,267.0,1050.0,8404.0,1048.0,8386.0,17436.0,2.0,14.0,1.0,12.0,6.0,2.0,1.0,6.0,34.0,654.0,1016.0,7750.0,136.0,709.0,136.0,0.0,0.0,693.0,1.0,1.0,136.0,695.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,0.0,0.0,
Imperial,382.0,385.0,-3.0,1215.0,1597.0,1020.0,602.0,1.0,27.0,0.0,354.0,0.0,10.0,0.0,64.0,577.0,2142.0,12374.0,2140.0,12303.0,2.0,71.0,69.0,887.0,45.0,0.0,0.0,536.0,18.0,3.0,45.0,557.0,-18.0,18.0,6.0,10.0,4.0,81.0,32.0,221.0,2211.0,13261.0,2192.0,12883.0,38827.0,19.0,361.0,18.0,341.0,42.0,1.0,1.0,37.0,76.0,820.0,2135.0,12441.0,219.0,1017.0,212.0,3.0,0.0,958.0,22.0,1.0,215.0,981.0,4.0,0.0,0.0,36.0,0.0,0.0,4.0,36.0,0.0,0.0,
Inyo,36.0,36.0,0.0,148.0,184.0,158.0,116.0,1.0,0.0,0.0,37.0,0.0,1.0,0.0,5.0,26.0,110.0,819.0,110.0,818.0,0.0,1.0,7.0,133.0,7.0,0.0,0.0,108.0,1.0,0.0,7.0,109.0,-5.0,5.0,3.0,1.0,0.0,1.0,2.0,17.0,117.0,952.0,117.0,946.0,2167.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,46.0,111.0,906.0,8.0,104.0,7.0,0.0,0.0,102.0,1.0,0.0,7.0,103.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
Kern,2792.0,2794.0,-2.0,6049.0,8841.0,5438.0,3107.0,8.0,64.0,0.0,2128.0,0.0,30.0,0.0,203.0,3403.0,10884.0,46012.0,10861.0,45109.0,23.0,903.0,709.0,4372.0,326.0,3.0,0.0,2714.0,54.0,10.0,329.0,2778.0,115.0,-115.0,26.0,72.0,35.0,237.0,204.0,1400.0,11593.0,50384.0,11527.0,49581.0,148892.0,25.0,761.0,63.0,649.0,188.0,7.0,3.0,154.0,451.0,3836.0,11142.0,46548.0,1204.0,4820.0,1185.0,8.0,0.0,4567.0,78.0,10.0,1193.0,4655.0,11.0,0.0,0.0,161.0,4.0,0.0,11.0,165.0,0.0,0.0,
Kings,2450.0,2451.0,-1.0,1033.0,3483.0,849.0,540.0,2.0,15.0,0.0,290.0,0.0,9.0,0.0,19.0,2634.0,957.0,7546.0,957.0,7546.0,0.0,0.0,137.0,777.0,30.0,0.0,0.0,499.0,9.0,2.0,30.0,510.0,44.0,-44.0,10.0,14.0,9.0,73.0,44.0,224.0,1094.0,8323.0,1069.0,8203.0,24071.0,7.0,108.0,25.0,90.0,30.0,0.0,0.0,30.0,15.0,436.0,1079.0,7887.0,160.0,968.0,157.0,1.0,0.0,934.0,10.0,2.0,158.0,946.0,2.0,0.0,0.0,22.0,0.0,0.0,2.0,22.0,0.0,0.0,
Lake,300.0,302.0,-2.0,494.0,794.0,400.0,229.0,0.0,31.0,0.0,136.0,0.0,10.0,0.0,35.0,394.0,626.0,4295.0,625.0,4235.0,1.0,60.0,62.0,393.0,11.0,0.0,0.0,215.0,2.0,1.0,11.0,218.0,12.0,-12.0,10.0,10.0,0.0,2.0,29.0,175.0,688.0,4688.0,686.0,4658.0,10767.0,1.0,25.0,2.0,20.0,11.0,0.0,0.0,10.0,32.0,413.0,656.0,4275.0,63.0,380.0,63.0,0.0,0.0,367.0,0.0,0.0,63.0,367.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,13.0,0.0,0.0,
Lassen,61.0,62.0,-1.0,159.0,220.0,168.0,112.0,1.0,10.0,0.0,53.0,0.0,4.0,0.0,3.0,52.0,261.0,1090.0,258.0,1072.0,3.0,18.0,34.0,146.0,8.0,0.0,0.0,104.0,0.0,0.0,8.0,104.0,9.0,-9.0,1.0,2.0,3.0,11.0,13.0,38.0,295.0,1236.0,294.0,1236.0,3215.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,111.0,271.0,1125.0,26.0,128.0,25.0,0.0,0.0,127.0,0.0,0.0,25.0,127.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
Los Angeles,5921.0,15416.0,-9495.0,57198.0,63119.0,42265.0,28039.0,93.0,769.0,1821.0,8847.0,146.0,586.0,922.0,2636.0,20854.0,85781.0,448310.0,86380.0,448816.0,-599.0,-506.0,4526.0,38724.0,2042.0,48.0,5.0,25410.0,266.0,268.0,2095.0,25944.0,120.0,164.0,261.0,114.0,1052.0,952.0,998.0,11550.0,90307.0,487034.0,88239.0,477858.0,1167375.0,750.0,9104.0,1988.0,5779.0,4215.0,303.0,80.0,3397.0,6740.0,44403.0,83567.0,442631.0,6569.0,27354.0,5820.0,117.0,7.0,24001.0,343.0,157.0,5944.0,24501.0,606.0,19.0,0.0,2767.0,76.0,10.0,625.0,2853.0,143.0,1064.0,
Madera,2683.0,2683.0,0.0,1018.0,3701.0,947.0,617.0,2.0,16.0,0.0,294.0,0.0,3.0,0.0,36.0,2754.0,1867.0,8384.0,1867.0,8384.0,0.0,0.0,177.0,793.0,26.0,1.0,0.0,585.0,4.0,1.0,27.0,590.0,62.0,-62.0,5.0,11.0,9.0,29.0,74.0,225.0,2044.0,9177.0,2038.0,9111.0,27965.0,1.0,79.0,5.0,62.0,6.0,0.0,1.0,4.0,121.0,567.0,1923.0,8610.0,162.0,919.0,162.0,0.0,0.0,883.0,6.0,0.0,162.0,889.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,
Marin,319.0,325.0,-6.0,553.0,872.0,549.0,301.0,0.0,16.0,0.0,213.0,0.0,12.0,0.0,35.0,323.0,737.0,4845.0,730.0,4791.0,7.0,54.0,28.0,442.0,10.0,1.0,0.0,274.0,13.0,3.0,11.0,290.0,-6.0,6.0,1.0,11.0,2.0,13.0,20.0,122.0,765.0,5287.0,717.0,5110.0,9903.0,9.0,218.0,48.0,147.0,36.0,3.0,0.0,30.0,34.0,367.0,731.0,4920.0,89.0,465.0,80.0,8.0,0.0,433.0,20.0,4.0,88.0,457.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,
Mariposa,47.0,47.0,0.0,93.0,140.0,97.0,68.0,0.0,6.0,0.0,19.0,0.0,4.0,0.0,10.0,43.0,128.0,817.0,128.0,806.0,0.0,11.0,6.0,85.0,5.0,0.0,0.0,63.0,0.0,0.0,5.0,63.0,-1.0,1.0,1.0,2.0,0.0,5.0,1.0,14.0,134.0,902.0,134.0,899.0,2063.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,66.0,132.0,836.0,17.0,69.0,17.0,0.0,0.0,66.0,0.0,0.0,17.0,66.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mendocino,306.0,307.0,-1.0,569.0,875.0,702.0,510.0,0.0,3.0,0.0,182.0,0.0,4.0,0.0,10.0,173.0,811.0,5856.0,811.0,5856.0,0.0,0.0,74.0,681.0,47.0,0.0,0.0,458.0,3.0,2.0,47.0,463.0,11.0,-11.0,2.0,3.0,3.0,58.0,11.0,168.0,885.0,6537.0,881.0,6499.0,13859.0,3.0,30.0,4.0,26.0,16.0,0.0,0.0,12.0,23.0,299.0,862.0,6238.0,184.0,888.0,181.0,1.0,0.0,877.0,3.0,4.0,182.0,884.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,
Merced,935.0,969.0,-34.0,1928.0,2863.0,1585.0,1036.0,6.0,34.0,0.0,386.0,0.0,15.0,0.0,163.0,1278.0,4544.0,17547.0,4502.0,17295.0,42.0,252.0,293.0,1344.0,100.0,1.0,0.0,931.0,3.0,1.0,101.0,935.0,74.0,-74.0,23.0,26.0,14.0,82.0,81.0,375.0,4837.0,18891.0,4818.0,18817.0,56492.0,1.0,94.0,18.0,69.0,3.0,4.0,1.0,5.0,196.0,1309.0,4641.0,17582.0,542.0,1868.0,532.0,5.0,0.0,1813.0,9.0,2.0,537.0,1824.0,5.0,0.0,0.0,44.0,0.0,0.0,5.0,44.0,0.0,0.0,
Modoc,29.0,29.0,0.0,41.0,70.0,55.0,30.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,15.0,62.0,335.0,62.0,331.0,0.0,4.0,10.0,40.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,9.0,-9.0,1.0,0.0,0.0,6.0,0.0,13.0,72.0,375.0,72.0,375.0,986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,68.0,338.0,10.0,41.0,10.0,0.0,0.0,38.0,0.0,0.0,10.0,38.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mono,45.0,44.0,1.0,142.0,187.0,96.0,61.0,0.0,4.0,0.0,19.0,0.0,1.0,0.0,16.0,91.0,18.0,465.0,18.0,463.0,0.0,2.0,-1.0,68.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,17.0,533.0,17.0,533.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,16.0,486.0,2.0,32.0,2.0,0.0,0.0,31.0,0.0,0.0,2.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Monterey,1316.0,1325.0,-9.0,2641.0,3957.0,2774.0,1847.0,0.0,0.0,0.0,843.0,0.0,1.0,0.0,84.0,1183.0,3534.0,16983.0,3521.0,16813.0,13.0,170.0,675.0,1790.0,173.0,1.0,0.0,1644.0,26.0,3.0,174.0,1673.0,424.0,-424.0,6.0,15.0,8.0,64.0,63.0,462.0,4209.0,18773.0,4185.0,18573.0,52115.0,8.0,232.0,22.0,178.0,28.0,7.0,2.0,22.0,117.0,1119.0,4092.0,17654.0,447.0,2270.0,441.0,0.0,1.0,2210.0,21.0,0.0,442.0,2231.0,5.0,0.0,0.0,39.0,0.0,0.0,5.0,39.0,0.0,0.0,
Napa,322.0,327.0,-5.0,440.0,762.0,437.0,225.0,2.0,61.0,0.0,147.0,0.0,24.0,0.0,65.0,325.0,376.0,2817.0,376.0,2788.0,0.0,29.0,22.0,298.0,7.0,0.0,0.0,214.0,3.0,1.0,7.0,218.0,4.0,-4.0,2.0,4.0,1.0,11.0,8.0,69.0,398.0,3115.0,390.0,3058.0,7229.0,4.0,63.0,7.0,53.0,6.0,0.0,1.0,4.0,19.0,222.0,379.0,2893.0,44.0,279.0,44.0,0.0,0.0,268.0,6.0,0.0,44.0,274.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,
Nevada,213.0,216.0,-3.0,500.0,713.0,409.0,234.0,0.0,1.0,0.0,157.0,0.0,0.0,0.0,18.0,304.0,404.0,3319.0,402.0,3290.0,2.0,29.0,18.0,351.0,11.0,0.0,0.0,223.0,0.0,0.0,11.0,223.0,-6.0,6.0,2.0,6.0,4.0,19.0,7.0,97.0,422.0,3670.0,421.0,3659.0,7742.0,3.0,6.0,0.0,9.0,4.0,0.0,1.0,2.0,22.0,303.0,400.0,3367.0,53.0,308.0,52.0,0.0,0.0,295.0,0.0,0.0,52.0,295.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,13.0,0.0,0.0,
Orange,10774.0,10774.0,0.0,8799.0,19573.0,8137.0,5704.0,1.0,90.0,123.0,2029.0,1.0,185.0,50.0,231.0,11436.0,24211.0,75981.0,24211.0,75981.0,0.0,0.0,741.0,7725.0,373.0,6.0,1.0,5149.0,100.0,75.0,380.0,5324.0,-3.0,3.0,5.0,29.0,4.0,4.0,355.0,2365.0,24952.0,83706.0,24785.0,80752.0,245485.0,250.0,2873.0,163.0,2006.0,1327.0,2.0,4.0,948.0,563.0,6234.0,24389.0,77472.0,1061.0,5391.0,1032.0,13.0,0.0,4750.0,108.0,30.0,1045.0,4888.0,16.0,0.0,0.0,483.0,14.0,6.0,16.0,503.0,0.0,0.0,
Placer,264.0,264.0,0.0,886.0,1150.0,791.0,399.0,0.0,1.0,0.0,322.0,0.0,15.0,0.0,70.0,359.0,850.0,7238.0,850.0,7238.0,0.0,0.0,96.0,811.0,31.0,0.0,1.0,364.0,2.0,1.0,32.0,367.0,0.0,0.0,5.0,25.0,16.0,169.0,43.0,250.0,946.0,8049.0,929.0,7998.0,18266.0,0.0,62.0,16.0,32.0,16.0,8.0,1.0,19.0,68.0,755.0,878.0,7294.0,65.0,392.0,61.0,3.0,0.0,375.0,2.0,0.0,64.0,377.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,15.0,0.0,0.0,
Plumas,59.0,59.0,0.0,135.0,194.0,121.0,77.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,6.0,73.0,100.0,731.0,100.0,726.0,0.0,5.0,13.0,83.0,2.0,0.0,0.0,75.0,0.0,0.0,2.0,75.0,6.0,-6.0,3.0,2.0,2.0,0.0,0.0,12.0,113.0,814.0,113.0,813.0,1843.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,63.0,109.0,751.0,12.0,53.0,12.0,0.0,0.0,52.0,0.0,0.0,12.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,3002.0,3014.0,-12.0,12123.0,15125.0,11034.0,5942.0,5.0,12.0,0.0,4581.0,0.0,18.0,0.0,511.0,4091.0,18925.0,95595.0,18899.0,94598.0,26.0,997.0,994.0,8426.0,465.0,11.0,1.0,5388.0,54.0,23.0,477.0,5465.0,39.0,-39.0,46.0,135.0,90.0,563.0,342.0,2302.0,19919.0,104021.0,19762.0,102688.0,291006.0,113.0,1264.0,145.0,1072.0,298.0,24.0,12.0,261.0,859.0,8274.0,19060.0,95747.0,1883.0,8279.0,1836.0,21.0,1.0,7912.0,83.0,24.0,1858.0,8019.0,25.0,0.0,0.0,256.0,2.0,2.0,25.0,260.0,0.0,0.0,
