,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART B. ,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,PART C.,CDSS Use Only
Contra Costa,1994.0,2030.0,-36.0,3042.0,5036.0,2882.0,1495.0,20.0,104.0,4.0,1120.0,0.0,132.0,0.0,263.0,2154.0,5032.0,27363.0,5062.0,27091.0,-30.0,272.0,392.0,2776.0,172.0,4.0,0.0,1291.0,21.0,7.0,176.0,1319.0,-3.0,3.0,10.0,38.0,18.0,45.0,191.0,1371.0,5424.0,30139.0,5352.0,29720.0,72854.0,30.0,442.0,70.0,302.0,155.0,0.0,2.0,117.0,290.0,2748.0,5134.0,27391.0,448.0,1440.0,438.0,5.0,0.0,1374.0,23.0,1.0,443.0,1398.0,5.0,0.0,0.0,42.0,0.0,0.0,5.0,42.0,0.0,0.0,
Del Norte  a/ ,56.0,63.0,-7.0,183.0,239.0,175.0,95.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,5.0,64.0,408.0,1961.0,408.0,1961.0,0.0,0.0,20.0,168.0,5.0,0.0,0.0,90.0,0.0,0.0,5.0,90.0,-7.0,7.0,4.0,6.0,2.0,8.0,16.0,57.0,428.0,2129.0,427.0,2121.0,5251.0,0.0,6.0,1.0,4.0,5.0,3.0,0.0,4.0,29.0,191.0,399.0,1938.0,38.0,164.0,37.0,0.0,0.0,159.0,0.0,0.0,37.0,159.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,
El Dorado,187.0,193.0,-6.0,687.0,874.0,679.0,391.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,41.0,195.0,569.0,5895.0,569.0,5895.0,0.0,0.0,31.0,592.0,23.0,0.0,0.0,364.0,2.0,2.0,23.0,368.0,-16.0,16.0,5.0,16.0,1.0,38.0,18.0,154.0,600.0,6487.0,600.0,6451.0,12774.0,0.0,32.0,0.0,27.0,9.0,0.0,0.0,9.0,39.0,605.0,561.0,5882.0,95.0,487.0,93.0,0.0,0.0,475.0,3.0,1.0,93.0,479.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,
Fresno  a/ ,1561.0,2585.0,-1024.0,4755.0,6316.0,4519.0,2988.0,11.0,100.0,2.0,1421.0,0.0,244.0,0.0,108.0,1797.0,14946.0,76306.0,14828.0,66790.0,118.0,9516.0,251.0,2847.0,239.0,1.0,0.0,2705.0,25.0,18.0,240.0,2748.0,-6.0,6.0,14.0,32.0,0.0,9.0,3.0,52.0,15197.0,79153.0,15037.0,78416.0,222783.0,46.0,779.0,159.0,552.0,207.0,0.0,1.0,185.0,763.0,6364.0,14434.0,72789.0,1284.0,5190.0,1261.0,5.0,0.0,4124.0,33.0,8.0,1266.0,4165.0,18.0,0.0,0.0,1012.0,11.0,2.0,18.0,1025.0,0.0,3.0,
Glenn,42.0,43.0,-1.0,111.0,153.0,124.0,60.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,10.0,29.0,227.0,1181.0,227.0,1181.0,0.0,0.0,16.0,105.0,6.0,0.0,0.0,54.0,0.0,0.0,6.0,54.0,4.0,-4.0,3.0,5.0,0.0,7.0,3.0,43.0,243.0,1286.0,243.0,1278.0,3620.0,0.0,7.0,0.0,7.0,0.0,1.0,0.0,1.0,10.0,124.0,233.0,1162.0,31.0,100.0,30.0,0.0,0.0,93.0,0.0,0.0,30.0,93.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,
Humboldt,320.0,334.0,-14.0,1216.0,1536.0,1212.0,588.0,0.0,3.0,0.0,567.0,0.0,3.0,0.0,57.0,324.0,1040.0,8936.0,1040.0,8936.0,0.0,0.0,49.0,1021.0,19.0,0.0,0.0,567.0,2.0,0.0,19.0,569.0,-5.0,5.0,1.0,27.0,2.0,61.0,32.0,359.0,1089.0,9957.0,1084.0,9929.0,19647.0,4.0,19.0,5.0,14.0,20.0,0.0,0.0,14.0,61.0,787.0,1028.0,9170.0,123.0,717.0,119.0,2.0,0.0,699.0,2.0,0.0,121.0,701.0,2.0,0.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0,0.0,
Imperial,786.0,800.0,-14.0,1345.0,2131.0,1340.0,772.0,2.0,48.0,0.0,494.0,0.0,21.0,0.0,74.0,791.0,2266.0,13056.0,2266.0,13056.0,0.0,0.0,118.0,1067.0,66.0,2.0,1.0,676.0,23.0,4.0,69.0,703.0,-8.0,8.0,7.0,12.0,2.0,67.0,48.0,277.0,2384.0,14123.0,2359.0,13706.0,41312.0,26.0,393.0,24.0,365.0,58.0,6.0,1.0,52.0,88.0,1004.0,2296.0,13119.0,277.0,1240.0,273.0,3.0,0.0,1156.0,35.0,2.0,276.0,1193.0,1.0,0.0,0.0,46.0,1.0,0.0,1.0,47.0,0.0,0.0,
Inyo,25.0,25.0,0.0,100.0,125.0,97.0,54.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,4.0,28.0,101.0,881.0,101.0,880.0,0.0,1.0,4.0,73.0,2.0,0.0,0.0,52.0,0.0,0.0,2.0,52.0,-2.0,2.0,0.0,2.0,3.0,1.0,1.0,16.0,105.0,954.0,104.0,949.0,2133.0,0.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,9.0,91.0,96.0,863.0,14.0,72.0,12.0,0.0,1.0,67.0,1.0,0.0,13.0,68.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,
Kern,2839.0,2846.0,-7.0,5293.0,8132.0,5354.0,3045.0,3.0,25.0,0.0,2055.0,0.0,15.0,0.0,254.0,2778.0,10888.0,47212.0,10887.0,47214.0,1.0,-2.0,421.0,4183.0,289.0,2.0,0.0,2705.0,35.0,14.0,291.0,2754.0,-116.0,116.0,23.0,71.0,57.0,300.0,166.0,942.0,11309.0,51395.0,11237.0,50548.0,148786.0,31.0,750.0,67.0,640.0,264.0,18.0,5.0,207.0,552.0,4838.0,10757.0,46557.0,1240.0,4435.0,1205.0,7.0,0.0,4186.0,55.0,13.0,1212.0,4254.0,28.0,0.0,0.0,176.0,5.0,0.0,28.0,181.0,0.0,0.0,
Kings,2471.0,2471.0,0.0,822.0,3293.0,820.0,497.0,0.0,0.0,0.0,304.0,0.0,1.0,0.0,19.0,2473.0,1558.0,7893.0,1558.0,7893.0,0.0,0.0,81.0,735.0,35.0,0.0,0.0,455.0,5.0,2.0,35.0,462.0,-4.0,4.0,7.0,10.0,7.0,57.0,36.0,202.0,1639.0,8628.0,1623.0,8508.0,23817.0,6.0,103.0,16.0,93.0,25.0,2.0,0.0,27.0,100.0,910.0,1539.0,7718.0,178.0,708.0,173.0,3.0,0.0,674.0,3.0,1.0,176.0,678.0,2.0,0.0,0.0,28.0,2.0,0.0,2.0,30.0,0.0,0.0,
Lake,242.0,246.0,-4.0,434.0,676.0,457.0,279.0,1.0,13.0,0.0,154.0,0.0,7.0,0.0,24.0,219.0,631.0,4609.0,631.0,4609.0,0.0,0.0,34.0,471.0,12.0,0.0,0.0,264.0,3.0,0.0,12.0,267.0,-12.0,12.0,5.0,11.0,2.0,10.0,27.0,171.0,665.0,5080.0,662.0,5059.0,11354.0,2.0,17.0,2.0,14.0,9.0,0.0,1.0,7.0,62.0,421.0,603.0,4659.0,65.0,382.0,63.0,0.0,0.0,369.0,1.0,2.0,63.0,372.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,
Lassen,116.0,119.0,-3.0,127.0,243.0,164.0,96.0,1.0,17.0,0.0,65.0,0.0,4.0,0.0,3.0,79.0,273.0,1107.0,273.0,1108.0,0.0,-1.0,27.0,166.0,7.0,0.0,0.0,89.0,0.0,0.0,7.0,89.0,-1.0,1.0,1.0,2.0,2.0,31.0,18.0,43.0,300.0,1273.0,300.0,1272.0,3222.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,127.0,273.0,1146.0,40.0,122.0,39.0,0.0,0.0,122.0,0.0,0.0,39.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Los Angeles,8907.0,18729.0,-9822.0,54102.0,63009.0,42510.0,28287.0,148.0,662.0,1737.0,9630.0,171.0,719.0,796.0,2060.0,20499.0,80919.0,458412.0,85110.0,473479.0,-4191.0,-15067.0,5778.0,45563.0,2241.0,44.0,1.0,25441.0,292.0,268.0,2286.0,26001.0,145.0,92.0,320.0,84.0,1002.0,1179.0,2025.0,18207.0,86697.0,503975.0,84563.0,494388.0,1180384.0,795.0,9490.0,2061.0,5959.0,4538.0,314.0,73.0,3628.0,2505.0,41445.0,84192.0,462530.0,6082.0,25117.0,5597.0,114.0,7.0,22690.0,311.0,162.0,5718.0,23163.0,353.0,11.0,0.0,1900.0,39.0,15.0,364.0,1954.0,155.0,1742.0,
Madera,2616.0,2616.0,0.0,733.0,3349.0,736.0,469.0,1.0,5.0,0.0,216.0,0.0,0.0,0.0,51.0,2613.0,1845.0,8896.0,1845.0,8896.0,0.0,0.0,96.0,718.0,38.0,0.0,0.0,428.0,2.0,1.0,38.0,431.0,-20.0,20.0,1.0,18.0,12.0,48.0,65.0,201.0,1941.0,9614.0,1935.0,9559.0,28572.0,2.0,58.0,5.0,51.0,7.0,0.0,1.0,4.0,124.0,782.0,1817.0,8832.0,226.0,846.0,224.0,1.0,0.0,793.0,5.0,0.0,225.0,798.0,1.0,0.0,0.0,47.0,1.0,0.0,1.0,48.0,0.0,0.0,
Marin,192.0,193.0,-1.0,507.0,699.0,516.0,300.0,0.0,5.0,0.0,189.0,0.0,2.0,0.0,27.0,183.0,735.0,5157.0,735.0,5160.0,0.0,-3.0,35.0,439.0,8.0,1.0,0.0,271.0,10.0,10.0,9.0,291.0,6.0,-6.0,1.0,9.0,5.0,32.0,14.0,113.0,770.0,5596.0,718.0,5357.0,10234.0,11.0,271.0,51.0,178.0,66.0,11.0,1.0,61.0,43.0,405.0,727.0,5191.0,77.0,395.0,70.0,6.0,0.0,363.0,17.0,4.0,76.0,384.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,0.0,0.0,
Mariposa,35.0,39.0,-4.0,82.0,117.0,73.0,51.0,0.0,6.0,0.0,17.0,0.0,2.0,0.0,5.0,44.0,124.0,834.0,124.0,834.0,0.0,0.0,11.0,71.0,2.0,0.0,0.0,48.0,1.0,0.0,2.0,49.0,7.0,-7.0,1.0,10.0,0.0,4.0,1.0,15.0,135.0,905.0,135.0,902.0,2006.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,75.0,122.0,830.0,15.0,70.0,14.0,0.0,0.0,68.0,1.0,0.0,14.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,
Mendocino,198.0,202.0,-4.0,580.0,778.0,515.0,408.0,0.0,4.0,0.0,94.0,0.0,1.0,0.0,13.0,263.0,806.0,6188.0,806.0,6188.0,0.0,0.0,52.0,587.0,22.0,1.0,0.0,382.0,1.0,2.0,23.0,385.0,0.0,0.0,4.0,6.0,10.0,76.0,15.0,120.0,858.0,6775.0,853.0,6734.0,14055.0,3.0,30.0,5.0,26.0,17.0,0.0,0.0,15.0,46.0,628.0,812.0,6147.0,67.0,455.0,67.0,0.0,0.0,444.0,2.0,0.0,67.0,446.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,
Merced,572.0,612.0,-40.0,1596.0,2168.0,1563.0,886.0,0.0,5.0,0.0,497.0,0.0,7.0,0.0,180.0,605.0,4541.0,18444.0,4541.0,18447.0,0.0,-3.0,226.0,1445.0,103.0,0.0,0.0,780.0,2.0,1.0,103.0,783.0,-22.0,22.0,20.0,48.0,25.0,136.0,100.0,456.0,4767.0,19889.0,4746.0,19820.0,58013.0,5.0,79.0,20.0,62.0,8.0,1.0,1.0,7.0,268.0,1645.0,4499.0,18244.0,511.0,1557.0,505.0,1.0,0.0,1486.0,5.0,0.0,506.0,1491.0,5.0,0.0,0.0,65.0,1.0,0.0,5.0,66.0,0.0,0.0,
Modoc,13.0,15.0,-2.0,44.0,57.0,36.0,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,21.0,69.0,380.0,69.0,380.0,0.0,0.0,7.0,30.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,18.0,2.0,-2.0,1.0,2.0,1.0,3.0,1.0,9.0,76.0,410.0,76.0,409.0,1055.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,37.0,70.0,373.0,12.0,31.0,12.0,0.0,0.0,28.0,0.0,0.0,12.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,
Mono,17.0,17.0,0.0,72.0,89.0,41.0,22.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,7.0,48.0,14.0,425.0,14.0,425.0,0.0,0.0,-2.0,37.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,-2.0,2.0,0.0,1.0,0.0,2.0,0.0,10.0,12.0,462.0,12.0,460.0,792.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,76.0,10.0,386.0,1.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
Monterey,590.0,606.0,-16.0,1924.0,2514.0,1797.0,921.0,0.0,1.0,0.0,793.0,0.0,0.0,0.0,83.0,717.0,2823.0,16716.0,2824.0,16717.0,-1.0,-1.0,-15.0,1557.0,49.0,0.0,0.0,859.0,11.0,2.0,49.0,872.0,-127.0,127.0,4.0,18.0,13.0,109.0,46.0,431.0,2808.0,18273.0,2786.0,18098.0,46901.0,12.0,188.0,21.0,149.0,29.0,5.0,1.0,26.0,160.0,2079.0,2648.0,16194.0,340.0,1564.0,331.0,4.0,0.0,1410.0,13.0,0.0,335.0,1423.0,5.0,0.0,0.0,141.0,0.0,0.0,5.0,141.0,0.0,0.0,
Napa,157.0,156.0,1.0,326.0,483.0,280.0,145.0,1.0,15.0,0.0,115.0,0.0,5.0,0.0,20.0,203.0,340.0,2892.0,340.0,2892.0,0.0,0.0,31.0,247.0,8.0,0.0,0.0,132.0,5.0,0.0,8.0,137.0,9.0,-9.0,1.0,3.0,1.0,11.0,12.0,105.0,371.0,3139.0,363.0,3068.0,7149.0,1.0,74.0,7.0,60.0,11.0,5.0,1.0,11.0,13.0,292.0,358.0,2847.0,43.0,265.0,43.0,0.0,0.0,250.0,7.0,0.0,43.0,257.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,
Nevada,256.0,256.0,0.0,418.0,674.0,391.0,232.0,1.0,2.0,0.0,145.0,0.0,1.0,0.0,14.0,283.0,392.0,3517.0,392.0,3518.0,0.0,-1.0,21.0,331.0,6.0,0.0,0.0,226.0,0.0,0.0,6.0,226.0,-4.0,4.0,3.0,14.0,0.0,22.0,16.0,65.0,413.0,3848.0,412.0,3837.0,7789.0,1.0,8.0,1.0,7.0,5.0,0.0,0.0,4.0,26.0,347.0,387.0,3501.0,33.0,291.0,33.0,0.0,0.0,272.0,1.0,0.0,33.0,273.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,
Orange,12947.0,12947.0,0.0,8857.0,21804.0,8455.0,5939.0,11.0,103.0,191.0,2027.0,10.0,251.0,47.0,251.0,13349.0,24971.0,79335.0,24971.0,79335.0,0.0,0.0,805.0,8545.0,433.0,7.0,1.0,5348.0,97.0,53.0,441.0,5498.0,3.0,-3.0,7.0,27.0,8.0,10.0,346.0,3013.0,25776.0,87880.0,25575.0,84885.0,250678.0,254.0,2829.0,198.0,1950.0,1479.0,0.0,3.0,1045.0,658.0,7655.0,25118.0,80225.0,1033.0,5569.0,997.0,20.0,0.0,4835.0,108.0,28.0,1017.0,4971.0,16.0,0.0,0.0,574.0,12.0,12.0,16.0,598.0,0.0,0.0,
Placer,281.0,281.0,0.0,802.0,1083.0,786.0,416.0,0.0,6.0,0.0,314.0,0.0,9.0,0.0,56.0,297.0,1002.0,7447.0,1002.0,7447.0,0.0,0.0,172.0,758.0,79.0,0.0,0.0,336.0,1.0,0.0,79.0,337.0,0.0,0.0,7.0,12.0,27.0,103.0,59.0,306.0,1174.0,8205.0,1159.0,8152.0,18462.0,0.0,70.0,14.0,34.0,16.0,8.0,1.0,19.0,101.0,755.0,1073.0,7450.0,92.0,479.0,89.0,0.0,0.0,459.0,0.0,0.0,89.0,459.0,3.0,0.0,0.0,20.0,0.0,0.0,3.0,20.0,0.0,0.0,
Plumas,50.0,51.0,-1.0,141.0,191.0,132.0,80.0,0.0,1.0,0.0,47.0,0.0,0.0,0.0,5.0,59.0,111.0,765.0,111.0,766.0,0.0,-1.0,-1.0,126.0,3.0,0.0,0.0,77.0,0.0,0.0,3.0,77.0,-6.0,6.0,0.0,3.0,0.0,9.0,2.0,31.0,110.0,891.0,110.0,891.0,1917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,116.0,105.0,775.0,9.0,69.0,9.0,0.0,0.0,68.0,0.0,0.0,9.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
Riverside,4114.0,4154.0,-40.0,11745.0,15859.0,11819.0,6699.0,9.0,24.0,0.0,4704.0,0.0,26.0,0.0,416.0,4040.0,18649.0,100372.0,18494.0,99622.0,155.0,750.0,900.0,8854.0,505.0,5.0,0.0,6089.0,75.0,25.0,510.0,6189.0,-67.0,67.0,50.0,166.0,25.0,274.0,382.0,2158.0,19549.0,109226.0,19397.0,107958.0,296683.0,118.0,1196.0,150.0,1012.0,306.0,19.0,2.0,256.0,1054.0,8878.0,18495.0,100348.0,2108.0,9468.0,2061.0,24.0,0.0,9117.0,97.0,14.0,2085.0,9228.0,23.0,0.0,0.0,235.0,4.0,1.0,23.0,240.0,0.0,0.0,
