October 2015,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,PART A.  PARTICIPATION DURING THE MONTH (Continued),,,,,,,,,PART A.  PARTICIPATION (Continued),,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,,CDSS Use Only:
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,,1282809649.02
Mendocino,743.0,1.0,1.0,6337.0,33.0,12.0,7080.0,34.0,13.0,1888.0,11363.0,13251.0,2.0,1.0,86.0,39.0,88.0,40.0,1.0,15.0,16.0,0.0,0.0,0.0,9296.0,9296.0,0.0,1912855.0,6413.0,1919268.0,
Merced,4287.0,25.0,0.0,20726.0,73.0,10.0,25013.0,98.0,10.0,11660.0,45897.0,57557.0,65.0,26.0,197.0,77.0,262.0,103.0,0.0,12.0,12.0,0.0,0.0,0.0,33457.0,33457.0,0.0,7786866.0,9049.0,7795915.0,
Modoc,78.0,0.0,0.0,367.0,0.0,0.0,445.0,0.0,0.0,210.0,762.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,594.0,0.0,122782.0,0.0,122782.0,
Mono,16.0,0.0,0.0,438.0,2.0,0.0,454.0,2.0,0.0,44.0,718.0,762.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,623.0,0.0,110264.0,178.0,110442.0,
Monterey,2528.0,28.0,0.0,18942.0,202.0,38.0,21470.0,230.0,38.0,6480.0,40605.0,47085.0,74.0,30.0,547.0,233.0,621.0,263.0,0.0,52.0,52.0,0.0,0.0,0.0,29374.0,29374.0,0.0,6148016.0,25772.0,6173788.0,
Napa,349.0,11.0,1.0,3170.0,60.0,9.0,3519.0,71.0,10.0,840.0,6304.0,7144.0,24.0,15.0,154.0,66.0,178.0,81.0,1.0,10.0,11.0,0.0,0.0,0.0,4959.0,4959.0,0.0,913274.0,6702.0,919976.0,
Nevada,323.0,1.0,0.0,3997.0,11.0,2.0,4320.0,12.0,2.0,845.0,6946.0,7791.0,1.0,1.0,25.0,12.0,26.0,13.0,0.0,3.0,3.0,0.0,0.0,0.0,5686.0,5686.0,0.0,1086835.0,1690.0,1088525.0,
Orange,12103.0,213.0,8.0,109294.0,2244.0,1148.0,121397.0,2457.0,1156.0,31094.0,219236.0,250330.0,491.0,281.0,4776.0,2735.0,5267.0,3016.0,11.0,1554.0,1565.0,0.0,0.0,0.0,131951.0,131951.0,0.0,35129008.0,534960.0,35663968.0,
Placer,806.0,10.0,0.0,8486.0,38.0,26.0,9292.0,48.0,26.0,2077.0,15813.0,17890.0,14.0,15.0,92.0,47.0,106.0,62.0,0.0,32.0,32.0,0.0,0.0,0.0,9908.0,9908.0,0.0,2352496.0,11230.0,2363726.0,
Plumas,101.0,0.0,0.0,976.0,0.0,1.0,1077.0,0.0,1.0,242.0,1766.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1357.0,1357.0,0.0,272877.0,357.0,273234.0,
Riverside,17415.0,114.0,9.0,113463.0,941.0,230.0,130878.0,1055.0,239.0,47302.0,247992.0,295294.0,254.0,139.0,2695.0,1056.0,2949.0,1195.0,9.0,283.0,292.0,0.0,0.0,0.0,175837.0,175837.0,0.0,40369479.0,163160.0,40532639.0,
Sacramento,16159.0,429.0,13.0,87009.0,1031.0,618.0,103168.0,1460.0,631.0,41354.0,172804.0,214158.0,967.0,683.0,2292.0,1448.0,3259.0,2131.0,16.0,809.0,825.0,0.0,0.0,0.0,120860.0,120860.0,0.0,31524525.0,372296.0,31896821.0,
San Benito,287.0,5.0,0.0,2370.0,17.0,2.0,2657.0,22.0,2.0,769.0,5092.0,5861.0,10.0,6.0,40.0,17.0,50.0,23.0,0.0,2.0,2.0,0.0,0.0,0.0,3572.0,3572.0,0.0,786191.0,1918.0,788109.0,
San Bernardino,27438.0,193.0,7.0,154290.0,989.0,343.0,181728.0,1182.0,350.0,73383.0,327439.0,400822.0,471.0,221.0,2688.0,1170.0,3159.0,1391.0,7.0,455.0,462.0,0.0,0.0,0.0,239744.0,239744.0,0.0,55970038.0,205965.0,56176003.0,
San Diego,15397.0,314.0,11.0,126299.0,1773.0,780.0,141696.0,2087.0,791.0,41847.0,243300.0,285147.0,690.0,396.0,4184.0,2024.0,4874.0,2420.0,20.0,974.0,994.0,0.0,0.0,0.0,171639.0,171639.0,0.0,39960415.0,387691.0,40348106.0,
San Francisco,2405.0,129.0,12.0,30018.0,789.0,1108.0,32423.0,918.0,1120.0,5302.0,43320.0,48622.0,254.0,158.0,1485.0,991.0,1739.0,1149.0,19.0,1155.0,1174.0,0.0,0.0,0.0,39218.0,39218.0,0.0,7515555.0,285924.0,7801479.0,
San Joaquin,8121.0,70.0,2.0,44530.0,459.0,127.0,52651.0,529.0,129.0,20709.0,98287.0,118996.0,183.0,77.0,1241.0,547.0,1424.0,624.0,3.0,181.0,184.0,0.0,0.0,0.0,71227.0,71227.0,0.0,16488589.0,88304.0,16576893.0,
San Luis Obispo,1053.0,6.0,0.0,8994.0,42.0,8.0,10047.0,48.0,8.0,2611.0,15880.0,18491.0,20.0,9.0,100.0,48.0,120.0,57.0,0.0,9.0,9.0,0.0,0.0,0.0,10810.0,10810.0,0.0,2531589.0,5519.0,2537108.0,
San Mateo,1060.0,30.0,1.0,14403.0,448.0,174.0,15463.0,478.0,175.0,2517.0,27065.0,29582.0,79.0,33.0,1055.0,554.0,1134.0,587.0,1.0,223.0,224.0,0.0,0.0,0.0,18769.0,18769.0,0.0,4062201.0,82113.0,4144314.0,
Santa Barbara,2203.0,14.0,2.0,15132.0,119.0,42.0,17335.0,133.0,44.0,5719.0,30594.0,36313.0,20.0,16.0,280.0,128.0,300.0,144.0,2.0,50.0,52.0,0.0,0.0,0.0,21173.0,21173.0,0.0,4837709.0,23223.0,4860932.0,
Santa Clara,5181.0,107.0,3.0,48206.0,886.0,761.0,53387.0,993.0,764.0,12431.0,92526.0,104957.0,224.0,139.0,1863.0,1175.0,2087.0,1314.0,5.0,1090.0,1095.0,0.0,0.0,0.0,58109.0,58109.0,0.0,14900230.0,293091.0,15193321.0,
Santa Cruz  a/,1118.0,2.0,0.0,12860.0,44.0,7.0,13978.0,46.0,7.0,2749.0,23020.0,25769.0,4.0,2.0,101.0,47.0,105.0,49.0,0.0,7.0,7.0,0.0,0.0,0.0,16604.0,16604.0,0.0,3450403.0,5644.0,3456047.0,
Shasta,1420.0,2.0,0.0,11662.0,27.0,13.0,13082.0,29.0,13.0,3538.0,21600.0,25138.0,3.0,2.0,57.0,29.0,60.0,31.0,0.0,18.0,18.0,0.0,0.0,0.0,17161.0,17161.0,0.0,3371665.0,6562.0,3378227.0,
Sierra,7.0,0.0,0.0,161.0,0.0,0.0,168.0,0.0,0.0,18.0,289.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,0.0,41527.0,0.0,41527.0,
Siskiyou,441.0,1.0,0.0,2855.0,2.0,5.0,3296.0,3.0,5.0,1238.0,5767.0,7005.0,2.0,1.0,10.0,2.0,12.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,4407.0,4407.0,0.0,941345.0,1211.0,942556.0,
Solano,2871.0,21.0,1.0,20146.0,146.0,64.0,23017.0,167.0,65.0,6950.0,36764.0,43714.0,54.0,22.0,342.0,169.0,396.0,191.0,2.0,85.0,87.0,0.0,0.0,0.0,24455.0,24455.0,0.0,6290529.23,31455.28,6321984.51,
Sonoma,1687.0,26.0,1.0,18033.0,225.0,50.0,19720.0,251.0,51.0,4060.0,30686.0,34746.0,63.0,29.0,546.0,238.0,609.0,267.0,1.0,68.0,69.0,0.0,0.0,0.0,23003.0,23003.0,0.0,4835655.0,33687.0,4869342.0,
Stanislaus,5988.0,23.0,0.0,37268.0,159.0,36.0,43256.0,182.0,36.0,15615.0,76006.0,91621.0,58.0,28.0,445.0,184.0,503.0,212.0,0.0,43.0,43.0,0.0,0.0,0.0,59816.0,59816.0,0.0,12718598.0,25782.0,12744380.0,
Sutter,760.0,8.0,0.0,4902.0,55.0,14.0,5662.0,63.0,14.0,2081.0,10896.0,12977.0,21.0,9.0,138.0,69.0,159.0,78.0,0.0,16.0,16.0,0.0,0.0,0.0,7641.0,7641.0,0.0,1773319.0,9879.0,1783198.0,
Tehama,619.0,3.0,0.0,4163.0,26.0,4.0,4782.0,29.0,4.0,1672.0,8786.0,10458.0,6.0,3.0,95.0,34.0,101.0,37.0,0.0,4.0,4.0,0.0,0.0,0.0,6318.0,6318.0,0.0,1390220.0,4799.0,1395019.0,
Trinity,67.0,0.0,0.0,985.0,0.0,0.0,1052.0,0.0,0.0,164.0,1698.0,1862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,1314.0,0.0,278089.0,0.0,278089.0,
Tulare,8620.0,64.0,3.0,43752.0,725.0,192.0,52372.0,789.0,195.0,23680.0,98086.0,121766.0,161.0,71.0,2005.0,787.0,2166.0,858.0,6.0,235.0,241.0,0.0,0.0,0.0,62937.0,62937.0,0.0,16838588.0,130119.0,16968707.0,
Tuolumne,339.0,1.0,0.0,2828.0,8.0,3.0,3167.0,9.0,3.0,869.0,4807.0,5676.0,5.0,1.0,10.0,10.0,15.0,11.0,0.0,5.0,5.0,0.0,0.0,0.0,4139.0,4139.0,0.0,772350.0,2387.0,774737.0,
Ventura,3241.0,21.0,1.0,34177.0,367.0,174.0,37418.0,388.0,175.0,8200.0,66926.0,75126.0,57.0,29.0,884.0,407.0,941.0,436.0,1.0,216.0,217.0,0.0,0.0,0.0,44512.0,44512.0,0.0,10481342.0,129614.0,10610956.0,
Yolo,1041.0,50.0,0.0,9314.0,165.0,64.0,10355.0,215.0,64.0,2686.0,17456.0,20142.0,119.0,79.0,435.0,225.0,554.0,304.0,0.0,88.0,88.0,0.0,0.0,0.0,12563.0,12563.0,0.0,2814538.0,48212.0,2862750.0,
Yuba,846.0,6.0,0.0,5520.0,26.0,7.0,6366.0,32.0,7.0,2263.0,11466.0,13729.0,10.0,7.0,78.0,36.0,88.0,43.0,0.0,8.0,8.0,0.0,0.0,0.0,8227.0,8227.0,0.0,1919685.0,5562.0,1925247.0,
