county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Fresno,182.0,171.0,11.0,7766.0,7948.0,115.0,61.0,43.0,12.0,6.0,7562.0,5052.0,4533.0,406.0,113.0,7677.0,5113.0,4576.0,418.0,119.0,54.0,2510.0,2564.0,271.0,1.0,27.0,28.0,2010,JAN,1.0,2010-01-01
Glenn,1.0,1.0,0.0,145.0,146.0,4.0,4.0,4.0,0.0,0.0,90.0,51.0,51.0,0.0,0.0,94.0,55.0,55.0,0.0,0.0,0.0,39.0,39.0,52.0,0.0,6.0,6.0,2010,JAN,1.0,2010-01-01
Humboldt,0.0,0.0,0.0,974.0,974.0,90.0,41.0,40.0,0.0,1.0,884.0,771.0,735.0,27.0,9.0,974.0,812.0,775.0,27.0,10.0,49.0,113.0,162.0,0.0,15.0,34.0,49.0,2010,JAN,1.0,2010-01-01
Imperial,0.0,8.0,-8.0,1932.0,1932.0,170.0,108.0,106.0,2.0,0.0,1707.0,927.0,902.0,14.0,11.0,1877.0,1035.0,1008.0,16.0,11.0,62.0,780.0,842.0,55.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Inyo,1.0,19.0,-18.0,301.0,302.0,25.0,13.0,13.0,0.0,0.0,263.0,116.0,115.0,0.0,1.0,288.0,129.0,128.0,0.0,1.0,12.0,147.0,159.0,14.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Kern,177.0,177.0,0.0,3230.0,3407.0,539.0,535.0,533.0,1.0,1.0,2632.0,2581.0,2563.0,8.0,10.0,3171.0,3116.0,3096.0,9.0,11.0,4.0,51.0,55.0,236.0,0.0,6.0,6.0,2010,JAN,1.0,2010-01-01
Kings,36.0,36.0,0.0,1843.0,1879.0,119.0,67.0,64.0,1.0,2.0,1678.0,907.0,861.0,18.0,28.0,1797.0,974.0,925.0,19.0,30.0,52.0,771.0,823.0,82.0,2.0,3.0,5.0,2010,JAN,1.0,2010-01-01
Lake,0.0,1.0,-1.0,414.0,414.0,23.0,13.0,13.0,0.0,0.0,249.0,193.0,180.0,7.0,6.0,272.0,206.0,193.0,7.0,6.0,10.0,56.0,66.0,142.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Lassen,39.0,39.0,0.0,142.0,181.0,6.0,6.0,6.0,0.0,0.0,117.0,111.0,103.0,5.0,3.0,123.0,117.0,109.0,5.0,3.0,0.0,6.0,6.0,58.0,0.0,3.0,3.0,2010,JAN,1.0,2010-01-01
Los Angeles,1975.0,6474.0,-4499.0,79637.0,81612.0,4669.0,2034.0,1807.0,119.0,108.0,72709.0,28582.0,27096.0,920.0,566.0,77378.0,30616.0,28903.0,1039.0,674.0,2635.0,44127.0,46762.0,4234.0,70.0,6461.0,6531.0,2010,JAN,1.0,2010-01-01
Madera,1.0,1.0,0.0,390.0,391.0,34.0,21.0,21.0,0.0,0.0,346.0,207.0,202.0,3.0,2.0,380.0,228.0,223.0,3.0,2.0,13.0,139.0,152.0,11.0,0.0,2.0,2.0,2010,JAN,1.0,2010-01-01
Marin,0.0,179.0,-179.0,613.0,613.0,31.0,13.0,10.0,1.0,2.0,561.0,264.0,229.0,24.0,11.0,592.0,277.0,239.0,25.0,13.0,18.0,297.0,315.0,21.0,0.0,1.0,1.0,2010,JAN,1.0,2010-01-01
Mariposa,0.0,0.0,0.0,168.0,168.0,87.0,33.0,23.0,10.0,0.0,78.0,24.0,24.0,0.0,0.0,165.0,57.0,47.0,10.0,0.0,54.0,54.0,108.0,3.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Mendocino,0.0,2.0,-2.0,605.0,605.0,38.0,16.0,16.0,0.0,0.0,558.0,328.0,320.0,5.0,3.0,596.0,344.0,336.0,5.0,3.0,22.0,230.0,252.0,9.0,0.0,1.0,1.0,2010,JAN,1.0,2010-01-01
Merced,14.0,189.0,-175.0,3939.0,3953.0,589.0,241.0,234.0,7.0,0.0,3162.0,1228.0,1192.0,27.0,9.0,3751.0,1469.0,1426.0,34.0,9.0,348.0,1934.0,2282.0,202.0,3.0,19.0,22.0,2010,JAN,1.0,2010-01-01
Modoc,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,8.0,3.0,2.0,17.0,13.0,8.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,2010,JAN,1.0,2010-01-01
Mono,2.0,32.0,-30.0,106.0,108.0,1.0,0.0,0.0,0.0,0.0,103.0,58.0,55.0,2.0,1.0,104.0,58.0,55.0,2.0,1.0,1.0,45.0,46.0,4.0,0.0,2.0,2.0,2010,JAN,1.0,2010-01-01
Monterey,17.0,1409.0,-1392.0,5181.0,5198.0,820.0,458.0,452.0,2.0,4.0,4307.0,1493.0,1461.0,19.0,13.0,5127.0,1951.0,1913.0,21.0,17.0,362.0,2814.0,3176.0,71.0,0.0,9.0,9.0,2010,JAN,1.0,2010-01-01
Napa,4.0,4.0,0.0,1030.0,1034.0,90.0,10.0,8.0,2.0,0.0,933.0,342.0,327.0,8.0,7.0,1023.0,352.0,335.0,10.0,7.0,80.0,591.0,671.0,11.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Nevada,606.0,606.0,0.0,356.0,962.0,11.0,7.0,4.0,1.0,2.0,273.0,198.0,164.0,18.0,16.0,284.0,205.0,168.0,19.0,18.0,4.0,75.0,79.0,678.0,0.0,6.0,6.0,2010,JAN,1.0,2010-01-01
Orange,135.0,186.0,-51.0,9460.0,9595.0,1086.0,524.0,469.0,49.0,6.0,8418.0,3228.0,3018.0,166.0,44.0,9504.0,3752.0,3487.0,215.0,50.0,562.0,5190.0,5752.0,91.0,0.0,14.0,14.0,2010,JAN,1.0,2010-01-01
Placer,209.0,209.0,0.0,1554.0,1763.0,20.0,20.0,4.0,2.0,14.0,1667.0,271.0,50.0,37.0,184.0,1687.0,291.0,54.0,39.0,198.0,0.0,1396.0,1396.0,76.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Plumas,0.0,0.0,0.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,30.0,21.0,20.0,0.0,1.0,31.0,21.0,20.0,0.0,1.0,1.0,9.0,10.0,1.0,1.0,2.0,3.0,2010,JAN,1.0,2010-01-01
Riverside,86.0,86.0,0.0,16212.0,16298.0,2450.0,775.0,672.0,89.0,14.0,13632.0,4647.0,3980.0,545.0,122.0,16082.0,5422.0,4652.0,634.0,136.0,1675.0,8985.0,10660.0,216.0,8.0,78.0,86.0,2010,JAN,1.0,2010-01-01
Sacramento,3493.0,3685.0,-192.0,16421.0,19914.0,818.0,269.0,259.0,6.0,4.0,15154.0,3704.0,3480.0,218.0,6.0,15972.0,3973.0,3739.0,224.0,10.0,549.0,11450.0,11999.0,3942.0,0.0,24.0,24.0,2010,JAN,1.0,2010-01-01
San Benito,12.0,19.0,-7.0,520.0,532.0,42.0,29.0,26.0,1.0,2.0,458.0,307.0,298.0,3.0,6.0,500.0,336.0,324.0,4.0,8.0,13.0,151.0,164.0,32.0,0.0,4.0,4.0,2010,JAN,1.0,2010-01-01
San Bernardino,216.0,1060.0,-844.0,31405.0,31621.0,2640.0,710.0,658.0,25.0,27.0,28058.0,11024.0,10192.0,596.0,236.0,30698.0,11734.0,10850.0,621.0,263.0,1930.0,17034.0,18964.0,923.0,14.0,288.0,302.0,2010,JAN,1.0,2010-01-01
San Diego,6077.0,6077.0,0.0,17754.0,23831.0,720.0,445.0,394.0,25.0,26.0,16345.0,7927.0,7515.0,237.0,175.0,17065.0,8372.0,7909.0,262.0,201.0,275.0,8418.0,8693.0,6766.0,6.0,240.0,246.0,2010,JAN,1.0,2010-01-01
San Francisco,34.0,55.0,-21.0,281.0,315.0,39.0,39.0,27.0,6.0,6.0,198.0,56.0,41.0,8.0,7.0,237.0,95.0,68.0,14.0,13.0,0.0,142.0,142.0,78.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
San Joaquin,8.0,8.0,0.0,1885.0,1893.0,229.0,138.0,136.0,1.0,1.0,1635.0,1142.0,1091.0,34.0,17.0,1864.0,1280.0,1227.0,35.0,18.0,91.0,493.0,584.0,29.0,0.0,6.0,6.0,2010,JAN,1.0,2010-01-01
San Luis Obispo,79.0,3483.0,-3404.0,1566.0,1645.0,84.0,41.0,28.0,3.0,10.0,1431.0,539.0,451.0,46.0,42.0,1515.0,580.0,479.0,49.0,52.0,43.0,892.0,935.0,130.0,0.0,10.0,10.0,2010,JAN,1.0,2010-01-01
San Mateo,2338.0,2338.0,0.0,2908.0,5246.0,47.0,47.0,25.0,7.0,15.0,2732.0,1040.0,765.0,147.0,128.0,2779.0,1087.0,790.0,154.0,143.0,0.0,1692.0,1692.0,2467.0,0.0,18.0,18.0,2010,JAN,1.0,2010-01-01
Santa Barbara,214.0,424.0,-210.0,594.0,808.0,24.0,12.0,8.0,1.0,3.0,563.0,354.0,308.0,23.0,23.0,587.0,366.0,316.0,24.0,26.0,12.0,209.0,221.0,221.0,0.0,5.0,5.0,2010,JAN,1.0,2010-01-01
Santa Clara,255.0,277.0,-22.0,7224.0,7479.0,382.0,137.0,118.0,11.0,8.0,6876.0,1591.0,1445.0,108.0,38.0,7258.0,1728.0,1563.0,119.0,46.0,245.0,5285.0,5530.0,221.0,0.0,5.0,5.0,2010,JAN,1.0,2010-01-01
Santa Cruz,584.0,584.0,0.0,2621.0,3205.0,76.0,42.0,29.0,7.0,6.0,2673.0,920.0,536.0,312.0,72.0,2749.0,962.0,565.0,319.0,78.0,34.0,1753.0,1787.0,456.0,0.0,6.0,6.0,2010,JAN,1.0,2010-01-01
Shasta,372.0,372.0,0.0,748.0,1120.0,33.0,24.0,23.0,1.0,0.0,715.0,596.0,528.0,58.0,10.0,748.0,620.0,551.0,59.0,10.0,9.0,119.0,128.0,372.0,0.0,23.0,23.0,2010,JAN,1.0,2010-01-01
Sierra,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.0,0.0,9.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2010,JAN,1.0,2010-01-01
Siskiyou,181.0,181.0,0.0,86.0,267.0,13.0,5.0,5.0,0.0,0.0,63.0,39.0,34.0,2.0,3.0,76.0,44.0,39.0,2.0,3.0,8.0,24.0,32.0,191.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Solano,504.0,513.0,-9.0,1353.0,1857.0,89.0,49.0,35.0,9.0,5.0,1229.0,783.0,729.0,37.0,17.0,1318.0,832.0,764.0,46.0,22.0,40.0,446.0,486.0,539.0,0.0,11.0,11.0,2010,JAN,1.0,2010-01-01
Sonoma,793.0,838.0,-45.0,3480.0,4273.0,30.0,30.0,15.0,7.0,8.0,3389.0,1088.0,431.0,159.0,498.0,3419.0,1118.0,446.0,166.0,506.0,0.0,2301.0,2301.0,854.0,0.0,23.0,23.0,2010,JAN,1.0,2010-01-01
Stanislaus,63.0,609.0,-546.0,8222.0,8285.0,777.0,271.0,263.0,5.0,3.0,7077.0,2555.0,2505.0,28.0,22.0,7854.0,2826.0,2768.0,33.0,25.0,506.0,4522.0,5028.0,431.0,3.0,12.0,15.0,2010,JAN,1.0,2010-01-01
Sutter,47.0,47.0,0.0,283.0,330.0,27.0,10.0,9.0,1.0,0.0,245.0,148.0,133.0,11.0,4.0,272.0,158.0,142.0,12.0,4.0,17.0,97.0,114.0,58.0,0.0,4.0,4.0,2010,JAN,1.0,2010-01-01
Tehama,4.0,4.0,0.0,671.0,675.0,148.0,20.0,20.0,0.0,0.0,521.0,190.0,182.0,6.0,2.0,669.0,210.0,202.0,6.0,2.0,128.0,331.0,459.0,6.0,0.0,7.0,7.0,2010,JAN,1.0,2010-01-01
Trinity,52.0,52.0,0.0,83.0,135.0,4.0,4.0,4.0,0.0,0.0,79.0,74.0,70.0,3.0,1.0,83.0,78.0,74.0,3.0,1.0,0.0,5.0,5.0,52.0,0.0,16.0,16.0,2010,JAN,1.0,2010-01-01
Tulare,1116.0,1116.0,0.0,4989.0,6105.0,252.0,122.0,97.0,13.0,12.0,4736.0,2256.0,2137.0,86.0,33.0,4988.0,2378.0,2234.0,99.0,45.0,130.0,2480.0,2610.0,1117.0,0.0,5.0,5.0,2010,JAN,1.0,2010-01-01
Tuolumne,5.0,5.0,0.0,808.0,813.0,94.0,18.0,16.0,0.0,2.0,711.0,286.0,280.0,6.0,0.0,805.0,304.0,296.0,6.0,2.0,76.0,425.0,501.0,8.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
Ventura,36.0,140.0,-104.0,3966.0,4002.0,201.0,141.0,135.0,5.0,1.0,3672.0,2468.0,2375.0,63.0,30.0,3873.0,2609.0,2510.0,68.0,31.0,60.0,1204.0,1264.0,129.0,0.0,28.0,28.0,2010,JAN,1.0,2010-01-01
Yolo,497.0,497.0,0.0,1341.0,1838.0,41.0,25.0,19.0,2.0,4.0,1332.0,558.0,504.0,27.0,27.0,1373.0,583.0,523.0,29.0,31.0,16.0,774.0,790.0,465.0,0.0,5.0,5.0,2010,JAN,1.0,2010-01-01
Yuba,3.0,3.0,0.0,1190.0,1193.0,187.0,18.0,17.0,0.0,1.0,1000.0,422.0,409.0,12.0,1.0,1187.0,440.0,426.0,12.0,2.0,169.0,578.0,747.0,6.0,0.0,0.0,0.0,2010,JAN,1.0,2010-01-01
