county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Kings,91.0,207.0,-116.0,2153.0,2244.0,157.0,57.0,54.0,2.0,1.0,1857.0,810.0,724.0,65.0,21.0,341.0,867.0,778.0,67.0,22.0,100.0,1047.0,1147.0,230.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Lake,7.0,120.0,-113.0,1289.0,1296.0,53.0,26.0,26.0,0.0,0.0,1136.0,451.0,436.0,11.0,4.0,4456.0,477.0,462.0,11.0,4.0,27.0,685.0,712.0,107.0,0.0,3.0,3.0,2012,JAN,1.0,2012-01-01
Lassen,3.0,17.0,-14.0,541.0,544.0,38.0,16.0,16.0,0.0,0.0,492.0,254.0,246.0,4.0,4.0,1193.0,270.0,262.0,4.0,4.0,22.0,238.0,260.0,14.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Los Angeles,2716.0,5335.0,-2619.0,86058.0,88774.0,4852.0,2766.0,2500.0,197.0,69.0,78507.0,33109.0,30855.0,1633.0,621.0,998.0,35875.0,33355.0,1830.0,690.0,2086.0,45398.0,47484.0,5415.0,27.0,7622.0,7649.0,2012,JAN,1.0,2012-01-01
Madera,6.0,48.0,-42.0,1197.0,1203.0,87.0,59.0,59.0,0.0,0.0,1061.0,744.0,728.0,10.0,6.0,1148.0,803.0,787.0,10.0,6.0,28.0,317.0,345.0,55.0,1.0,7.0,8.0,2012,JAN,1.0,2012-01-01
Marin,17.0,104.0,-87.0,1395.0,1412.0,55.0,25.0,23.0,0.0,2.0,1292.0,622.0,570.0,37.0,15.0,1347.0,647.0,593.0,37.0,17.0,30.0,670.0,700.0,65.0,0.0,2.0,2.0,2012,JAN,1.0,2012-01-01
Mariposa,9.0,9.0,0.0,247.0,256.0,23.0,8.0,8.0,0.0,0.0,231.0,98.0,96.0,2.0,0.0,254.0,106.0,104.0,2.0,0.0,15.0,133.0,148.0,2.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Mendocino,0.0,14.0,-14.0,1569.0,1569.0,101.0,58.0,57.0,1.0,0.0,1444.0,868.0,864.0,2.0,2.0,1545.0,926.0,921.0,3.0,2.0,43.0,576.0,619.0,24.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Merced,22.0,238.0,-216.0,4702.0,4724.0,542.0,172.0,166.0,2.0,4.0,3996.0,1704.0,1662.0,24.0,18.0,4538.0,1876.0,1828.0,26.0,22.0,370.0,2292.0,2662.0,186.0,1.0,32.0,33.0,2012,JAN,1.0,2012-01-01
Modoc,0.0,2.0,-2.0,82.0,82.0,7.0,6.0,6.0,0.0,0.0,68.0,39.0,37.0,2.0,0.0,75.0,45.0,43.0,2.0,0.0,1.0,29.0,30.0,7.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Mono,5.0,27.0,-22.0,348.0,353.0,4.0,0.0,0.0,0.0,0.0,337.0,108.0,100.0,4.0,4.0,341.0,108.0,100.0,4.0,4.0,4.0,229.0,233.0,12.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Monterey,12.0,668.0,-656.0,4695.0,4707.0,619.0,299.0,295.0,0.0,4.0,3837.0,1637.0,1629.0,7.0,1.0,4456.0,1936.0,1924.0,7.0,5.0,320.0,2200.0,2520.0,251.0,0.0,2.0,2.0,2012,JAN,1.0,2012-01-01
Napa,11.0,42.0,-31.0,1239.0,1250.0,80.0,14.0,14.0,0.0,0.0,1113.0,320.0,308.0,8.0,4.0,1193.0,334.0,322.0,8.0,4.0,66.0,793.0,859.0,57.0,0.0,2.0,2.0,2012,JAN,1.0,2012-01-01
Nevada,6.0,68.0,-62.0,1027.0,1033.0,44.0,23.0,22.0,0.0,1.0,954.0,487.0,480.0,4.0,3.0,998.0,510.0,502.0,4.0,4.0,21.0,467.0,488.0,35.0,0.0,7.0,7.0,2012,JAN,1.0,2012-01-01
Orange,36.0,36.0,0.0,14837.0,14873.0,1018.0,384.0,384.0,0.0,0.0,13801.0,5227.0,5196.0,28.0,3.0,14819.0,5611.0,5580.0,28.0,3.0,634.0,8574.0,9208.0,54.0,0.0,36.0,36.0,2012,JAN,1.0,2012-01-01
Placer,41.0,41.0,0.0,1024.0,1065.0,11.0,7.0,4.0,1.0,2.0,1043.0,425.0,356.0,40.0,29.0,1054.0,432.0,360.0,41.0,31.0,4.0,618.0,622.0,11.0,0.0,3.0,3.0,2012,JAN,1.0,2012-01-01
Plumas,0.0,6.0,-6.0,290.0,290.0,20.0,8.0,8.0,0.0,0.0,261.0,94.0,90.0,1.0,3.0,281.0,102.0,98.0,1.0,3.0,12.0,167.0,179.0,9.0,0.0,2.0,2.0,2012,JAN,1.0,2012-01-01
Riverside,182.0,2066.0,-1884.0,29796.0,29978.0,2830.0,850.0,825.0,15.0,10.0,25464.0,8601.0,8048.0,254.0,299.0,28294.0,9451.0,8873.0,269.0,309.0,1980.0,16863.0,18843.0,1684.0,1.0,110.0,111.0,2012,JAN,1.0,2012-01-01
Sacramento,5758.0,5758.0,0.0,17304.0,23062.0,509.0,161.0,157.0,3.0,1.0,16801.0,4390.0,4044.0,321.0,25.0,17310.0,4551.0,4201.0,324.0,26.0,348.0,12411.0,12759.0,5752.0,0.0,37.0,37.0,2012,JAN,1.0,2012-01-01
San Benito,2.0,36.0,-34.0,872.0,874.0,97.0,30.0,29.0,0.0,1.0,751.0,266.0,263.0,1.0,2.0,848.0,296.0,292.0,1.0,3.0,67.0,485.0,552.0,26.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
San Bernardino,174.0,1419.0,-1245.0,38665.0,38839.0,2851.0,703.0,669.0,21.0,13.0,34631.0,13366.0,12476.0,590.0,300.0,37482.0,14069.0,13145.0,611.0,313.0,2148.0,21265.0,23413.0,1357.0,4.0,168.0,172.0,2012,JAN,1.0,2012-01-01
San Diego,11880.0,11880.0,0.0,27954.0,39834.0,708.0,385.0,355.0,22.0,8.0,26845.0,11366.0,10787.0,438.0,141.0,27553.0,11751.0,11142.0,460.0,149.0,323.0,15479.0,15802.0,12281.0,6.0,244.0,250.0,2012,JAN,1.0,2012-01-01
San Francisco,245.0,239.0,6.0,5011.0,5256.0,180.0,134.0,132.0,2.0,0.0,4850.0,1992.0,1826.0,139.0,27.0,5030.0,2126.0,1958.0,141.0,27.0,46.0,2858.0,2904.0,226.0,0.0,2.0,2.0,2012,JAN,1.0,2012-01-01
San Joaquin,1226.0,1623.0,-397.0,6366.0,7592.0,655.0,396.0,391.0,2.0,3.0,5395.0,2917.0,2769.0,78.0,70.0,6050.0,3313.0,3160.0,80.0,73.0,259.0,2478.0,2737.0,1542.0,0.0,3.0,3.0,2012,JAN,1.0,2012-01-01
San Luis Obispo,318.0,318.0,0.0,1672.0,1990.0,69.0,37.0,31.0,3.0,3.0,1625.0,607.0,526.0,50.0,31.0,1694.0,644.0,557.0,53.0,34.0,32.0,1018.0,1050.0,296.0,0.0,9.0,9.0,2012,JAN,1.0,2012-01-01
San Mateo,2757.0,2757.0,0.0,2173.0,4930.0,65.0,46.0,34.0,7.0,5.0,2058.0,979.0,829.0,81.0,69.0,2123.0,1025.0,863.0,88.0,74.0,19.0,1079.0,1098.0,2807.0,1.0,14.0,15.0,2012,JAN,1.0,2012-01-01
Santa Barbara,446.0,446.0,0.0,979.0,1425.0,25.0,19.0,7.0,2.0,10.0,1359.0,439.0,377.0,39.0,23.0,1384.0,458.0,384.0,41.0,33.0,6.0,920.0,926.0,41.0,0.0,12.0,12.0,2012,JAN,1.0,2012-01-01
Santa Clara,3181.0,3403.0,-222.0,6420.0,9601.0,274.0,116.0,38.0,18.0,60.0,7601.0,1178.0,292.0,260.0,626.0,7875.0,1294.0,330.0,278.0,686.0,158.0,6423.0,6581.0,1726.0,0.0,4.0,4.0,2012,JAN,1.0,2012-01-01
Santa Cruz,300.0,300.0,0.0,2736.0,3036.0,69.0,47.0,37.0,6.0,4.0,2667.0,872.0,758.0,98.0,16.0,2736.0,919.0,795.0,104.0,20.0,22.0,1795.0,1817.0,300.0,0.0,4.0,4.0,2012,JAN,1.0,2012-01-01
Shasta,15.0,115.0,-100.0,3421.0,3436.0,197.0,54.0,52.0,0.0,2.0,3120.0,1269.0,1183.0,71.0,15.0,3317.0,1323.0,1235.0,71.0,17.0,143.0,1851.0,1994.0,119.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Sierra,0.0,0.0,0.0,41.0,41.0,7.0,2.0,2.0,0.0,0.0,33.0,11.0,10.0,0.0,1.0,40.0,13.0,12.0,0.0,1.0,5.0,22.0,27.0,1.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Siskiyou,3.0,11.0,-8.0,760.0,763.0,52.0,18.0,16.0,1.0,1.0,665.0,224.0,214.0,4.0,6.0,717.0,242.0,230.0,5.0,7.0,34.0,441.0,475.0,46.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Solano,34.0,32.0,2.0,2405.0,2439.0,55.0,37.0,36.0,1.0,0.0,2316.0,1318.0,1247.0,54.0,17.0,2371.0,1355.0,1283.0,55.0,17.0,18.0,998.0,1016.0,68.0,0.0,13.0,13.0,2012,JAN,1.0,2012-01-01
Sonoma,283.0,348.0,-65.0,4499.0,4782.0,61.0,31.0,27.0,3.0,1.0,4504.0,1367.0,617.0,211.0,539.0,4565.0,1398.0,644.0,214.0,540.0,30.0,3137.0,3167.0,217.0,0.0,23.0,23.0,2012,JAN,1.0,2012-01-01
Stanislaus,38.0,809.0,-771.0,10284.0,10322.0,846.0,228.0,221.0,2.0,5.0,9043.0,3515.0,3414.0,31.0,70.0,9889.0,3743.0,3635.0,33.0,75.0,618.0,5528.0,6146.0,433.0,0.0,6.0,6.0,2012,JAN,1.0,2012-01-01
Sutter,8.0,43.0,-35.0,1446.0,1454.0,101.0,40.0,40.0,0.0,0.0,1308.0,469.0,449.0,15.0,5.0,1409.0,509.0,489.0,15.0,5.0,61.0,839.0,900.0,45.0,0.0,0.0,0.0,2012,JAN,1.0,2012-01-01
Tehama,0.0,29.0,-29.0,572.0,572.0,24.0,17.0,17.0,0.0,0.0,531.0,397.0,395.0,2.0,0.0,555.0,414.0,412.0,2.0,0.0,7.0,134.0,141.0,17.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Trinity,2.0,12.0,-10.0,265.0,267.0,16.0,6.0,6.0,0.0,0.0,232.0,84.0,83.0,0.0,1.0,248.0,90.0,89.0,0.0,1.0,10.0,148.0,158.0,19.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Tulare,858.0,858.0,0.0,6176.0,7034.0,287.0,160.0,145.0,10.0,5.0,5913.0,2906.0,2735.0,117.0,54.0,6200.0,3066.0,2880.0,127.0,59.0,127.0,3007.0,3134.0,834.0,0.0,14.0,14.0,2012,JAN,1.0,2012-01-01
Tuolumne,8.0,53.0,-45.0,955.0,963.0,73.0,23.0,23.0,0.0,0.0,833.0,327.0,305.0,20.0,2.0,906.0,350.0,328.0,20.0,2.0,50.0,506.0,556.0,57.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Ventura,334.0,334.0,0.0,3141.0,3475.0,101.0,63.0,63.0,0.0,0.0,2976.0,2112.0,2017.0,54.0,41.0,3077.0,2175.0,2080.0,54.0,41.0,38.0,864.0,902.0,398.0,0.0,24.0,24.0,2012,JAN,1.0,2012-01-01
Yolo,660.0,660.0,0.0,1520.0,2180.0,38.0,28.0,21.0,4.0,3.0,1474.0,687.0,631.0,41.0,15.0,1512.0,715.0,652.0,45.0,18.0,10.0,787.0,797.0,668.0,0.0,1.0,1.0,2012,JAN,1.0,2012-01-01
Yuba,5.0,64.0,-59.0,1564.0,1569.0,132.0,37.0,36.0,1.0,0.0,1368.0,632.0,596.0,31.0,5.0,1500.0,669.0,632.0,32.0,5.0,95.0,736.0,831.0,69.0,0.0,22.0,22.0,2012,JAN,1.0,2012-01-01
