county,req_exped_service_adjustment,req_exped_service_pend_prev_qtr,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_5_days,req_exped_service_disposed_entitled_pacf_over_5_days,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_5_days,req_exped_service_disposed_entitled_nacf_over_5_days,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_tot_hh_fail_complete_app_process,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,year,month,quarter,fulldate
Riverside,,24.0,5225.0,5249.0,5212.0,1412.0,313.0,47.0,3.0,952.0,82.0,15.0,3800.0,691.0,3109.0,37.0,27.0,3.0,24.0,2003,APR,2.0,2003-04-01
Sacramento,,523.0,5303.0,5826.0,5153.0,1924.0,439.0,3.0,8.0,1416.0,30.0,28.0,3229.0,2062.0,1167.0,673.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
San Benito,,1.0,96.0,97.0,97.0,80.0,28.0,0.0,1.0,50.0,1.0,0.0,17.0,1.0,16.0,0.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
San Bernardino,,0.0,7603.0,7603.0,7603.0,5884.0,1776.0,105.0,269.0,3210.0,135.0,389.0,1719.0,754.0,965.0,0.0,118.0,53.0,65.0,2003,APR,2.0,2003-04-01
San Diego,,34.0,8375.0,8409.0,8379.0,1958.0,153.0,1.0,4.0,1753.0,26.0,21.0,6421.0,2954.0,3467.0,30.0,9.0,2.0,7.0,2003,APR,2.0,2003-04-01
San Francisco,,1404.0,4256.0,5660.0,4248.0,1827.0,6.0,0.0,0.0,1818.0,0.0,3.0,2421.0,0.0,2421.0,1412.0,14.0,3.0,11.0,2003,APR,2.0,2003-04-01
San Joaquin,,6.0,290.0,296.0,290.0,255.0,91.0,6.0,9.0,134.0,3.0,12.0,35.0,9.0,26.0,6.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
San Luis Obispo,,3059.0,496.0,3555.0,447.0,200.0,45.0,3.0,0.0,151.0,1.0,0.0,247.0,79.0,168.0,3108.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
San Mateo,,9.0,533.0,542.0,534.0,524.0,312.0,9.0,19.0,168.0,3.0,13.0,10.0,2.0,8.0,8.0,71.0,2.0,69.0,2003,APR,2.0,2003-04-01
Santa Barbara,,1.0,1147.0,1148.0,1148.0,349.0,43.0,0.0,0.0,296.0,4.0,6.0,799.0,184.0,615.0,0.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Santa Clara,,1044.0,6023.0,7067.0,6486.0,734.0,201.0,9.0,11.0,386.0,31.0,96.0,5752.0,865.0,4887.0,581.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Santa Cruz,,215.0,1328.0,1543.0,1399.0,539.0,35.0,2.0,3.0,287.0,72.0,140.0,860.0,59.0,801.0,144.0,3.0,0.0,3.0,2003,APR,2.0,2003-04-01
Shasta,,204.0,467.0,671.0,440.0,356.0,29.0,3.0,8.0,297.0,10.0,9.0,84.0,10.0,74.0,231.0,10.0,0.0,10.0,2003,APR,2.0,2003-04-01
Sierra,,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Siskiyou,-11.0,0.0,161.0,161.0,158.0,116.0,16.0,0.0,1.0,93.0,3.0,3.0,42.0,3.0,39.0,3.0,3.0,0.0,3.0,2003,APR,2.0,2003-04-01
Solano,,0.0,566.0,566.0,566.0,540.0,59.0,2.0,5.0,427.0,32.0,15.0,26.0,1.0,25.0,0.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Sonoma,,12.0,1637.0,1649.0,1636.0,955.0,131.0,1.0,1.0,774.0,20.0,28.0,681.0,339.0,342.0,13.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Stanislaus,,0.0,540.0,540.0,540.0,182.0,31.0,6.0,8.0,102.0,26.0,9.0,358.0,86.0,272.0,0.0,8.0,7.0,1.0,2003,APR,2.0,2003-04-01
Sutter,,18.0,205.0,223.0,209.0,111.0,27.0,1.0,0.0,70.0,8.0,5.0,98.0,32.0,66.0,14.0,2.0,0.0,2.0,2003,APR,2.0,2003-04-01
Tehama,,3.0,382.0,385.0,375.0,147.0,22.0,1.0,4.0,96.0,18.0,6.0,228.0,96.0,132.0,10.0,6.0,0.0,6.0,2003,APR,2.0,2003-04-01
Trinity,,19.0,37.0,56.0,36.0,33.0,5.0,0.0,1.0,21.0,4.0,2.0,3.0,0.0,3.0,20.0,12.0,0.0,12.0,2003,APR,2.0,2003-04-01
Tulare,,640.0,754.0,1394.0,709.0,439.0,66.0,0.0,1.0,364.0,6.0,2.0,270.0,60.0,210.0,685.0,2.0,2.0,0.0,2003,APR,2.0,2003-04-01
Tuolumne,,6.0,357.0,363.0,356.0,114.0,15.0,0.0,1.0,90.0,4.0,4.0,242.0,85.0,157.0,7.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Ventura,,357.0,1306.0,1663.0,1318.0,782.0,0.0,0.0,2.0,534.0,161.0,85.0,536.0,1.0,535.0,345.0,94.0,8.0,86.0,2003,APR,2.0,2003-04-01
Yolo,,0.0,442.0,442.0,442.0,410.0,55.0,0.0,0.0,350.0,4.0,1.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,2003,APR,2.0,2003-04-01
Yuba,-11.0,33.0,675.0,708.0,695.0,323.0,93.0,1.0,3.0,218.0,4.0,4.0,372.0,166.0,206.0,13.0,3.0,0.0,3.0,2003,APR,2.0,2003-04-01
