county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Los Angeles,10244.0,25220.0,-14976.0,79991.0,90235.0,4400.0,2779.0,955.0,438.0,1386.0,63328.0,26800.0,22462.0,2007.0,2331.0,67728.0,29579.0,23417.0,2445.0,3717.0,1621.0,36528.0,38149.0,22507.0,124.0,6697.0,6821.0,2008,OCT,4.0,2008-10-01
Madera,3.0,3.0,0.0,352.0,355.0,23.0,20.0,19.0,0.0,1.0,331.0,270.0,258.0,10.0,2.0,354.0,290.0,277.0,10.0,3.0,3.0,61.0,64.0,1.0,0.0,7.0,7.0,2008,OCT,4.0,2008-10-01
Marin,146.0,146.0,0.0,165.0,311.0,17.0,15.0,11.0,3.0,1.0,140.0,122.0,93.0,28.0,1.0,157.0,137.0,104.0,31.0,2.0,2.0,18.0,20.0,154.0,0.0,2.0,2.0,2008,OCT,4.0,2008-10-01
Mariposa,0.0,0.0,0.0,64.0,64.0,6.0,6.0,5.0,1.0,0.0,52.0,51.0,50.0,1.0,0.0,58.0,57.0,55.0,2.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Mendocino,0.0,1.0,-1.0,507.0,507.0,30.0,28.0,28.0,0.0,0.0,472.0,439.0,431.0,5.0,3.0,502.0,467.0,459.0,5.0,3.0,2.0,33.0,35.0,5.0,0.0,3.0,3.0,2008,OCT,4.0,2008-10-01
Merced,140.0,205.0,-65.0,2756.0,2896.0,369.0,227.0,212.0,7.0,8.0,2254.0,1083.0,1040.0,8.0,35.0,2623.0,1310.0,1252.0,15.0,43.0,142.0,1171.0,1313.0,273.0,0.0,14.0,14.0,2008,OCT,4.0,2008-10-01
Modoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Mono,0.0,0.0,0.0,139.0,139.0,5.0,4.0,4.0,0.0,0.0,134.0,65.0,65.0,0.0,0.0,139.0,69.0,69.0,0.0,0.0,1.0,69.0,70.0,0.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Monterey,24.0,24.0,0.0,2262.0,2286.0,164.0,67.0,66.0,1.0,0.0,2099.0,503.0,488.0,8.0,7.0,2263.0,570.0,554.0,9.0,7.0,97.0,1596.0,1693.0,23.0,0.0,4.0,4.0,2008,OCT,4.0,2008-10-01
Napa,5.0,5.0,0.0,701.0,706.0,94.0,8.0,8.0,0.0,0.0,602.0,197.0,161.0,30.0,6.0,696.0,205.0,169.0,30.0,6.0,86.0,405.0,491.0,10.0,1.0,27.0,28.0,2008,OCT,4.0,2008-10-01
Nevada,397.0,397.0,0.0,241.0,638.0,7.0,7.0,5.0,2.0,0.0,195.0,165.0,129.0,14.0,22.0,202.0,172.0,134.0,16.0,22.0,0.0,30.0,30.0,436.0,0.0,5.0,5.0,2008,OCT,4.0,2008-10-01
Orange,257.0,271.0,-14.0,1038.0,1295.0,121.0,71.0,45.0,14.0,12.0,896.0,432.0,351.0,34.0,47.0,1017.0,503.0,396.0,48.0,59.0,50.0,464.0,514.0,278.0,0.0,2.0,2.0,2008,OCT,4.0,2008-10-01
Placer,103.0,103.0,0.0,1491.0,1594.0,98.0,49.0,32.0,13.0,4.0,1414.0,402.0,255.0,112.0,35.0,1512.0,451.0,287.0,125.0,39.0,49.0,1012.0,1061.0,82.0,0.0,1.0,1.0,2008,OCT,4.0,2008-10-01
Plumas,1.0,1.0,0.0,36.0,37.0,2.0,1.0,1.0,0.0,0.0,35.0,27.0,23.0,3.0,1.0,37.0,28.0,24.0,3.0,1.0,1.0,8.0,9.0,0.0,0.0,3.0,3.0,2008,OCT,4.0,2008-10-01
Riverside,135.0,135.0,0.0,12725.0,12860.0,2440.0,876.0,719.0,128.0,29.0,10382.0,3661.0,3062.0,455.0,144.0,12822.0,4537.0,3781.0,583.0,173.0,1564.0,6721.0,8285.0,38.0,4.0,49.0,53.0,2008,OCT,4.0,2008-10-01
Sacramento,2871.0,2905.0,-34.0,15149.0,18020.0,965.0,395.0,345.0,38.0,12.0,13890.0,3384.0,3200.0,160.0,24.0,14855.0,3779.0,3545.0,198.0,36.0,570.0,10506.0,11076.0,3165.0,0.0,17.0,17.0,2008,OCT,4.0,2008-10-01
San Benito,2.0,2.0,0.0,210.0,212.0,21.0,20.0,18.0,1.0,1.0,183.0,149.0,142.0,4.0,3.0,204.0,169.0,160.0,5.0,4.0,1.0,34.0,35.0,8.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
San Bernardino,3073.0,3133.0,-60.0,23837.0,26910.0,2132.0,1059.0,575.0,150.0,334.0,22906.0,11322.0,6642.0,1846.0,2834.0,25038.0,12381.0,7217.0,1996.0,3168.0,1073.0,11584.0,12657.0,1872.0,13.0,104.0,117.0,2008,OCT,4.0,2008-10-01
San Diego,3935.0,3935.0,0.0,11889.0,15824.0,374.0,244.0,182.0,23.0,39.0,11318.0,2560.0,2278.0,183.0,99.0,11692.0,2804.0,2460.0,206.0,138.0,130.0,8758.0,8888.0,4132.0,2.0,43.0,45.0,2008,OCT,4.0,2008-10-01
San Francisco,23.0,19.0,4.0,97.0,120.0,28.0,28.0,17.0,7.0,4.0,57.0,36.0,25.0,8.0,3.0,85.0,64.0,42.0,15.0,7.0,0.0,21.0,21.0,35.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
San Joaquin,7.0,7.0,0.0,418.0,425.0,34.0,32.0,29.0,3.0,0.0,384.0,315.0,276.0,29.0,10.0,418.0,347.0,305.0,32.0,10.0,2.0,69.0,71.0,7.0,0.0,2.0,2.0,2008,OCT,4.0,2008-10-01
San Luis Obispo,3215.0,3215.0,0.0,1197.0,4412.0,99.0,53.0,36.0,8.0,9.0,1064.0,403.0,313.0,61.0,29.0,1163.0,456.0,349.0,69.0,38.0,46.0,661.0,707.0,3249.0,0.0,3.0,3.0,2008,OCT,4.0,2008-10-01
San Mateo,769.0,769.0,0.0,2215.0,2984.0,48.0,48.0,25.0,7.0,16.0,1915.0,747.0,559.0,99.0,89.0,1963.0,795.0,584.0,106.0,105.0,0.0,1168.0,1168.0,1021.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Santa Barbara,369.0,369.0,0.0,566.0,935.0,26.0,15.0,7.0,3.0,5.0,527.0,322.0,214.0,33.0,75.0,553.0,337.0,221.0,36.0,80.0,11.0,205.0,216.0,382.0,0.0,4.0,4.0,2008,OCT,4.0,2008-10-01
Santa Clara,229.0,605.0,-376.0,4715.0,4944.0,499.0,239.0,152.0,41.0,46.0,3979.0,886.0,506.0,230.0,150.0,4478.0,1125.0,658.0,271.0,196.0,260.0,3093.0,3353.0,466.0,0.0,2.0,2.0,2008,OCT,4.0,2008-10-01
Santa Cruz,72.0,97.0,-25.0,2033.0,2105.0,124.0,64.0,26.0,10.0,28.0,1876.0,617.0,256.0,153.0,208.0,2000.0,681.0,282.0,163.0,236.0,60.0,1259.0,1319.0,105.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Shasta,376.0,376.0,0.0,623.0,999.0,24.0,16.0,9.0,3.0,4.0,602.0,516.0,476.0,20.0,20.0,626.0,532.0,485.0,23.0,24.0,8.0,86.0,94.0,373.0,0.0,21.0,21.0,2008,OCT,4.0,2008-10-01
Sierra,0.0,0.0,0.0,9.0,9.0,4.0,2.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Siskiyou,59.0,59.0,0.0,190.0,249.0,27.0,19.0,17.0,1.0,1.0,147.0,104.0,90.0,5.0,9.0,174.0,123.0,107.0,6.0,10.0,8.0,43.0,51.0,75.0,0.0,1.0,1.0,2008,OCT,4.0,2008-10-01
Solano,498.0,624.0,-126.0,1151.0,1649.0,80.0,46.0,25.0,5.0,16.0,972.0,515.0,376.0,54.0,85.0,1052.0,561.0,401.0,59.0,101.0,34.0,457.0,491.0,597.0,0.0,1.0,1.0,2008,OCT,4.0,2008-10-01
Sonoma,596.0,606.0,-10.0,2830.0,3426.0,19.0,19.0,6.0,6.0,7.0,2730.0,852.0,766.0,55.0,31.0,2749.0,871.0,772.0,61.0,38.0,0.0,1878.0,1878.0,677.0,0.0,7.0,7.0,2008,OCT,4.0,2008-10-01
Stanislaus,475.0,1498.0,-1023.0,7456.0,7931.0,704.0,267.0,220.0,7.0,40.0,5734.0,2486.0,2273.0,94.0,119.0,6438.0,2753.0,2493.0,101.0,159.0,437.0,3248.0,3685.0,1493.0,1.0,8.0,9.0,2008,OCT,4.0,2008-10-01
Sutter,5.0,6.0,-1.0,380.0,385.0,41.0,22.0,20.0,2.0,0.0,332.0,210.0,195.0,13.0,2.0,373.0,232.0,215.0,15.0,2.0,19.0,122.0,141.0,12.0,0.0,4.0,4.0,2008,OCT,4.0,2008-10-01
Tehama,6.0,6.0,0.0,285.0,291.0,45.0,8.0,8.0,0.0,0.0,243.0,170.0,164.0,5.0,1.0,288.0,178.0,172.0,5.0,1.0,37.0,73.0,110.0,3.0,0.0,4.0,4.0,2008,OCT,4.0,2008-10-01
Trinity,50.0,50.0,0.0,59.0,109.0,2.0,2.0,2.0,0.0,0.0,57.0,53.0,51.0,2.0,0.0,59.0,55.0,53.0,2.0,0.0,0.0,4.0,4.0,50.0,0.0,10.0,10.0,2008,OCT,4.0,2008-10-01
Tulare,2132.0,2132.0,0.0,4922.0,7054.0,413.0,203.0,84.0,44.0,75.0,4583.0,2355.0,1785.0,296.0,274.0,4996.0,2558.0,1869.0,340.0,349.0,210.0,2228.0,2438.0,2058.0,0.0,3.0,3.0,2008,OCT,4.0,2008-10-01
Tuolumne,11.0,11.0,0.0,546.0,557.0,71.0,8.0,6.0,2.0,0.0,482.0,231.0,225.0,5.0,1.0,553.0,239.0,231.0,7.0,1.0,63.0,251.0,314.0,4.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
Ventura,85.0,85.0,0.0,3612.0,3697.0,391.0,299.0,256.0,24.0,19.0,3096.0,2210.0,2047.0,103.0,60.0,3487.0,2509.0,2303.0,127.0,79.0,92.0,886.0,978.0,210.0,0.0,8.0,8.0,2008,OCT,4.0,2008-10-01
Yolo,50.0,50.0,0.0,1079.0,1129.0,46.0,23.0,14.0,3.0,6.0,788.0,415.0,362.0,37.0,16.0,834.0,438.0,376.0,40.0,22.0,23.0,373.0,396.0,295.0,0.0,2.0,2.0,2008,OCT,4.0,2008-10-01
Yuba,20.0,20.0,0.0,1115.0,1135.0,197.0,25.0,23.0,1.0,1.0,918.0,403.0,340.0,53.0,10.0,1115.0,428.0,363.0,54.0,11.0,172.0,515.0,687.0,20.0,0.0,0.0,0.0,2008,OCT,4.0,2008-10-01
