county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Fresno,255.0,253.0,2.0,13315.0,13570.0,203.0,104.0,101.0,1.0,2.0,13110.0,5888.0,5728.0,106.0,54.0,13313.0,5992.0,5829.0,107.0,56.0,99.0,7222.0,7321.0,257.0,0.0,27.0,27.0,2012,JUL,3.0,2012-07-01
Glenn,0.0,2.0,-2.0,242.0,242.0,22.0,14.0,14.0,0.0,0.0,218.0,95.0,93.0,2.0,0.0,240.0,109.0,107.0,2.0,0.0,8.0,123.0,131.0,2.0,0.0,4.0,4.0,2012,JUL,3.0,2012-07-01
Humboldt,10.0,109.0,-99.0,3198.0,3208.0,129.0,49.0,47.0,2.0,0.0,2955.0,1167.0,1101.0,48.0,18.0,3084.0,1216.0,1148.0,50.0,18.0,80.0,1788.0,1868.0,124.0,1.0,12.0,13.0,2012,JUL,3.0,2012-07-01
Imperial,10.0,136.0,-126.0,2848.0,2858.0,190.0,97.0,94.0,3.0,0.0,2510.0,1013.0,998.0,12.0,3.0,2700.0,1110.0,1092.0,15.0,3.0,93.0,1497.0,1590.0,158.0,1.0,3.0,4.0,2012,JUL,3.0,2012-07-01
Inyo,4.0,7.0,-3.0,242.0,246.0,15.0,7.0,7.0,0.0,0.0,224.0,131.0,130.0,1.0,0.0,239.0,138.0,137.0,1.0,0.0,8.0,93.0,101.0,7.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Kern,131.0,755.0,-624.0,14976.0,15107.0,1405.0,477.0,467.0,5.0,5.0,13207.0,4686.0,4445.0,90.0,151.0,14612.0,5163.0,4912.0,95.0,156.0,928.0,8521.0,9449.0,495.0,1.0,2.0,3.0,2012,JUL,3.0,2012-07-01
Kings,109.0,280.0,-171.0,2248.0,2357.0,152.0,65.0,55.0,7.0,3.0,1967.0,885.0,783.0,67.0,35.0,2119.0,950.0,838.0,74.0,38.0,87.0,1082.0,1169.0,238.0,0.0,2.0,2.0,2012,JUL,3.0,2012-07-01
Lake,7.0,126.0,-119.0,1304.0,1311.0,49.0,27.0,27.0,0.0,0.0,1148.0,456.0,427.0,21.0,8.0,1197.0,483.0,454.0,21.0,8.0,22.0,692.0,714.0,114.0,0.0,3.0,3.0,2012,JUL,3.0,2012-07-01
Lassen,4.0,24.0,-20.0,555.0,559.0,36.0,13.0,11.0,2.0,0.0,499.0,215.0,201.0,6.0,8.0,535.0,228.0,212.0,8.0,8.0,23.0,284.0,307.0,24.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Los Angeles,2645.0,5353.0,-2708.0,97869.0,100514.0,6225.0,3382.0,3207.0,136.0,39.0,89245.0,36584.0,35103.0,1108.0,373.0,95470.0,39966.0,38310.0,1244.0,412.0,2843.0,52661.0,55504.0,5044.0,33.0,1456.0,1489.0,2012,JUL,3.0,2012-07-01
Madera,9.0,51.0,-42.0,1083.0,1092.0,82.0,65.0,62.0,3.0,0.0,963.0,647.0,644.0,3.0,0.0,1045.0,712.0,706.0,6.0,0.0,17.0,316.0,333.0,47.0,1.0,6.0,7.0,2012,JUL,3.0,2012-07-01
Marin,15.0,73.0,-58.0,1244.0,1259.0,69.0,31.0,30.0,0.0,1.0,1101.0,447.0,421.0,5.0,21.0,1170.0,478.0,451.0,5.0,22.0,38.0,654.0,692.0,89.0,0.0,1.0,1.0,2012,JUL,3.0,2012-07-01
Mariposa,5.0,5.0,0.0,262.0,267.0,24.0,8.0,8.0,0.0,0.0,236.0,80.0,79.0,1.0,0.0,260.0,88.0,87.0,1.0,0.0,16.0,156.0,172.0,7.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Mendocino,5.0,34.0,-29.0,1971.0,1976.0,98.0,43.0,43.0,0.0,0.0,1845.0,922.0,909.0,8.0,5.0,1943.0,965.0,952.0,8.0,5.0,55.0,923.0,978.0,33.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Merced,24.0,203.0,-179.0,4737.0,4761.0,545.0,179.0,173.0,5.0,1.0,4081.0,1631.0,1596.0,26.0,9.0,4626.0,1810.0,1769.0,31.0,10.0,366.0,2450.0,2816.0,135.0,2.0,48.0,50.0,2012,JUL,3.0,2012-07-01
Modoc,0.0,5.0,-5.0,98.0,98.0,4.0,2.0,2.0,0.0,0.0,92.0,41.0,41.0,0.0,0.0,96.0,43.0,43.0,0.0,0.0,2.0,51.0,53.0,2.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Mono,2.0,26.0,-24.0,210.0,212.0,5.0,2.0,2.0,0.0,0.0,189.0,58.0,55.0,3.0,0.0,194.0,60.0,57.0,3.0,0.0,3.0,131.0,134.0,18.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Monterey,7.0,320.0,-313.0,4426.0,4433.0,353.0,107.0,107.0,0.0,0.0,3716.0,1378.0,1369.0,5.0,4.0,4069.0,1485.0,1476.0,5.0,4.0,246.0,2338.0,2584.0,364.0,0.0,3.0,3.0,2012,JUL,3.0,2012-07-01
Napa,11.0,50.0,-39.0,1167.0,1178.0,60.0,10.0,9.0,1.0,0.0,1078.0,322.0,318.0,3.0,1.0,1138.0,332.0,327.0,4.0,1.0,50.0,756.0,806.0,40.0,0.0,2.0,2.0,2012,JUL,3.0,2012-07-01
Nevada,6.0,60.0,-54.0,1125.0,1131.0,67.0,34.0,33.0,1.0,0.0,1004.0,467.0,462.0,2.0,3.0,1071.0,501.0,495.0,3.0,3.0,33.0,537.0,570.0,60.0,0.0,15.0,15.0,2012,JUL,3.0,2012-07-01
Orange,64.0,64.0,0.0,16679.0,16743.0,1282.0,408.0,407.0,1.0,0.0,15376.0,5577.0,5551.0,20.0,6.0,16658.0,5985.0,5958.0,21.0,6.0,874.0,9799.0,10673.0,85.0,0.0,25.0,25.0,2012,JUL,3.0,2012-07-01
Placer,2.0,2.0,0.0,1262.0,1264.0,13.0,13.0,11.0,2.0,0.0,1216.0,554.0,535.0,15.0,4.0,1229.0,567.0,546.0,17.0,4.0,0.0,662.0,662.0,35.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Plumas,4.0,11.0,-7.0,264.0,268.0,14.0,2.0,2.0,0.0,0.0,242.0,78.0,73.0,2.0,3.0,256.0,80.0,75.0,2.0,3.0,12.0,164.0,176.0,12.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Riverside,220.0,2466.0,-2246.0,38842.0,39062.0,3066.0,1006.0,966.0,18.0,22.0,34227.0,11131.0,10525.0,259.0,347.0,37293.0,12137.0,11491.0,277.0,369.0,2060.0,23096.0,25156.0,1769.0,6.0,179.0,185.0,2012,JUL,3.0,2012-07-01
Sacramento,5833.0,5833.0,0.0,18390.0,24223.0,451.0,137.0,134.0,1.0,2.0,17862.0,4272.0,4209.0,57.0,6.0,18313.0,4409.0,4343.0,58.0,8.0,314.0,13590.0,13904.0,5910.0,1.0,33.0,34.0,2012,JUL,3.0,2012-07-01
San Benito,8.0,41.0,-33.0,731.0,739.0,88.0,29.0,26.0,2.0,1.0,624.0,212.0,209.0,1.0,2.0,712.0,241.0,235.0,3.0,3.0,59.0,412.0,471.0,27.0,0.0,1.0,1.0,2012,JUL,3.0,2012-07-01
San Bernardino,247.0,2005.0,-1758.0,44168.0,44415.0,2648.0,662.0,626.0,20.0,16.0,40660.0,14776.0,13762.0,662.0,352.0,43308.0,15438.0,14388.0,682.0,368.0,1986.0,25884.0,27870.0,1107.0,3.0,113.0,116.0,2012,JUL,3.0,2012-07-01
San Diego,12919.0,12919.0,0.0,31974.0,44893.0,870.0,475.0,383.0,60.0,32.0,30683.0,12523.0,11117.0,1050.0,356.0,31553.0,12998.0,11500.0,1110.0,388.0,395.0,18160.0,18555.0,13340.0,5.0,321.0,326.0,2012,JUL,3.0,2012-07-01
San Francisco,288.0,260.0,28.0,5233.0,5521.0,196.0,148.0,146.0,2.0,0.0,4947.0,1930.0,1790.0,98.0,42.0,5143.0,2078.0,1936.0,100.0,42.0,48.0,3017.0,3065.0,378.0,0.0,6.0,6.0,2012,JUL,3.0,2012-07-01
San Joaquin,1243.0,1648.0,-405.0,6877.0,8120.0,658.0,415.0,405.0,6.0,4.0,5872.0,2998.0,2760.0,142.0,96.0,6530.0,3413.0,3165.0,148.0,100.0,243.0,2874.0,3117.0,1590.0,0.0,1.0,1.0,2012,JUL,3.0,2012-07-01
San Luis Obispo,298.0,298.0,0.0,1630.0,1928.0,67.0,27.0,21.0,2.0,4.0,1527.0,593.0,497.0,51.0,45.0,1594.0,620.0,518.0,53.0,49.0,40.0,934.0,974.0,334.0,0.0,9.0,9.0,2012,JUL,3.0,2012-07-01
San Mateo,2799.0,2799.0,0.0,2029.0,4828.0,34.0,24.0,19.0,3.0,2.0,2096.0,1003.0,870.0,72.0,61.0,2130.0,1027.0,889.0,75.0,63.0,10.0,1093.0,1103.0,2698.0,0.0,23.0,23.0,2012,JUL,3.0,2012-07-01
Santa Barbara,29.0,16.0,13.0,1005.0,1034.0,34.0,23.0,18.0,5.0,0.0,982.0,579.0,551.0,20.0,8.0,1016.0,602.0,569.0,25.0,8.0,11.0,403.0,414.0,18.0,0.0,8.0,8.0,2012,JUL,3.0,2012-07-01
Santa Clara,686.0,723.0,-37.0,7509.0,8195.0,243.0,98.0,39.0,32.0,27.0,7123.0,1995.0,1769.0,97.0,129.0,7366.0,2093.0,1808.0,129.0,156.0,145.0,5128.0,5273.0,829.0,0.0,5.0,5.0,2012,JUL,3.0,2012-07-01
Santa Cruz,308.0,308.0,0.0,2312.0,2620.0,50.0,33.0,31.0,2.0,0.0,2263.0,724.0,685.0,30.0,9.0,2313.0,757.0,716.0,32.0,9.0,17.0,1539.0,1556.0,307.0,0.0,9.0,9.0,2012,JUL,3.0,2012-07-01
Shasta,12.0,180.0,-168.0,3949.0,3961.0,235.0,61.0,58.0,2.0,1.0,3631.0,1246.0,1094.0,104.0,48.0,3866.0,1307.0,1152.0,106.0,49.0,174.0,2385.0,2559.0,95.0,0.0,3.0,3.0,2012,JUL,3.0,2012-07-01
Sierra,0.0,0.0,0.0,51.0,51.0,7.0,5.0,5.0,0.0,0.0,43.0,20.0,20.0,0.0,0.0,50.0,25.0,25.0,0.0,0.0,2.0,23.0,25.0,1.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Siskiyou,3.0,67.0,-64.0,904.0,907.0,72.0,26.0,25.0,1.0,0.0,816.0,244.0,237.0,4.0,3.0,888.0,270.0,262.0,5.0,3.0,46.0,572.0,618.0,19.0,0.0,3.0,3.0,2012,JUL,3.0,2012-07-01
Solano,64.0,62.0,2.0,2660.0,2724.0,70.0,48.0,45.0,3.0,0.0,2597.0,1464.0,1401.0,48.0,15.0,2667.0,1512.0,1446.0,51.0,15.0,22.0,1133.0,1155.0,57.0,0.0,28.0,28.0,2012,JUL,3.0,2012-07-01
Sonoma,225.0,252.0,-27.0,3681.0,3906.0,47.0,27.0,24.0,2.0,1.0,3735.0,1191.0,828.0,202.0,161.0,3782.0,1218.0,852.0,204.0,162.0,20.0,2544.0,2564.0,124.0,0.0,21.0,21.0,2012,JUL,3.0,2012-07-01
Stanislaus,77.0,581.0,-504.0,11180.0,11257.0,964.0,267.0,252.0,5.0,10.0,10054.0,3643.0,3502.0,68.0,73.0,11018.0,3910.0,3754.0,73.0,83.0,697.0,6411.0,7108.0,239.0,1.0,1.0,2.0,2012,JUL,3.0,2012-07-01
Sutter,9.0,43.0,-34.0,1286.0,1295.0,90.0,30.0,30.0,0.0,0.0,1169.0,462.0,434.0,20.0,8.0,1259.0,492.0,464.0,20.0,8.0,60.0,707.0,767.0,36.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Tehama,3.0,31.0,-28.0,643.0,646.0,41.0,32.0,32.0,0.0,0.0,584.0,408.0,407.0,1.0,0.0,625.0,440.0,439.0,1.0,0.0,9.0,176.0,185.0,21.0,0.0,6.0,6.0,2012,JUL,3.0,2012-07-01
Trinity,3.0,23.0,-20.0,322.0,325.0,10.0,2.0,2.0,0.0,0.0,298.0,113.0,104.0,9.0,0.0,308.0,115.0,106.0,9.0,0.0,8.0,185.0,193.0,17.0,0.0,0.0,0.0,2012,JUL,3.0,2012-07-01
Tulare,837.0,837.0,0.0,7158.0,7995.0,288.0,144.0,138.0,5.0,1.0,6857.0,3280.0,3183.0,78.0,19.0,7145.0,3424.0,3321.0,83.0,20.0,144.0,3577.0,3721.0,850.0,0.0,22.0,22.0,2012,JUL,3.0,2012-07-01
Tuolumne,4.0,41.0,-37.0,871.0,875.0,72.0,17.0,16.0,1.0,0.0,782.0,282.0,267.0,13.0,2.0,854.0,299.0,283.0,14.0,2.0,55.0,500.0,555.0,21.0,1.0,4.0,5.0,2012,JUL,3.0,2012-07-01
Ventura,463.0,463.0,0.0,3179.0,3642.0,108.0,72.0,68.0,1.0,3.0,3002.0,1980.0,1911.0,36.0,33.0,3110.0,2052.0,1979.0,37.0,36.0,36.0,1022.0,1058.0,532.0,0.0,29.0,29.0,2012,JUL,3.0,2012-07-01
Yolo,684.0,684.0,0.0,1522.0,2206.0,28.0,24.0,18.0,1.0,5.0,1553.0,701.0,647.0,34.0,20.0,1581.0,725.0,665.0,35.0,25.0,4.0,852.0,856.0,625.0,0.0,3.0,3.0,2012,JUL,3.0,2012-07-01
Yuba,5.0,55.0,-50.0,1570.0,1575.0,113.0,39.0,39.0,0.0,0.0,1431.0,595.0,585.0,9.0,1.0,1544.0,634.0,624.0,9.0,1.0,74.0,836.0,910.0,31.0,0.0,18.0,18.0,2012,JUL,3.0,2012-07-01
