county,req_exped_service_pend_prev_qtr,req_exped_service_reported_pending_end_prev_qtr,req_exped_service_adjustment,req_exped_service_rcv_this_qtr,req_exped_service_tot_this_qtr,req_exped_service_tot_pacf_disposed_this_qtr,req_exped_service_tot_disposed_pacf_entitled_to_exped_service,req_exped_service_disposed_entitled_pacf_1_to_3_days,req_exped_service_disposed_entitled_pacf_4_to_7_days,req_exped_service_disposed_entitled_pacf_over_7_days,req_exped_service_tot_nacf_disposed_this_qtr,req_exped_service_tot_disposed_nacf_entitled_to_exped_service,req_exped_service_disposed_entitled_nacf_1_to_3_days,req_exped_service_disposed_entitled_nacf_4_to_7_days,req_exped_service_disposed_entitled_nacf_over_7_days,req_exped_service_tot_disposed_this_qtr,req_exped_service_tot_disposed_entitled_to_exped_service,req_exped_service_disposed_entitled_tot_1_to_3_days,req_exped_service_disposed_entitled_tot_4_to_7_days,req_exped_service_disposed_entitled_tot_over_7_days,req_exped_service_disposed_pacf_not_entitled,req_exped_service_disposed_nacf_not_entitled,req_exped_service_disposed_tot_not_entitled,req_exped_service_disposed_pending_end_qtr,app_compliance_info_pacf_fail_complete_app_process,app_compliance_info_nacf_fail_complete_app_process,app_compliance_info_tot_hh_fail_complete_app_process,year,month,quarter,fulldate
Sierra,1.0,1.0,0.0,56.0,57.0,6.0,2.0,2.0,0.0,0.0,51.0,20.0,20.0,0.0,0.0,57.0,22.0,22.0,0.0,0.0,4.0,31.0,35.0,0.0,0.0,0.0,0.0,2012,APR,2.0,2012-04-01
Siskiyou,8.0,46.0,-38.0,898.0,906.0,58.0,22.0,22.0,0.0,0.0,781.0,243.0,219.0,12.0,12.0,839.0,265.0,241.0,12.0,12.0,36.0,538.0,574.0,67.0,0.0,4.0,4.0,2012,APR,2.0,2012-04-01
Solano,73.0,68.0,5.0,2481.0,2554.0,65.0,41.0,35.0,5.0,1.0,2427.0,1346.0,1296.0,27.0,23.0,2492.0,1387.0,1331.0,32.0,24.0,24.0,1081.0,1105.0,62.0,0.0,21.0,21.0,2012,APR,2.0,2012-04-01
Sonoma,193.0,217.0,-24.0,3827.0,4020.0,29.0,12.0,11.0,0.0,1.0,3739.0,1209.0,742.0,290.0,177.0,3768.0,1221.0,753.0,290.0,178.0,17.0,2530.0,2547.0,252.0,0.0,27.0,27.0,2012,APR,2.0,2012-04-01
Stanislaus,47.0,433.0,-386.0,10824.0,10871.0,844.0,226.0,213.0,4.0,9.0,9446.0,3483.0,3372.0,53.0,58.0,10290.0,3709.0,3585.0,57.0,67.0,618.0,5963.0,6581.0,581.0,0.0,0.0,0.0,2012,APR,2.0,2012-04-01
Sutter,8.0,45.0,-37.0,1197.0,1205.0,69.0,29.0,27.0,1.0,1.0,1093.0,458.0,433.0,15.0,10.0,1162.0,487.0,460.0,16.0,11.0,40.0,635.0,675.0,43.0,0.0,1.0,1.0,2012,APR,2.0,2012-04-01
Tehama,3.0,17.0,-14.0,672.0,675.0,37.0,24.0,24.0,0.0,0.0,607.0,440.0,436.0,4.0,0.0,644.0,464.0,460.0,4.0,0.0,13.0,167.0,180.0,31.0,0.0,1.0,1.0,2012,APR,2.0,2012-04-01
Trinity,2.0,19.0,-17.0,271.0,273.0,11.0,1.0,1.0,0.0,0.0,239.0,115.0,113.0,0.0,2.0,250.0,116.0,114.0,0.0,2.0,10.0,124.0,134.0,23.0,0.0,2.0,2.0,2012,APR,2.0,2012-04-01
Tulare,834.0,834.0,0.0,6198.0,7032.0,274.0,141.0,138.0,3.0,0.0,5921.0,2887.0,2805.0,67.0,15.0,6195.0,3028.0,2943.0,70.0,15.0,133.0,3034.0,3167.0,837.0,0.0,20.0,20.0,2012,APR,2.0,2012-04-01
Tuolumne,7.0,57.0,-50.0,854.0,861.0,62.0,18.0,18.0,0.0,0.0,758.0,270.0,249.0,16.0,5.0,820.0,288.0,267.0,16.0,5.0,44.0,488.0,532.0,41.0,0.0,5.0,5.0,2012,APR,2.0,2012-04-01
Ventura,398.0,398.0,0.0,2957.0,3355.0,89.0,56.0,54.0,2.0,0.0,2803.0,2019.0,1958.0,44.0,17.0,2892.0,2075.0,2012.0,46.0,17.0,33.0,784.0,817.0,463.0,0.0,30.0,30.0,2012,APR,2.0,2012-04-01
Yolo,668.0,668.0,0.0,1544.0,2212.0,41.0,27.0,24.0,2.0,1.0,1487.0,671.0,614.0,33.0,24.0,1528.0,698.0,638.0,35.0,25.0,14.0,816.0,830.0,684.0,0.0,6.0,6.0,2012,APR,2.0,2012-04-01
Yuba,16.0,69.0,-53.0,1636.0,1652.0,134.0,36.0,36.0,0.0,0.0,1463.0,604.0,570.0,26.0,8.0,1597.0,640.0,606.0,26.0,8.0,98.0,859.0,957.0,55.0,0.0,16.0,16.0,2012,APR,2.0,2012-04-01
